form	lemma	POS	morph
བཀབ་	བཀབ་	NO_POS
འི་	གི་	PART
དབུ་རྒྱན་	དབུ་རྒྱན་	NOUN
དང་	དང་	NO_POS
།		PUNCT
རློན་པ་	རློན་པ་	VERB
ལྔ་	ལྔ་	NUM
བཅུ་	བཅུ་	NUM
འི་	གི་	PART
དོ་ཤལ་	དོ་ཤལ་	OTHER
ཅན་	ཅན་	PART
།		PUNCT
རུས་པ་	རུས་པ་	NOUN
འི་	གི་	PART
རྒྱན་	རྒྱན་	NOUN
དྲུག་	དྲུག་	NUM
དང་	དང་	NO_POS
སྦྲུལ་	སྦྲུལ་	NOUN
གྱི་	གི་	PART
རྒྱན་	རྒྱན་	NOUN
གྱིས་	གིས་	PART
བརྒྱན་པ་	བརྒྱན་པ་	VERB
༑		PUNCT
སྟག་	སྟག་	NOUN
གི་	གི་	PART
ལྤགས་པ་	ལྤགས་པ་	NOUN
འི་	གི་	PART
ཤམ་ཐབས་	ཤམ་ཐབས་	NOUN
ཅན་	ཅན་	PART
།		PUNCT
ད་	ད་	NOUN
སྣ་ཚོགས་	སྣ་ཚོགས་	DET
ཀྱི་	གི་	PART
ཅོད་པན་	ཅོད་པན་	NOUN
དང་	དང་	NO_POS
ལྷབ་ལྷུབ་	ལྷབ་ལྷུབ་	OTHER
ཀྱི་	གི་	PART
ཀླུབས་པ་	ཀླུབས་པ་	NO_POS
།		PUNCT
མིའུ་ཐུང་	མིའུ་ཐུང་	OTHER
གེལ་པ་	གེལ་པ་	NO_POS
འི་	གི་	PART
འདུག་སྟངས་	འདུག་སྟངས་	NO_POS
ཀྱིས་	གིས་	PART
རོ་	རོ་	NOUN
འི་	གི་	PART
སྟེང་	སྟེང་	NOUN
ན་	ན་	ADP
བཞུགས་པ་	བཞུགས་པ་	VERB
༑		PUNCT
གཡའ་	གཡའ་	NOUN
ན་	ན་	ADP
བྱ་	བྱ་	VERB
ནག་	ནག་	VERB
གཡོན་	གཡོན་	NOUN
ན་	ན་	ADP
ཁྱི་	ཁྱི་	NOUN
ནག་	ནག་	VERB
རྒྱབ་	རྒྱབ་	NOUN
ན་	ན་	ADP
ལྕགས་	ལྕགས་	NOUN
		
		
ཞ་	ཞ་	OTHER
		
ལྕེ་	ལྕེ་	NOUN
		
སྤྱང་	སྤྱང་	NO_POS
།		PUNCT
མདུན་	མདུན་	NOUN
ན་	ན་	ADP
མི་ནག་	མི་ནག་	PROPN
སྟེང་	སྟེང་	NOUN
ན་	ན་	ADP
ནམ་མཁ་	ནམ་མཁའ་	NOUN
འི་	གི་	PART
ལྡིང་	ལྡིང་	VERB
གི་	གི་	PART
སྤྲུལ་པ་	སྤྲུལ་པ་	VERB
འི་	གི་	PART
ཕོ་ཉ་	ཕོ་ཉ་	NOUN
འཕྲོ་བ་	འཕྲོ་བ་	VERB
།		PUNCT
མི་བསྐྱོད་པ་	མི་བསྐྱོད་པ་	NO_POS
འི་	གི་	PART
དབུ་རྒྱན་	དབུ་རྒྱན་	NOUN
ཅན་	ཅན་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ཀྱི་	གི་	PART
མེ་	མེ་	NOUN
འབར་བ་	འབར་བ་	VERB
འི་	གི་	PART
དབུ་	དབུ་	NOUN
ན་	ན་	ADP
བཞུགས་པ་	བཞུགས་པ་	VERB
ར་	ལ་	PART
བསམ་	བསམ་	NOUN
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
གཡོན་	གཡོན་	NOUN
དུ་	ལ་	PART
ཏྲག་		NON_WORD
ལ་	ལ་	ADP
ས་	གིས་	PART
ཨེ་	ཨེ་	PART
ཀ་	ཀ་	DET
ཛ་	ཛ་	OTHER
ཊཱི་		NON_WORD
སྐུ་མདོག་	སྐུ་མདོག་	NOUN
སྔོན་མོ་	སྔོན་མོ་	OTHER
།		PUNCT
ཞལ་	ཞལ་	NOUN
གཅིག་	གཅིག་	NUM
		
		
ལུ་	ལུ་	NO_POS
		
		
མ་	མ་	PART
		
ཕྱག་	ཕྱག་	NOUN
གཉིས་	གཉིས་	NUM
མ་	མ་	PART
།		PUNCT
ཕྱག་	ཕྱག་	NOUN
གཉིས་	གཉིས་	NUM
ཀྱིས་	གིས་	PART
ཐུགས་ཀ་	ཐུགས་ཀ་	NOUN
ར་	ལ་	PART
བུམ་པ་	བུམ་པ་	NOUN
འཛིན་པ་	འཛིན་པ་	VERB
།		PUNCT
དར་དཀར་	དར་དཀར་	NOUN
གྱི་	གི་	PART
ན་བཟ་	ན་བཟའ་	NOUN
ས་	གིས་	PART
སྟོད་གཡོགས་པ་	སྟོད་གཡོགས་པ་	NOUN
།		PUNCT
སྟག་	སྟག་	NOUN
གི་	གི་	PART
ལྤགས་པ་	ལྤགས་པ་	NOUN
འི་	གི་	PART
ཤམ་ཐབས་	ཤམ་ཐབས་	NOUN
ཅན་	ཅན་	PART
།		PUNCT
རལ་པ་	རལ་པ་	VERB
འི་	གི་	PART
ལན་བུ་	ལན་བུ་	NO_POS
གཅིག་	གཅིག་	NUM
ཏུ་	ལ་	PART
གྱུར་	གྱུར་	VERB
ན་	ནས་	PART
གཡོན་	གཡོན་	NOUN
དུ་	ལ་	PART
འཕྱང་བ་	འཕྱང་བ་	NO_POS
།		PUNCT
ཁྲོ་མོ་	ཁྲོ་མོ་	OTHER
འི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ཅན་	ཅན་	PART
དུ་	ལ་	PART
བསམ་	བསམ་	NOUN
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
ལྟོ་བ་	ལྟོ་བ་	NOUN
ཡངས་པ་	ཡངས་པ་	ADJ
འི་	གི་	PART
ནང་	ནང་	NOUN
དུ་	ལ་	PART
ཏྲག་		NON_WORD
ལ་	ལ་	ADP
ས་	གིས་	PART
ཁྲག་	ཁྲག་	NOUN
གི་	གི་	PART
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
འི་	གི་	PART
དབུ་	དབུ་	NOUN
སུ་	སུ་	ADP
བྷྱོ་		NON_WORD
ལ་	ལ་	ADP
ས་	གིས་	PART
དཔལ་ལྡན་	དཔལ་ལྡན་	ADJ
ལྷ་མོ་	ལྷ་མོ་	NOUN
འདོད་པ་	འདོད་པ་	VERB
ཁམས་	ཁམས་	NOUN
ཀྱི་	གི་	PART
དབང་ཕྱུག་	དབང་ཕྱུག་	NOUN
མ་	མ་	PART
།		PUNCT
བོང་བུ་	བོང་བུ་	NOUN
ལ་	ལ་	ADP
ཞོན་པ་	ཞོན་པ་	VERB
ཞལ་	ཞལ་	NOUN
གཅིག་	གཅིག་	NUM
ཕྱག་	ཕྱག་	NOUN
བཞི་	བཞི་	NUM
མ་	མ་	PART
།		PUNCT
ཕྱག་	ཕྱག་	NOUN
གཡའ་	གཡའ་	NOUN
ཀྱི་	གི་	PART
དང་པོ་	དང་པོ་	ADJ
ན་	ན་	ADP
རལ་གྲི་	རལ་གྲི་	NOUN
།		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
ན་	ན་	ADP
ཐོད་པ་	ཐོད་པ་	NOUN
ཁྲག་	ཁྲག་	NOUN
གིས་	གིས་	PART
བཀང་བ་	བཀང་བ་	VERB
༑		PUNCT
གཡོན་	གཡོན་	NOUN
གྱི་	གི་	PART
དང་པོ་	དང་པོ་	ADJ
ན་	ན་	ADP
མདུང་	མདུང་	NOUN
།		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
ན་	ན་	ADP
རྩེ་	རྩེ་	NOUN
གསུམ་	གསུམ་	NUM
འཛིན་པ་	འཛིན་པ་	VERB
།		PUNCT
མི་མགོ་	མི་མགོ་	NOUN
སྐམ་པོ་	སྐམ་པོ་	ADJ
ལྔ་	ལྔ་	NUM
འི་	གི་	PART
དབུ་རྒྱན་	དབུ་རྒྱན་	NOUN
དང་	དང་	NO_POS
རློན་པ་	རློན་པ་	VERB
ལྔ་	ལྔ་	NUM
བཅུ་	བཅུ་	NUM
འི་	གི་	PART
དོ་ཤལ་	དོ་ཤལ་	OTHER
དང་རུས་་	དང་རུས་པ་	NO_POS
འི་	གི་	PART
རྒྱན་	རྒྱན་	NOUN
དྲུག་	དྲུག་	NUM
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
༑		PUNCT
གླང་པོ་ཆེ་	གླང་པོ་ཆེ་	NOUN
འི་	གི་	PART
ཀོ་བ་	ཀོ་བ་	NOUN
ས་	གིས་	PART
སྟོད་གཡོགས་	སྟོད་གཡོགས་	NOUN
ཤིང་	ཅིང་	PART
།		PUNCT
བ་ལང་	བ་ལང་	NOUN
གི་	གི་	PART
ཀོ་བ་	ཀོ་བ་	NOUN
ས་	གིས་	PART
སྨད་གཡོགས་པ་	སྨད་གཡོགས་པ་	NOUN
༑		PUNCT
རེ་ལྡེ་	རེ་ལྡེ་	NO_POS
འི་	གི་	PART
ཤམ་ཐབས་	ཤམ་ཐབས་	NOUN
ཅན་	ཅན་	PART
།		PUNCT
སྦྲུལ་	སྦྲུལ་	NOUN
གྱི་	གི་	PART
སྐ་རགས་	སྐ་རགས་	NOUN
བཅིངས་པ་	བཅིངས་པ་	VERB
།		PUNCT
སྤྱན་	སྤྱན་	NOUN
གསུམ་	གསུམ་	NUM
དང་	དང་	NO_POS
ལྡན་	ལྡན་	VERB
ཞིང་	ཞིང་	SCONJ
མི་རོ་	མི་རོ་	NOUN
རེངས་པ་	རེངས་པ་	VERB
ཁ་	ཁ་	PRON
ར་	ལ་	PART
བཅུགས་		NON_WORD
ན་	ནས་	PART
མཆེ་བ་	མཆེ་བ་	NOUN
གཙིགས་པ་	གཙིགས་པ་	NO_POS
།		PUNCT
སྙན་	སྙན་	NOUN
གཡས་པ་	གཡས་པ་	VERB
ལ་དུག་	ལ་དུག་	NO_POS
སྦྲུལ་	སྦྲུལ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
གཡོན་པ་	གཡོན་པ་	ADJ
ལ་	ལ་	ADP
སེང་གེ་	སེང་གེ་	NOUN
ས་	གིས་	PART
བརྒྱན་པ་	བརྒྱན་པ་	VERB
།		PUNCT
སྐུ་	སྐུ་	NOUN
ལ་	ལ་	ADP
ཁྲག་	ཁྲག་	NOUN
གི་	གི་	PART
ཐིག་ལེ་	ཐིག་ལེ་	NOUN
དང་	དང་	NO_POS
ཞག་	ཞག་	NOUN
གི་	གི་	PART
ཟོ་རིས་	ཟོ་རིས་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
ཐལ་ཆེན་	ཐལ་ཆེན་	NO_POS
གྱི་	གི་	PART
ཚོམ་བུ་	ཚོམ་བུ་	OTHER
བཀོད་པ་	བཀོད་པ་	VERB
།		PUNCT
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
རིད་པ་	རིད་པ་	VERB
ལྟེ་བ་	ལྟེ་བ་	NOUN
འི་	གི་	PART
ཐད་ཀ་	ཐད་ཀ་	NOUN
ན་	ནས་	PART
ཉི་ཟླ་	ཉི་ཟླ་	NOUN
འཆར་	འཆར་	NO_POS
ཞིང་	ཞིང་	SCONJ
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ཀྱི་	གི་	PART
མེ་	མེ་	NOUN
འབར་བ་	འབར་བ་	VERB
འི་	གི་	PART
དབུ་	དབུ་	NOUN
ན་	ན་	ADP
བཞུགས་པ་	བཞུགས་པ་	VERB
ར་	ལ་	PART
བསམ་	བསམ་	NOUN
༑		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
མགོན་པོ་	མགོན་པོ་	NOUN
དང་	དང་	NO_POS
ལྷ་མོ་	ལྷ་མོ་	NOUN
གཉིས་ཀ་	གཉིས་ཀ་	OTHER
འི་	གི་	PART
དཔྲལ་བ་	དཔྲལ་བ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
མགྲིན་པ་	མགྲིན་པ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
སྙིང་ག་	སྙིང་ག་	NOUN
ར་	ལ་	PART
ཨོཾ་	ཨོཾ་	X
ཨཱཿ་		NON_WORD
ཧཱུྃ་		NON_WORD
བསམ་	བསམ་	NOUN
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
རང་	རང་	PRON
གི་	གི་	PART
སྙིང་ག་	སྙིང་ག་	NOUN
ན་	ནས་	PART
འོད་འཕྲོ་	འོད་འཕྲོ་	NO_POS
ས་པ་	ས་པ་	PART
ས་	གིས་	PART
འོག་མིན་	འོག་མིན་	PROPN
ན་	ན་	ADP
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
སྣང་	སྣང་	VERB
མཛད་	མཛད་	VERB
ཀྱི་	གི་	PART
ཐུགས་ཀ་	ཐུགས་ཀ་	NOUN
ན་	ནས་	PART
མགོན་པོ་	མགོན་པོ་	NOUN
དང་	དང་	NO_POS
རང་བཞིན་	རང་བཞིན་	NOUN
གྱི་	གི་	PART
གནས་	གནས་	NOUN
ན་	ནས་	PART
ལྷ་མོ་	ལྷ་མོ་	NOUN
སྤྱན་	སྤྱན་	NOUN
དྲང་བ་	དྲང་བ་	VERB
ར་	ལ་	PART
བསམ་	བསམ་	NOUN
ཞིང་	ཞིང་	ADP
།		PUNCT
མགོན་པོ་	མགོན་པོ་	NOUN
འདི་	འདི་	DET
ར་	ལ་	PART
གཤེགས་	གཤེགས་	VERB
གདན་	གདན་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
བཞེངས་	བཞེངས་	NO_POS
༑ ༑		PUNCT
ད་ལྟ་	ད་ལྟ་	OTHER
སྙིགས་མ་	སྙིགས་མ་	NOUN
ལྔ་	ལྔ་	NUM
ཡི་	ཡི་	ADP
དུས་	དུས་	NOUN
། །		PUNCT
གཤེགས་	གཤེགས་	VERB
ཤིང་	ཅིང་	PART
བཞུགས་པ་	བཞུགས་པ་	VERB
འི་	གི་	PART
གནས་	གནས་	NOUN
ངན་	ངན་	VERB
ཡང་	ཀྱང་	PART
༑ ༑		PUNCT
ཤཱཀྱའི་		NON_WORD
བསྟན་པ་	བསྟན་པ་	VERB
བསྲུང་བ་	བསྲུང་བ་	VERB
དང་	དང་	NO_POS
། །		PUNCT
བདག་ཅག་	བདག་ཅག་	PRON
རྣམས་	རྣམས་	DET
ལ་	ལ་	ADP
ཕན་	ཕན་	NOUN
གདགས་	གདགས་	NO_POS
ཕྱི་	ཕྱི་	OTHER
༑ ༑		PUNCT
གནས་	གནས་	NOUN
འདི་ཉིད་	འདི་ཉིད་	OTHER
དུ་	ལ་	PART
གཤེགས་	གཤེགས་	VERB
སུ་	སུ་	ADP
གསོལ་	གསོལ་	VERB
། །		PUNCT
ཨོཾ་	ཨོཾ་	X
ཤྲཱི་		NON_WORD
མ་	མ་	PART
ཧཱ་		NON_WORD
ཀཱ་	ཀཱ་	NO_POS
ལཱ་	ལཱ་	NO_POS
ཡ་	ཡ་	NOUN
།		PUNCT
མ་	མ་	PART
ཧཱ་		NON_WORD
ཀཱ་	ཀཱ་	NO_POS
ལཱི་		NON_WORD
དེ་	དེ་	DET
ཝཱི་		NON_WORD
།		PUNCT
ཨེ་	ཨེ་	PART
ཧྱེ་		NON_WORD
ཧི་	ཧི་	NO_POS
ཞེ་	ཅེས་	PART
བརྗོད་པ་	བརྗོད་པ་	VERB
ས་	གིས་	PART
མདུན་	མདུན་	NOUN
དུ་	ལ་	PART
སྤྱན་	སྤྱན་	NOUN
དྲངས་	དྲངས་	NO_POS
།		PUNCT
ཨོཾ་	ཨོཾ་	X
ཤྲཱི་		NON_WORD
མ་	མ་	PART
ཧཱ་		NON_WORD
ཀཱ་	ཀཱ་	NO_POS
ལ་	ལ་	ADP
།		PUNCT
ཛཿ་		NON_WORD
ཧཱུྃ་		NON_WORD
བྃ་		NON_WORD
ཧོཿ་		NON_WORD
ཞེས་་	ཞེས་པ་	PART
ས་	གིས་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ཀྱི་	གི་	PART
མགོན་པོ་	མགོན་པོ་	NOUN
དམ་ཚིག་	དམ་ཚིག་	NOUN
གི་	གི་	PART
མགོན་པོ་	མགོན་པོ་	NOUN
ལ་	ལ་	ADP
བསྟིམ་	བསྟིམ་	NO_POS
།		PUNCT
ཨོཾ་	ཨོཾ་	X
མ་	མ་	PART
ཧཱ་		NON_WORD
ཀཱ་	ཀཱ་	NO_POS
ལཱི་		NON_WORD
དེ་	དེ་	DET
ཝཱི་		NON_WORD
ཛཿ་		NON_WORD
ཧཱུྃ་		NON_WORD
བྃ་		NON_WORD
ཧོཿ་		NON_WORD
ཞེ་	ཅེས་	PART
བརྗོད་པ་	བརྗོད་པ་	VERB
ས་	གིས་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ཀྱི་	གི་	PART
ལྷ་མོ་	ལྷ་མོ་	NOUN
དམ་ཚིག་	དམ་ཚིག་	NOUN
གི་	གི་	PART
ལྷ་མོ་	ལྷ་མོ་	NOUN
ལ་	ལ་	ADP
བསྟིམ་	བསྟིམ་	NO_POS
༑		PUNCT
པདྨ་	པདྨ་	NOUN
ཀ་མ་ལ་	ཀ་མ་ལ་	NO_POS
སྟྭྃ་		NON_WORD
ཞེ་	ཅེས་	PART
བརྗོད་པ་	བརྗོད་པ་	VERB
ས་	གིས་	PART
པདྨ་	པདྨ་	NOUN
འི་	གི་	PART
གདན་	གདན་	NOUN
འབུལ་	འབུལ་	NO_POS
།		PUNCT
ཨརྒྷཾ་		NON_WORD
པྲ་	པྲ་	NOUN
ཏཱིཙྪ་		NON_WORD
སྭཱ་		NON_WORD
ཧཱ་		NON_WORD
༑		PUNCT
ཞེ་	ཅེས་	PART
བརྗོད་པ་	བརྗོད་པ་	VERB
ས་	གིས་	PART
མཆོད་ཡོན་	མཆོད་ཡོན་	OTHER
འབུལ་	འབུལ་	NO_POS
།		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
དུ་	ལ་	PART
པཱདྱཾ་		NON_WORD
པྲ་	པྲ་	NOUN
ཏཱིཙྪ་		NON_WORD
སྭཱ་		NON_WORD
ཧཱ་		NON_WORD
།		PUNCT
ཞེས་་	ཞེས་པ་	PART
ས་	གིས་	PART
ཞབས་བསིལ་	ཞབས་བསིལ་	NO_POS
།		PUNCT
བཛྲ་	བཛྲ་	NO_POS
པུཥྤེ་		NON_WORD
ཨཱཿ་		NON_WORD
ཧཱུྃ་		NON_WORD
གིས་	གིས་	PART
མེ་ཏོག་	མེ་ཏོག་	NOUN
བཛྲ་	བཛྲ་	NO_POS
དྷུ་		NON_WORD
པེ་	པེ་	NO_POS
ཨཱཿ་		NON_WORD
ཧཱུྃ་		NON_WORD
གིས་	གིས་	PART
བདུག་སྤོས་	བདུག་སྤོས་	NOUN
༑		PUNCT
བཛྲ་	བཛྲ་	NO_POS
ཨཱ་	ཨཱ་	NO_POS
ལོ་	ལོ་	NOUN
ཀེ་	ཀེ་	PROPN
ཨཱཿ་		NON_WORD
ཧཱུྃ་		NON_WORD
གིས་	གིས་	PART
མར་མེ་	མར་མེ་	NOUN
།		PUNCT
བཛྲ་	བཛྲ་	NO_POS
གནྡྷེ་		NON_WORD
ཨཱཿ་		NON_WORD
ཧཱུྃ་		NON_WORD
གིས་	གིས་	PART
དྲི་	དྲི་	NOUN
།		PUNCT
བཛྲ་	བཛྲ་	NO_POS
ནཻ་		NON_WORD
ཝི་		NON_WORD
དྱེ་		NON_WORD
ཨཱཿ་		NON_WORD
ཧཱུྃ་		NON_WORD
གིས་	གིས་	PART
ཞལ་ཟས་	ཞལ་ཟས་	NOUN
རྣམས་	རྣམས་	DET
སོ་སོ་	སོ་སོ་	PRON
ལ་	ལ་	ADP
འབུལ་	འབུལ་	NO_POS
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ཆོས་སྐྱོང་	ཆོས་སྐྱོང་	NOUN
གི་	གི་	PART
དམ་ཚིག་	དམ་ཚིག་	NOUN
གྀ་		NON_WORD
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
བྱ་	བྱ་	VERB
ལ་	ལ་	ADP
།		PUNCT
ཨོཾ་	ཨོཾ་	X
ཤྲཱི་		NON_WORD
མ་	མ་	PART
ཧཱ་		NON_WORD
ཀཱ་	ཀཱ་	NO_POS
ལཱ་	ལཱ་	NO_POS
ཡ་	ཡ་	NOUN
ས་	ས་	ADP
མ་	མ་	PART
ཡ་	ཡ་	NOUN
སྨཱ་		NON_WORD
ར་ས་	ར་ས་	PROPN
མ་	མ་	PART
ཡ་མ་	ཡ་མ་	NO_POS
ཏི་	ཏི་	NO_POS
ཀྲ་		NON_WORD
མ་	མ་	PART
ས་	ས་	ADP
མ་	མ་	PART
ཡ་	ཡ་	NOUN
རཀྵནྟུ་		NON_WORD
ཞེས་་	ཞེས་པ་	PART
དང་	དང་	NO_POS
།		PUNCT
ལྷ་མོ་	ལྷ་མོ་	NOUN
འི་	གི་	PART
དམ་ཚིག་	དམ་ཚིག་	NOUN
གི་	གི་	PART
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
བྱ་	བྱ་	VERB
ལ་	ལ་	ADP
།		PUNCT
མ་	མ་	PART
ཧཱ་		NON_WORD
ཀཱ་	ཀཱ་	NO_POS
ལཱི་		NON_WORD
དེ་	དེ་	DET
ཝཱི་		NON_WORD
ས་	ས་	ADP
མ་	མ་	PART
ཡ་	ཡ་	NOUN
སྨཱ་		NON_WORD
ར་ས་	ར་ས་	PROPN
མ་	མ་	PART
ཡ་མ་	ཡ་མ་	NO_POS
ཏི་	ཏི་	NO_POS
ཀྲ་		NON_WORD
མ་	མ་	PART
ས་	ས་	ADP
མ་	མ་	PART
ཡ་	ཡ་	NOUN
རཀྵནྟུ་		NON_WORD
ཞེ་	ཅེས་	PART
བརྗོད་	བརྗོད་	VERB
ན་	ནས་	PART
ཐུན་མོང་	ཐུན་མོང་	ADJ
དུ་	ལ་	PART
དམ་ཚིག་	དམ་ཚིག་	NOUN
གི་	གི་	PART
རིམ་པ་	རིམ་པ་	NOUN
ལས་མི་	ལས་མི་	NOUN
འདའ་བ་	འདའ་བ་	VERB
ར་	ལ་	PART
དཔལ་	དཔལ་	OTHER
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ནག་པོ་	ནག་པོ་	ADJ
ཆེན་པོ་	ཆེན་པོ་	ADJ
དང་	དང་	NO_POS
།		PUNCT
དཔལ་ལྷ་	དཔལ་ལྷ་	NO_POS
མོ་	མོ་	PRON
ནག་མོ་	ནག་མོ་	ADJ
ཆེན་	ཆེན་	NO_POS
མོ་	མོ་	PRON
དམ་ཚིག་	དམ་ཚིག་	NOUN
སྲུངས་	སྲུངས་	VERB
ཤིག་	ཅིག་	PART
རྩ་བ་	རྩ་བ་	NOUN
དང་	དང་	NO_POS
བརྒྱུད་པ་	བརྒྱུད་པ་	VERB
ར་	ལ་	PART
བཅས་པ་	བཅས་པ་	VERB
འི་	གི་	PART
བླ་མ་	བླ་མ་	NOUN
དམ་པ་	དམ་པ་	VERB
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
བཀའ་	བཀའ་	NOUN
དང་	དང་	NO_POS
དམ་	དམ་	PART
ལས་མ་	ལས་མ་	NO_POS
འདའ་བ་	འདའ་བ་	VERB
ར་	ལ་	PART
དམ་ཚིག་	དམ་ཚིག་	NOUN
སྲུངས་	སྲུངས་	VERB
ལ་	ལ་	ADP
།		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ཀྱི་	གི་	PART
བསྟན་པ་	བསྟན་པ་	VERB
སྲུང་	སྲུང་	VERB
ཞིང་	ཞིང་	SCONJ
རྒྱས་པ་	རྒྱས་པ་	VERB
ར་	ལ་	PART
		
བྱེད་པ་	བྱེད་པ་	VERB
དང་	དང་	NO_POS
		
		
ལུ་	ལུ་	NO_POS
		
མཛོད་	མཛོད་	NOUN
		
།		PUNCT
བདག་ཅག་	བདག་ཅག་	PRON
ལ་	ལ་	ADP
སྡང་བ་	སྡང་བ་	VERB
ར་	ལ་	PART
བྱེད་པ་	བྱེད་པ་	VERB
འི་	གི་	PART
དགྲ་	དགྲ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
གནོད་པ་	གནོད་པ་	VERB
ར་	ལ་	PART
བྱེད་པ་	བྱེད་པ་	VERB
འི་	གི་	PART
བགེགས་	བགེགས་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཐལ་བ་	ཐལ་བ་	NOUN
རྡུལ་	རྡུལ་	NOUN
དུ་	ལ་	PART
བརླག་པ་	བརླག་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཕྱི་	ཕྱི་	NOUN
ནང་	ནང་	NOUN
གི་	གི་	PART
བ་	བ་	NOUN
དུ་	ལ་	PART
གཅོད་པ་	གཅོད་པ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཞི་བ་	ཞི་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
བསམ་པ་	བསམ་པ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཆོས་བཞིན་	ཆོས་བཞིན་	NO_POS
དུ་	ལ་	PART
འགྲུབ་པ་	འགྲུབ་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཚེ་	ཚེ་	NOUN
དང་	དང་	NO_POS
དཔལ་	དཔལ་	OTHER
དང་	དང་	NO_POS
འབྱོར་པ་	འབྱོར་པ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
རྒྱས་པ་	རྒྱས་པ་	VERB
ར་	ལ་	PART
མཛོད་	མཛོད་	NOUN
ཅིག་	ཅིག་	PART
ཅེས་	ཅེས་	PART
དམ་	དམ་	PART
ལ་	ལ་	ADP
བཞག་	བཞག་	VERB
གོ་	གོ་	VERB
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
དཔལ་མགོན་པོ་	དཔལ་མགོན་པོ་	OTHER
དང་	དང་	NO_POS
།		PUNCT
ལྷ་མོ་	ལྷ་མོ་	NOUN
གཉིས་	གཉིས་	NUM
ཀྱི་	གི་	PART
ཞལ་	ཞལ་	NOUN
ན་	ནས་	PART
འོད་	འོད་	NOUN
ཀྱི་	གི་	PART
སྦུ་གུ་	སྦུ་གུ་	NO_POS
བྱུང་	བྱུང་	VERB
ན་	ནས་	PART
།		PUNCT
གཏོར་མ་	གཏོར་མ་	NOUN
གསོལ་བ་	གསོལ་བ་	VERB
ར་	ལ་	PART
བསམ་	བསམ་	NOUN
ཞིང་	ཞིང་	ADP
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ཐལ་མོ་	ཐལ་མོ་	NOUN
ཁ་	ཁ་	PRON
གྱེན་	གྱེན་	NOUN
དུ་	ལ་	PART
ཕྱེ་བ་	ཕྱེ་བ་	VERB
འི་	གི་	PART
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
བྱ་	བྱ་	VERB
ལ་	ལ་	ADP
།		PUNCT
ཨོཾ་	ཨོཾ་	X
ཤྲཱི་		NON_WORD
མ་	མ་	PART
ཧཱ་		NON_WORD
ཀཱ་	ཀཱ་	NO_POS
ལཱ་	ལཱ་	NO_POS
ཡ་	ཡ་	NOUN
ན་	ན་	ADP
མཿ་		NON_WORD
སརྦ་	སརྦ་	NO_POS
ཏ་	ཏ་	OTHER
ཐཱ་		NON_WORD
ག་	ག་	PRON
ཏེ་	སྟེ་	PART
བྷྱོ་		NON_WORD
བི་	བི་	NO_POS
ཤྭ་	ཤྭ་	NO_POS
མུ་	མུ་	NOUN
ཁེ་	ཁེ་	NOUN
བྷྱཿ་		NON_WORD
སརྦ་	སརྦ་	NO_POS
ཐཱ་		NON_WORD
ཁཾ་		NON_WORD
ཨུངྒ་		NON_WORD
ཏེ་	སྟེ་	PART
སྥ་		NON_WORD
