form	lemma	POS	morph
འབྱོར་	འབྱོར་	VERB
ཀྱི་	གི་	PART
འབྱུང་གནས་	འབྱུང་གནས་	NOUN
སོ་	སོ་	PART
། །		PUNCT
ཡང་ན་	ཡང་ན་	NO_POS
ཀཀྐོ་		NON_WORD
ལ་	ལ་	ADP
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
འི་	གི་	PART
བརྡ་	བརྡ་	NOUN
ས་	གིས་	PART
ཀྱང་	ཀྱང་	PART
ཆོས་འབྱུང་	ཆོས་འབྱུང་	NOUN
ངོ་	ངོ་	PART
། །		PUNCT
དེ་ཉིད་	དེ་ཉིད་	NOUN
མེ་ཏོག་	མེ་ཏོག་	NOUN
སྟེ་	སྟེ་	PART
མེ་ཏོག་ཉི་མ་	མེ་ཏོག་ཉི་མ་	NO_POS
ས་	གིས་	PART
ཁ་	ཁ་	PRON
འབྱེད་པ་	འབྱེད་པ་	VERB
འམ་	གམ་	PART
།		PUNCT
བུང་བ་	བུང་བ་	NOUN
ས་	གིས་	PART
ཁ་	ཁ་	PRON
འབྱེད་པ་	འབྱེད་པ་	VERB
ལྟ་	ལྟ་	OTHER
ཆོས་འབྱུང་	ཆོས་འབྱུང་	NOUN
དེ་	དེ་	DET
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ས་	གིས་	PART
ཁ་	ཁ་	PRON
འབྱེད་པ་	འབྱེད་པ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
རོ་	རོ་	NOUN
། །		PUNCT
ཡང་	ཀྱང་	PART
མེ་ཏོག་	མེ་ཏོག་	NOUN
དེ་ཉིད་	དེ་ཉིད་	NOUN
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ཅན་	ཅན་	PART
གྱི་	གི་	PART
ལུས་	ལུས་	NOUN
ཏེ་	སྟེ་	PART
དེ་	དེ་	DET
ར་	ལ་	PART
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ཅན་	ཅན་	PART
གྱི་	གི་	PART
བདག་ཉིད་	བདག་ཉིད་	NOUN
ཀྱི་	གི་	PART
བདེ་བ་	བདེ་བ་	VERB
ཆེན་པོ་	ཆེན་པོ་	ADJ
ཡིན་	ཡིན་	NO_POS
ལ་	ལ་	ADP
དེ་	དེ་	DET
འི་	གི་	PART
གནས་	གནས་	NOUN
ཡིན་པ་	ཡིན་པ་	AUX
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ཅན་	ཅན་	PART
གྱི་	གི་	PART
ལུས་	ལུས་	NOUN
ཏེ་	སྟེ་	PART
བདེ་བ་	བདེ་བ་	VERB
བསྲུང་བ་	བསྲུང་བ་	VERB
ཉིད་	ཉིད་	DET
ཀྱི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
།		PUNCT
བདེ་བ་	བདེ་བ་	VERB
ཅན་	ཅན་	PART
ཞེ་	ཅེས་	PART
རྟག་	རྟག་	VERB
ཏུ་	ལ་	PART
བརྗོད་	བརྗོད་	VERB
། །		PUNCT
ཅེས་	ཅེས་	PART
སོ་	སོ་	PART
། །		PUNCT
ཡང་ན་	ཡང་ན་	NO_POS
མེ་ཏོག་	མེ་ཏོག་	NOUN
ནི་	ནི་	NO_POS
དེ་	དེ་	DET
ར་	ལ་	PART
མངོན་དུ་	མངོན་དུ་	NO_POS
བྱས་པ་	བྱས་པ་	VERB
འི་	གི་	PART
ཐིག་ལེ་	ཐིག་ལེ་	NOUN
འོ་	གོ་	PART
། །		PUNCT
དེ་	དེ་	DET
ནི་	ནི་	NO_POS
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ཅན་	ཅན་	PART
གྱི་	གི་	PART
ལུས་	ལུས་	NOUN
ཏེ་	སྟེ་	PART
ཁུ་བ་	ཁུ་བ་	NOUN
འི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
བཅོམ་ལྡན་	བཅོམ་ལྡན་	NOUN
འགྱུར་	འགྱུར་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
གསུངས་པ་	གསུངས་པ་	VERB
ལྟ་བུ་	ལྟ་བུ་	NOUN
འོ་	གོ་	PART
། །		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
བུ་	བུ་	NOUN
འི་	གི་	PART
ཀཱ་ལི་	ཀཱ་ལི་	OTHER
འི་	གི་	PART
དེ་ཉིད་	དེ་ཉིད་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱི་	གི་	PART
འབྱུང་གནས་	འབྱུང་གནས་	NOUN
སུ་	སུ་	ADP
བསྟན་པ་	བསྟན་པ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
མ་མོ་	མ་མོ་	NOUN
ཞེ་	ཅེས་	PART
སྨོས་	སྨོས་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
ཀུན་	ཀུན་	DET
གྱི་	གི་	PART
མ་	མ་	PART
དང་	དང་	NO_POS
འདྲ་	འདྲ་	VERB
།		PUNCT
ས་གཞི་	ས་གཞི་	NOUN
དང་	དང་	NO_POS
འདྲ་བ་	འདྲ་བ་	VERB
ར་	ལ་	PART
ཀུན་	ཀུན་	DET
ལ་	ལ་	ADP
འཁོར་བ་	འཁོར་བ་	NOUN
ར་	ལ་	PART
སྐྱེད་	སྐྱེད་	VERB
དེ་	དེ་	DET
།		PUNCT
བདེ་འགྲོ་	བདེ་འགྲོ་	NOUN
དང་	དང་	NO_POS
ངན་འགྲོ་	ངན་འགྲོ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
སྐྱེད་པ་	སྐྱེད་པ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
རོ་	རོ་	NOUN
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
འི་	གི་	PART
དོན་	དོན་	NOUN
ཏོ་	གོ་	PART
། །		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
བུ་	བུ་	NOUN
འི་	གི་	PART
མེ་ཏོག་	མེ་ཏོག་	NOUN
དེ་	དེ་	DET
གང་	གང་	NO_POS
ལ་	ལ་	ADP
སྤྱོད་	སྤྱོད་	VERB
ཅིང་	ཅིང་	PART
གང་	གང་	NO_POS
ལ་	ལ་	ADP
གནས་	གནས་	NOUN
ན་	ན་	ADP
བདེ་བ་	བདེ་བ་	VERB
འི་	གི་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ལ་	ལ་	ADP
སྤྱོད་	སྤྱོད་	VERB
ཅིང་	ཅིང་	PART
གནས་	གནས་	NOUN
ལ་	ལ་	ADP
དེ་	དེ་	DET
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
འབྱུང་གནས་	འབྱུང་གནས་	NOUN
ལ་	ལ་	ADP
བརྟེན་	བརྟེན་	VERB
ཅིང་	ཅིང་	PART
གནས་	གནས་	NOUN
སོ་	སོ་	PART
།		PUNCT
དེས་ན་	དེས་ན་	NO_POS
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
ཀྱི་	གི་	PART
སེམས་	སེམས་	NOUN
ཞུ་	ཞུ་	VERB
བདེ་	བདེ་	VERB
དང་	དང་	NO_POS
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
འབྱུང་གནས་	འབྱུང་གནས་	NOUN
བསྟན་པ་	བསྟན་པ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ཞེ་	ཅེས་	PART
སྨོས་	སྨོས་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
འོག་	འོག་	NOUN
ཏུ་	ལ་	PART
སྦྱར་	སྦྱར་	VERB
ལ་	ལ་	ADP
འདི་	འདི་	DET
ཞེ་	ཅེས་	PART
སྨོས་པ་	སྨོས་པ་	VERB
ནི་	ནི་	NO_POS
གོང་	གོང་	NOUN
དུ་	ལ་	PART
བརྗོད་པ་	བརྗོད་པ་	VERB
འི་	གི་	PART
ཀཱ་ལི་	ཀཱ་ལི་	OTHER
མེ་ཏོག་	མེ་ཏོག་	NOUN
འདི་ཉིད་	འདི་ཉིད་	OTHER
དོ་	གོ་	PART
།		PUNCT
དེ་ཉིད་	དེ་ཉིད་	NOUN
ནི་	ནི་	NO_POS
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ཏེ་	སྟེ་	PART
མེ་ལོང་	མེ་ལོང་	NOUN
ལྟ་བུ་	ལྟ་བུ་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
རང་བཞིན་	རང་བཞིན་	NOUN
གྱི་	གི་	PART
བདེ་བ་	བདེ་བ་	VERB
ཉིད་	ཉིད་	DET
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
གྱི་	གི་	PART
གདུང་	གདུང་	NOUN
སེལ་བ་	སེལ་བ་	VERB
ས་	གིས་	PART
ན་	ན་	ADP
ཆུ་བོ་	ཆུ་བོ་	NOUN
འོ་	གོ་	PART
༑ ༑		PUNCT
དེ་	དེ་	DET
ལ་	ལ་	ADP
ཀཱ་ལི་	ཀཱ་ལི་	OTHER
སྤྱོད་པ་	སྤྱོད་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
ཆུ་བོ་	ཆུ་བོ་	NOUN
དེ་ཉིད་	དེ་ཉིད་	NOUN
ཀྱི་	གི་	PART
གནས་	གནས་	NOUN
ནི་	ནི་	NO_POS
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
སྟེ་	སྟེ་	PART
།		PUNCT
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
འབྱུང་གནས་	འབྱུང་གནས་	NOUN
སོ་	སོ་	PART
། །		PUNCT
དཔེར་ན་	དཔེར་ན་	NO_POS
མེ་ཏོག་	མེ་ཏོག་	NOUN
མཚོ་	མཚོ་	NOUN
འི་	གི་	PART
དབུ་	དབུ་	NOUN
ན་	ན་	ADP
གནས་པ་	གནས་པ་	VERB
ལྟ་	ལྟ་	OTHER
ཆོས་འབྱུང་	ཆོས་འབྱུང་	NOUN
གི་	གི་	PART
སྤྱི་	སྤྱི་	DET
ལ་	ལ་	ADP
སྙིང་པོ་	སྙིང་པོ་	NOUN
འི་	གི་	PART
མེ་ཏོག་	མེ་ཏོག་	NOUN
གནས་	གནས་	NOUN
ཞེ་	ཅེས་	PART
སྟོན་པ་	སྟོན་པ་	NOUN
འོ་	གོ་	PART
"།

།"		PUNCT
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
དེ་ཉིད་	དེ་ཉིད་	NOUN
ཀྱི་	གི་	PART
ཁྱད་པར་	ཁྱད་པར་	NOUN
བསྟན་པ་	བསྟན་པ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
ཤེས་རབ་	ཤེས་རབ་	NOUN
ཅེས་བྱ་བ་	ཅེས་བྱ་བ་	NO_POS
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
སྟེ་	སྟེ་	PART
།		PUNCT
ཤེས་རབ་	ཤེས་རབ་	NOUN
ནི་	ནི་	NO_POS
སྤྲོས་པ་	སྤྲོས་པ་	VERB
དང་	དང་	NO_POS
བྲལ་བ་	བྲལ་བ་	VERB
ཤེས་པ་	ཤེས་པ་	VERB
སྟེ་	སྟེ་	PART
བདེ་སྟོང་	བདེ་སྟོང་	NOUN
ངོ་	ངོ་	PART
། །		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
གནས་	གནས་	NOUN
ཡིན་པ་	ཡིན་པ་	AUX
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
ཆོས་འབྱུང་	ཆོས་འབྱུང་	NOUN
ཉིད་	ཉིད་	DET
ཤེས་རབ་བོ་	ཤེས་རབ་བོ་	NOUN
༑ ༑		PUNCT
ཆུ་སྲིན་	ཆུ་སྲིན་	NOUN
ཉ་	ཉ་	NOUN
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
ནི་	ནི་	NO_POS
དེ་	དེ་	DET
ས་	གིས་	PART
གང་བ་	གང་བ་	VERB
དང་	དང་	NO_POS
འདྲ་བ་	འདྲ་བ་	VERB
ས་	གིས་	PART
འདོད་ཆགས་	འདོད་ཆགས་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
རང་བཞིན་	རང་བཞིན་	NOUN
གྱིས་	གིས་	PART
སྲ་བ་	སྲ་བ་	VERB
གཏི་མུག་	གཏི་མུག་	NOUN
		
ལུ་	ལུ་	NO_POS
		
ཁྱོད་	ཁྱོད་	PRON
		
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
འབྱུང་བ་	འབྱུང་བ་	VERB
ལྔ་	ལྔ་	NUM
ས་	གིས་	PART
གང་བ་	གང་བ་	VERB
འོ་	གོ་	PART
། །		PUNCT
འདམ་	འདམ་	NO_POS
ནི་	ནི་	NO_POS
འདི་	འདི་	DET
ར་	ལ་	PART
གཉིས་	གཉིས་	NUM
མེད་	མེད་	VERB
དེ་	དེ་	DET
ཞུ་བ་	ཞུ་བ་	VERB
དང་	དང་	NO_POS
བདེ་བ་	བདེ་བ་	VERB
གཉིས་	གཉིས་	NUM
སུ་	སུ་	ADP
མེད་པ་	མེད་པ་	VERB
འི་	གི་	PART
འདམ་	འདམ་	NO_POS
སྟེ་	སྟེ་	PART
ལྷན་ཅིག་	ལྷན་ཅིག་	OTHER
སྐྱེས་པ་	སྐྱེས་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
ཡང་ན་	ཡང་ན་	NO_POS
གཉིས་	གཉིས་	NUM
མེད་	མེད་	VERB
ནི་	ནི་	NO_POS
		
ཕྱི་རོལ་	ཕྱི་རོལ་	NOUN
གྱི་	གི་	PART
		
ལུ་	ལུ་	NO_POS
		
ཕྱི་རོལ་	ཕྱི་རོལ་	NOUN
གྱི་	གི་	PART
		
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
འོ་	གོ་	PART
། །		PUNCT
འདམ་	འདམ་	NO_POS
ནི་	ནི་	NO_POS
པདྨ་	པདྨ་	NOUN
སྟེ་	སྟེ་	PART
འདམ་	འདམ་	NO_POS
ལ་	ལ་	ADP
ས་	གིས་	PART
སྐྱེས་པ་	སྐྱེས་པ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
རོ་	རོ་	NOUN
། །		PUNCT
དབུ་	དབུ་	NOUN
ནི་	ནི་	NO_POS
དེ་	དེ་	DET
འི་	གི་	PART
སྙིང་པོ་	སྙིང་པོ་	NOUN
འོ་	གོ་	PART
། །		PUNCT
དེ་	དེ་	DET
ར་	ལ་	PART
ཅི་ཞིག་	ཅི་ཞིག་	NO_POS
སྐྱེ་	སྐྱེ་	NOUN
ཞེ་ན་	ཅེ་ན་	PART
ཐབས་	ཐབས་	NOUN
ཀྱི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
འི་	གི་	PART
མྱུ་གུ་	མྱུ་གུ་	NOUN
བདེ་བ་	བདེ་བ་	VERB
སྐྱེ་བ་	སྐྱེ་བ་	VERB
འི་	གི་	PART
མྱུ་གུ་	མྱུ་གུ་	NOUN
སྟེ་	སྟེ་	PART
།		PUNCT
དེ་ཉིད་	དེ་ཉིད་	NOUN
བདེ་བ་	བདེ་བ་	VERB
འི་	གི་	PART
ཐབས་	ཐབས་	NOUN
ཡིན་པ་	ཡིན་པ་	AUX
ས་	གིས་	PART
ཐབས་	ཐབས་	NOUN
སོ་	སོ་	PART
། །		PUNCT
དེ་	དེ་	DET
ནི་	ནི་	NO_POS
རྩ་ཁ་	རྩ་ཁ་	NO_POS
ཁཱ་		NON_WORD
མུ་ཁ་	མུ་ཁ་	NO_POS
འི་	གི་	PART
རྩ་	རྩ་	NUM
འོ་	གོ་	PART
།།		PUNCT
དེ་ཉིད་	དེ་ཉིད་	NOUN
མེ་ཏོག་	མེ་ཏོག་	NOUN
བནྡུ་		NON_WORD
ཀ་	ཀ་	DET
ལྟ་	ལྟ་	OTHER
ཁ་	ཁ་	PRON
འབྱེད་པ་	འབྱེད་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དེ་	དེ་	DET
ལ་ཁ་	ལ་ཁ་	NOUN
འབྱེད་པ་	འབྱེད་པ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
ཅི་	ཅི་	NO_POS
འབྱུང་	འབྱུང་	VERB
ཞེ་ན་	ཅེ་ན་	PART
༑		PUNCT
སྦྲང་རྩི་	སྦྲང་རྩི་	NOUN
སྟེ་	སྟེ་	PART
ཞུ་བ་	ཞུ་བ་	VERB
འོ་	གོ་	PART
། །		PUNCT
བདུད་རྩི་	བདུད་རྩི་	NOUN
ནི་	ནི་	NO_POS
ཟླ་མཚན་	ཟླ་མཚན་	NO_POS
ནོ་	གོ་	PART
། །		PUNCT
དེ་དག་	དེ་དག་	OTHER
ནི་	ནི་	NO_POS
འབྱུང་གནས་	འབྱུང་གནས་	NOUN
སུ་	སུ་	ADP
འགྱུར་བ་	འགྱུར་བ་	VERB
ས་	གིས་	PART
གནས་	གནས་	NOUN
སོ་	སོ་	PART
། །		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
བུ་	བུ་	NOUN
འི་	གི་	PART
བདུད་རྩི་	བདུད་རྩི་	NOUN
ཉིད་	ཉིད་	DET
ཀྱང་	ཀྱང་	PART
ཀཱ་ལི་	ཀཱ་ལི་	OTHER
འི་	གི་	PART
བརྡ་	བརྡ་	NOUN
ས་	གིས་	PART
བསྟན་པ་	བསྟན་པ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
ཀཱ་ལི་	ཀཱ་ལི་	OTHER
འི་	གི་	PART
བདུད་རྩི་	བདུད་རྩི་	NOUN
ཉིད་	ཉིད་	DET
ཀྱི་	གི་	PART
ཡང་	ཀྱང་	PART
ཞེ་	ཅེས་	PART
སྨོས་	སྨོས་	VERB
སོ་	སོ་	PART
། །		PUNCT
ཆུ་	ཆུ་	NOUN
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
ནི་	ནི་	NO_POS
ཆུ་	ཆུ་	NOUN
ལྟ་	ལྟ་	OTHER
འཛག་པ་	འཛག་པ་	VERB
ས་	གིས་	PART
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
ཀྱི་	གི་	PART
སེམས་	སེམས་	NOUN
སོ་	སོ་	PART
། །		PUNCT
མེ་ཏོག་	མེ་ཏོག་	NOUN
ཅེས་བྱ་བ་	ཅེས་བྱ་བ་	NO_POS
ནི་	ནི་	NO_POS
མེ་ཏོག་	མེ་ཏོག་	NOUN
ལྟ་	ལྟ་	OTHER
འབྲས་	འབྲས་	NOUN
		
བུ་	བུ་	NOUN
བུ་ཚ་	བུ་ཚ་	NOUN
		
ལུ་	ལུ་	NO_POS
		
བུ་	བུ་	NOUN
འི་	གི་	PART
		
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
བསྐྱེད་པ་	བསྐྱེད་པ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
ཉེ་བ་	ཉེ་བ་	VERB
འི་	གི་	PART
རཀྟའོ་		NON_WORD
། །		PUNCT
ནང་	ནང་	NOUN
དུ་	ལ་	PART
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
ནི་	ནི་	NO_POS
མེ་ཏོག་	མེ་ཏོག་	NOUN
ཆོས་འབྱུང་	ཆོས་འབྱུང་	NOUN
གི་	གི་	PART
སྙིང་པོ་	སྙིང་པོ་	NOUN
འི་	གི་	PART
ནང་	ནང་	NOUN
དུའོ་		NON_WORD
། །		PUNCT
འཁོར་བ་	འཁོར་བ་	NOUN
ནི་	ནི་	NO_POS
དེ་	དེ་	DET
		
ལུ་	ལུ་	NO_POS
		
དཔེ་	དཔེ་	NOUN
		
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
དག་	དག་	DET
		
ལུ་	ལུ་	NO_POS
		
གང་	གང་	NO_POS
		
པ་	པ་	OTHER
འོ་	གོ་	PART
། །		PUNCT
དེ་	དེ་	DET
ལ་	ལ་	ADP
གོང་	གོང་	NOUN
གི་	གི་	PART
བུང་བ་	བུང་བ་	NOUN
ས་	གིས་	PART
ལེན་པ་	ལེན་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
ཞེ་	ཅེས་	PART
དགོངས་པ་	དགོངས་པ་	VERB
འོ་	གོ་	PART
སྙམ་	སྙམ་	VERB
དུ་	ལ་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
རྟོག་པ་	རྟོག་པ་	VERB
སེམས་	སེམས་	NOUN
སོ་	སོ་	PART
། །		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
ཀྱི་	གི་	PART
སེམས་	སེམས་	NOUN
ལ་	ལ་	ADP
བརྟེན་	བརྟེན་	VERB
ཏེ་	སྟེ་	PART
ལུས་	ལུས་	NOUN
བསྐྱེད་པ་	བསྐྱེད་པ་	VERB
བསྟན་པ་	བསྟན་པ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
བདུད་རྩི་	བདུད་རྩི་	NOUN
ཞེ་	ཅེས་	PART
སྨོས་	སྨོས་	VERB
ཏེ་	སྟེ་	PART
བདུད་རྩི་	བདུད་རྩི་	NOUN
ནི་	ནི་	NO_POS
རཀྟའོ་		NON_WORD
། །		PUNCT
ཆུ་	ཆུ་	NOUN
ནི་	ནི་	NO_POS
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
ཀྱི་	གི་	PART
སེམས་	སེམས་	NOUN
སོ་	སོ་	PART
། །		PUNCT
ཆོ་ག་	ཆོ་ག་	NOUN
མཆོག་	མཆོག་	ADJ
ན་མཉམ་པ་	ན་མཉམ་པ་	NO_POS
ར་	ལ་	PART
འདྲེས་པ་	འདྲེས་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
གཉིས་	གཉིས་	NUM
ལ་	ལ་	ADP
ས་	གིས་	PART
ནི་	ནི་	NO_POS
ཨཱ་ལི་	ཨཱ་ལི་	NOUN
ཀཱ་ལི་	ཀཱ་ལི་	OTHER
ལ་	ལ་	ADP
ས་	གིས་	PART
སོ་	སོ་	PART
"།

།"		PUNCT
ལུས་	ལུས་	NOUN
སྐྱེ་བ་	སྐྱེ་བ་	VERB
ནི་	ནི་	NO_POS
ཐབས་	ཐབས་	NOUN
ཀྱིས་	གིས་	PART
མ་ཟིན་	མ་ཟིན་	NO_POS
ན་	ན་	ADP
ཤེས་རབ་	ཤེས་རབ་	NOUN
ཀྱི་	གི་	PART
སྙིང་པོ་	སྙིང་པོ་	NOUN
ར་	ལ་	PART
བུ་ཚ་	བུ་ཚ་	NOUN
འི་	གི་	PART
ལུས་	ལུས་	NOUN
བསྐྱེད་	བསྐྱེད་	VERB
ལ་	ལ་	ADP
།		PUNCT
དེ་ཉིད་	དེ་ཉིད་	NOUN
ཐབས་	ཐབས་	NOUN
ཀྱིས་	གིས་	PART
ཟིན་	ཟིན་	VERB
ན་	ན་	ADP
ཤེས་རབ་	ཤེས་རབ་	NOUN
ཀྱི་	གི་	PART
སྙིང་པོ་	སྙིང་པོ་	NOUN
ར་	ལ་	PART
མངོན་དུ་	མངོན་དུ་	NO_POS
བྱས་པ་	བྱས་པ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
ཁམས་	ཁམས་	NOUN
གསུམ་	གསུམ་	NUM
མཐོང་བ་	མཐོང་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ཀྱི་	གི་	PART
ས་	ས་	ADP
མངོན་དུ་	མངོན་དུ་	NO_POS
བྱེད་པ་	བྱེད་པ་	VERB
སྐྱེ་	སྐྱེ་	NOUN
འོ་	གོ་	PART
ཞེ་	ཅེས་	PART
དགོངས་	དགོངས་	VERB
སོ་	སོ་	PART
། །		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
ཨཱ་ལི་	ཨཱ་ལི་	NOUN
དང་	དང་	NO_POS
ཀཱ་ལི་	ཀཱ་ལི་	OTHER
འི་	གི་	PART
ཐབས་	ཐབས་	NOUN
ལ་	ལ་	ADP
བརྟེན་	བརྟེན་	VERB
ཏེ་	སྟེ་	PART
བྱུང་བ་	བྱུང་བ་	VERB
དེ་	དེ་	DET
འི་	གི་	PART
ཉེ་བ་	ཉེ་བ་	VERB
འི་	གི་	PART
རྒྱུ་དངོས་	རྒྱུ་དངོས་	OTHER
ལ་	ལ་	ADP
གསུམ་	གསུམ་	NUM
		
ལུ་	ལུ་	NO_POS
		
བཞི་	བཞི་	NUM
		
སྟེ་	སྟེ་	PART
།		PUNCT
ཀུན་རྫོབ་	ཀུན་རྫོབ་	NOUN
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
ཀྱི་	གི་	PART
སེམས་	སེམས་	NOUN
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ལྔ་	ལྔ་	NUM
ར་	ལ་	PART
བྱིན་	བྱིན་	VERB
གྱིས་	གིས་	PART
བརླབ་པ་	བརླབ་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཧཱུྃ་		NON_WORD
གི་	གི་	PART
གླུ་	གླུ་	NOUN
འི་	གི་	PART
སྒོ་	སྒོ་	NOUN
ན་	ནས་	PART
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
ཀྱི་	གི་	PART
སེམས་	སེམས་	NOUN
དེ་	དེ་	DET
རྩ་	རྩ་	NUM
འི་	གི་	PART
སྦུབས་	སྦུབས་	NOUN
སུ་	སུ་	ADP
དྲངས་པ་	དྲངས་པ་	VERB
ས་	གིས་	PART
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
མ་	མ་	PART
རྣམས་	རྣམས་	DET
མཉེས་པ་	མཉེས་པ་	VERB
ར་	ལ་	PART
བསྟན་པ་	བསྟན་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
གླུ་	གླུ་	NOUN
འི་	གི་	PART
དོན་	དོན་	NOUN
བསྟན་པ་	བསྟན་པ་	VERB
ས་	གིས་	PART
དོན་དམ་	དོན་དམ་	NOUN
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
ཀྱི་	གི་	PART
སེམས་	སེམས་	NOUN
ཀྱིས་	གིས་	PART
གཉིས་	གཉིས་	NUM
འཛིན་	འཛིན་	VERB
གྱི་	གི་	PART
རྨོངས་པ་	རྨོངས་པ་	VERB
བསལ་	བསལ་	VERB
ཏེ་	སྟེ་	PART
འགྲུབ་པ་	འགྲུབ་པ་	VERB
ར་	ལ་	PART
བསྟན་པ་	བསྟན་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དང་པོ་	དང་པོ་	ADJ
ལ་	ལ་	ADP
གཉིས་	གཉིས་	NUM
ཏེ་	སྟེ་	PART
།		PUNCT
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
ཀྱི་	གི་	PART
སེམས་	སེམས་	NOUN
འབྱུང་བ་	འབྱུང་བ་	VERB
ལྔ་	ལྔ་	NUM
འི་	གི་	PART
རང་བཞིན་	རང་བཞིན་	NOUN
དུ་	ལ་	PART
བསྟན་པ་	བསྟན་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
དེ་	དེ་	DET
ལ་	ལ་	ADP
ཡི་གེ་	ཡི་གེ་	NOUN
དགོད་པ་	དགོད་པ་	VERB
འི་	གི་	PART
སྒོ་	སྒོ་	NOUN
ན་	ནས་	PART
