form	lemma	POS	morph
རོ་	རོ་	NOUN
། །		PUNCT
བཤེས་གཉེན་	བཤེས་གཉེན་	NOUN
ངན་	ངན་	VERB
རྣམས་	རྣམས་	DET
ཆུ་སྐྱར་	ཆུ་སྐྱར་	NO_POS
བཞིན་	བཞིན་	NOUN
དུ་	ལ་	PART
རྒྱུ་	རྒྱུ་	NOUN
། །		PUNCT
འཕགས་པ་	འཕགས་པ་	VERB
འི་	གི་	PART
ཡུལ་	ཡུལ་	NOUN
རྣམས་	རྣམས་	DET
ཀླ་ཀློ་	ཀླ་ཀློ་	NO_POS
ས་	གིས་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
བཅོམ་	བཅོམ་	VERB
། །		PUNCT
སྡིག་སྤྱོད་	སྡིག་སྤྱོད་	NOUN
རྣམས་	རྣམས་	DET
ཀྱིས་	གིས་	PART
ཆོས་རྒྱལ་	ཆོས་རྒྱལ་	NOUN
ཕམ་པ་	ཕམ་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
། །		PUNCT
ཆོ་	ཆོ་	NOUN
སྨྲ་	སྨྲ་	VERB
རྣམས་	རྣམས་	DET
ལ་	ལ་	ADP
ཆོ་	ཆོ་	NOUN
མིན་	མིན་	AUX
སྨྲ་	སྨྲ་	VERB
རྣམས་	རྣམས་	DET
གཤེ་	གཤེ་	NO_POS
།		PUNCT
སྙིགས་མ་	སྙིགས་མ་	NOUN
འི་	གི་	PART
དུས་	དུས་	NOUN
ཀྱི་	གི་	PART
རྣམ་ཐར་	རྣམ་ཐར་	NOUN
འདི་འདྲ་	འདི་འདྲ་	NO_POS
ལྟོ་	ལྟོ་	VERB
། །		PUNCT
དམ་ཆོས་	དམ་ཆོས་	NOUN
འཇིག་པ་	འཇིག་པ་	VERB
འི་	གི་	PART
ཚེ་	ཚེ་	NOUN
ན་	ན་	ADP
དམ་པ་	དམ་པ་	VERB
འི་	གི་	PART
ཆོ་	ཆོ་	NOUN
། །		PUNCT
འཛིན་པ་	འཛིན་པ་	VERB
འི་	གི་	PART
སྐྱེ་བོ་	སྐྱེ་བོ་	NOUN
ཆོ་	ཆོ་	NOUN
རབ་	རབ་	ADV
བཟང་བ་	བཟང་བ་	VERB
ར་	ལ་	PART
གསུངས་	གསུངས་	VERB
༑ ༑		PUNCT
དེས་ན་	དེས་ན་	NO_POS
ཁྱེད་	ཁྱེད་	PRON
ཀྱང་	ཀྱང་	PART
སྡེ་སྣོད་	སྡེ་སྣོད་	NOUN
འཛིན་	འཛིན་	VERB
བཞིན་	བཞིན་	NOUN
དུ་	ལ་	PART
། །		PUNCT
ལེགས་པ་	ལེགས་པ་	VERB
ར་	ལ་	PART
བསྐྱངས་	བསྐྱངས་	NO_POS
ན་	ནས་	PART
གཞན་	གཞན་	DET
ལ་	ལ་	ADP
སྤེལ་བ་	སྤེལ་བ་	VERB
ར་	ལ་	PART
མཛོད་	མཛོད་	NOUN
། །		PUNCT
སྔོན་	སྔོན་	ADV
གྱི་	གི་	PART
དུས་	དུས་	NOUN
ཀྱི་	གི་	PART
གྲུབ་པ་	གྲུབ་པ་	VERB
ཐོབ་པ་	ཐོབ་པ་	VERB
དང་	དང་	NO_POS
། །		PUNCT
མཁས་པ་	མཁས་པ་	VERB
རྣམས་	རྣམས་	DET
ལ་	ལ་	ADP
སློབ་མ་	སློབ་མ་	NOUN
མང་པོ་	མང་པོ་	ADJ
མེད་	མེད་	VERB
། །		PUNCT
ཅུང་ཟད་	ཅུང་ཟད་	ADV
དེ་དག་	དེ་དག་	OTHER
ཆོས་བཞིན་	ཆོས་བཞིན་	NO_POS
སྤྱོད་པ་	སྤྱོད་པ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
། །		PUNCT
དེ་དག་	དེ་དག་	OTHER
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
བསྟན་པ་	བསྟན་པ་	VERB
ཡུན་རིང་	ཡུན་རིང་	NOUN
བསྐྱངས་	བསྐྱངས་	NO_POS
། །		PUNCT
སྙིགས་མ་	སྙིགས་མ་	NOUN
འི་	གི་	PART
དུས་	དུས་	NOUN
འདི་	འདི་	DET
ར་	ལ་	PART
ཆོ་	ཆོ་	NOUN
བྱེད་	བྱེད་	VERB
མང་	མང་	VERB
ན་	ན་	ADP
ཡང་	ཀྱང་	PART
། །		PUNCT
ཐུབ་པ་	ཐུབ་པ་	VERB
འི་	གི་	PART
གསུང་	གསུང་	VERB
བཞིན་	བཞིན་	NOUN
བསྒྲུབ་པ་	བསྒྲུབ་པ་	VERB
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
ཉུང་	ཉུང་	VERB
། །		PUNCT
དེས་ན་	དེས་ན་	NO_POS
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
བསྟན་པ་	བསྟན་པ་	VERB
འཛིན་པ་	འཛིན་པ་	VERB
ཡི་	ཡི་	ADP
། །		PUNCT
གང་ཟག་	གང་ཟག་	NOUN
གཅིག་	གཅིག་	NUM
ཙམ་	ཙམ་	DET
ཡིན་ཡང་	ཡིན་ཡང་	NO_POS
ཁྱོད་	ཁྱོད་	PRON
ཀྱིས་	གིས་	PART
གཟིགས་	གཟིགས་	VERB
༑ ༑		PUNCT
ཐུབ་པ་	ཐུབ་པ་	VERB
འི་	གི་	PART
བསྟན་	བསྟན་	VERB
ལ་	ལ་	ADP
རྒྱབ་	རྒྱབ་	NOUN
ཀྱིས་	གིས་	PART
ཕྱོགས་པ་	ཕྱོགས་པ་	VERB
ཡི་	ཡི་	ADP
། །		PUNCT
ཚོགས་པ་	ཚོགས་པ་	VERB
མང་	མང་	VERB
ཡང་ཆ་	ཡང་ཆ་	NO_POS
ར་	ལ་	PART
མེད་	མེད་	VERB
སྤྲིན་	སྤྲིན་	NOUN
དང་	དང་	NO_POS
འདྲ་	འདྲ་	VERB
། །		PUNCT
ཆོས་བཞིན་	ཆོས་བཞིན་	NO_POS
སྤྱོད་པ་	སྤྱོད་པ་	VERB
འི་	གི་	PART
སྐྱེ་བོ་	སྐྱེ་བོ་	NOUN
ཉུང་	ཉུང་	VERB
གྱུར་	གྱུར་	VERB
ཀྱང་	ཀྱང་	PART
། །		PUNCT
ཉི་ཟླ་	ཉི་ཟླ་	NOUN
ཇི་བཞིན་	ཇི་བཞིན་	OTHER
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
གསལ་	གསལ་	VERB
། །		PUNCT
ཕག་	ཕག་	NOUN
རྣམས་	རྣམས་	DET
མི་གཙང་	མི་གཙང་	NO_POS
ཁུང་	ཁུང་	NOUN
དུ་	ལ་	PART
མི་གཙང་	མི་གཙང་	NO_POS
ཟ་	ཟ་	VERB
། །		PUNCT
མི་གཙང་	མི་གཙང་	NO_POS
མ་	མ་	PART
རྙེད་པ་	རྙེད་པ་	VERB
ལ་	ལ་	ADP
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
བརྙས་	བརྙས་	NO_POS
། །		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
དགེ་སློང་	དགེ་སློང་	NOUN
ལོག་འཚོ་	ལོག་འཚོ་	NOUN
འི་	གི་	PART
ཁུར་འཛིན་	ཁུར་འཛིན་	NO_POS
རྣམས་	རྣམས་	DET
༑ ༑		PUNCT
དམ་པ་	དམ་པ་	VERB
རྣམས་	རྣམས་	DET
ལ་	ལ་	ADP
བརྙས་	བརྙས་	NO_POS
ཞེ་	ཅེས་	PART
མདོ་	མདོ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
གསུངས་	གསུངས་	VERB
། །		PUNCT
འདི་འདྲ་	འདི་འདྲ་	NO_POS
འི་	གི་	PART
ཚུལ་	ཚུལ་	NOUN
ལུགས་	ལུགས་	NOUN
ལེགས་པ་	ལེགས་པ་	VERB
ར་	ལ་	PART
གཟིགས་	གཟིགས་	VERB
ན་	ནས་	PART
ནི་	ནི་	NO_POS
། །		PUNCT
སྡེ་སྣོད་	སྡེ་སྣོད་	NOUN
འཛིན་པ་	འཛིན་པ་	VERB
འི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
ཐར་པ་	ཐར་པ་	VERB
སྐྱོངས་	སྐྱོངས་	VERB
༑ ༑		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
བྱ་	བྱ་	VERB
ན་	ན་	ADP
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
བསྟན་པ་	བསྟན་པ་	VERB
ལ་	ལ་	ADP
། །		PUNCT
ད་དུང་	ད་དུང་	ADV
ཅུང་ཟད་	ཅུང་ཟད་	ADV
ཕན་པ་	ཕན་པ་	VERB
འི་	གི་	PART
གོ་སྐབས་	གོ་སྐབས་	NO_POS
མཆིས་	མཆིས་	VERB
། །		PUNCT
སྐད་	སྐད་	NOUN
གཉིས་	གཉིས་	NUM
སྨྲ་བ་	སྨྲ་བ་	VERB
ཀུན་དགའ་	ཀུན་དགའ་	PROPN
རྒྱལ་མཚན་	རྒྱལ་མཚན་	NOUN
དཔལ་	དཔལ་	OTHER
། །		PUNCT
བཟང་པོ་	བཟང་པོ་	ADJ
ས་	གིས་	PART
སྐད་	སྐད་	NOUN
གཉིས་	གཉིས་	NUM
སྨྲ་བ་	སྨྲ་བ་	VERB
ཆོས་རྗེ་	ཆོས་རྗེ་	NOUN
དཔལ་	དཔལ་	OTHER
། །		PUNCT
བཟང་པོ་	བཟང་པོ་	ADJ
འི་	གི་	PART
གསུང་	གསུང་	VERB
ལ་	ལ་	ADP
དེ་སྐད་	དེ་སྐད་	NO_POS
ལན་	ལན་	NOUN
བཏབ་པ་	བཏབ་པ་	VERB
འི་	གི་	PART
༑༑		PUNCT
དགེ་བ་	དགེ་བ་	VERB
ས་	གིས་	PART
བསྟན་པ་	བསྟན་པ་	VERB
ཡུན་རིང་	ཡུན་རིང་	NOUN
གནས་	གནས་	NOUN
གྱུར་ཅིག་	གྱུར་ཅིག་	NO_POS
།		PUNCT
རྫོགས་	རྫོགས་	VERB
སོ་	སོ་	PART
།། །།༄༅། །		PUNCT
གློ་བོ་	གློ་བོ་	NOUN
ལོ་ཙཱ་བ་	ལོ་ཙཱ་བ་	NOUN
འི་	གི་	PART
ཞུ་	ཞུ་	VERB
ལན་	ལན་	NOUN
བཞུགས་	བཞུགས་	VERB
། ། ༄༅། །		PUNCT
ཨོཾ་	ཨོཾ་	X
སྭསྟི་		NON_WORD
སིདྡྷཾ་		NON_WORD
།		PUNCT
དཔལ་	དཔལ་	OTHER
ས་སྐྱ་	ས་སྐྱ་	PROPN
འི་	གི་	PART
དགོན་པ་	དགོན་པ་	NOUN
ན་	ནས་	PART
།		PUNCT
དགེ་བ་	དགེ་བ་	VERB
འི་	གི་	PART
བཤེས་གཉེན་	བཤེས་གཉེན་	NOUN
སྡེ་སྣོད་	སྡེ་སྣོད་	NOUN
འཛིན་པ་	འཛིན་པ་	VERB
གློ་བོ་	གློ་བོ་	NOUN
ལོ་ཙཱ་བ་	ལོ་ཙཱ་བ་	NOUN
ཤེས་རབ་	ཤེས་རབ་	NOUN
རིན་ཆེན་	རིན་ཆེན་	OTHER
གྱི་	གི་	PART
ཕྱག་	ཕྱག་	NOUN
ཏུ་	ལ་	PART
སྤྲིང་པ་	སྤྲིང་པ་	NO_POS
།		PUNCT
ཁྱེད་	ཁྱེད་	PRON
བདེ་བ་	བདེ་བ་	VERB
ར་	ལ་	PART
གཤེགས་པ་	གཤེགས་པ་	VERB
འི་	གི་	PART
བསྟན་པ་	བསྟན་པ་	VERB
ལ་	ལ་	ADP
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
གུ་	གུ་	VERB
།		PUNCT
སྡེ་སྣོད་	སྡེ་སྣོད་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
ཇི་ལྟ་		
འབྱུང་བ་	འབྱུང་བ་	VERB
འི་	གི་	PART
ཆོ་	ཆོ་	NOUN
ལ་	ལ་	ADP
དགྱེས་	དགྱེས་	NO_POS
ཟེར་བ་	ཟེར་བ་	VERB
ཁུམས་	ཁུམས་	VERB
།		PUNCT
དེ་	དེ་	DET
ལ་	ལ་	ADP
དགའ་བ་	དགའ་བ་	VERB
ཁྱད་པར་ཅན་	ཁྱད་པར་ཅན་	ADJ
སྐྱེ་	སྐྱེ་	VERB
།		PUNCT
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
རྗེས་སུ་	རྗེས་སུ་	OTHER
ཡི་	ཡི་	ADP
རངས་	རངས་	NO_POS
།		PUNCT
སྤྱི་		
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ཀྱི་	གི་	PART
བསྟན་པ་	བསྟན་པ་	VERB
འདི་	འདི་	DET
ནུབ་	ནུབ་	ADV
།		PUNCT
བྱེ་བྲག་	བྱེ་བྲག་	NOUN
ཏུ་	ལ་	PART
གསང་སྔགས་	གསང་སྔགས་	NOUN
ཀྱི་	གི་	PART
བསྟན་པ་	བསྟན་པ་	VERB
འདི་	འདི་	DET
གཟུགས་བརྙན་	གཟུགས་བརྙན་	NOUN
ཙམ་	ཙམ་	DET
ཡང་	ཀྱང་	PART
མེད་པ་	མེད་པ་	VERB
ར་	ལ་	PART
སོང་	སོང་	VERB
ན་	ནས་	PART
གདའ་	གདའ་	VERB
༑		PUNCT
ལེགས་པ་	ལེགས་པ་	VERB
ར་	ལ་	PART
བརྟགས་	བརྟགས་	VERB
ན་	ན་	ADP
འཛམ་བུ་	འཛམ་བུ་	NOUN
འི་	གི་	PART
གླིང་	གླིང་	NOUN
འདི་	འདི་	DET
ར་	ལ་	PART
ཡང་	ཀྱང་	PART
ཆོ་	ཆོ་	NOUN
དང་	དང་	NO_POS
མཐུན་པ་	མཐུན་པ་	VERB
འི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཉམས་	ཉམས་	NOUN
།		PUNCT
ཆོ་	ཆོ་	NOUN
དང་	དང་	NO_POS
མི་མཐུན་པ་	མི་མཐུན་པ་	NO_POS
འི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
འཕེལ་	འཕེལ་	VERB
།		PUNCT
སྡེ་སྣོད་	སྡེ་སྣོད་	NOUN
དང་	དང་	NO_POS
མཐུན་པ་	མཐུན་པ་	VERB
ར་	ལ་	PART
བྱེད་པ་	བྱེད་པ་	VERB
འི་	གི་	PART
ཆོས་པ་	ཆོས་པ་	NOUN
རྣམས་	རྣམས་	DET
ཉམས་	ཉམས་	NOUN
དམས་	དམས་	NO_POS
།		PUNCT
སྡེ་སྣོད་	སྡེ་སྣོད་	NOUN
དང་	དང་	NO_POS
མི་མཐུན་པ་	མི་མཐུན་པ་	NO_POS
འི་	གི་	PART
ཆོས་པ་	ཆོས་པ་	NOUN
རྣམས་	རྣམས་	DET
འཕེལ་	འཕེལ་	VERB
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
སྟོབས་	སྟོབས་	NOUN
ཀྱིས་	གིས་	PART
ཆོ་	ཆོ་	NOUN
ན་	ནས་	PART
འབྱུང་བ་	འབྱུང་བ་	VERB
བཞིན་	བཞིན་	NOUN
མ་	མ་	PART
བཤད་	བཤད་	VERB
ན་	ན་	ADP
བསྟན་པ་	བསྟན་པ་	VERB
ནུབ་	ནུབ་	ADV
འགྲོ་བ་	འགྲོ་བ་	VERB
ར་	ལ་	PART
གདའ་	གདའ་	VERB
།		PUNCT
ཆོ་	ཆོ་	NOUN
ན་	ནས་	PART
འབྱུང་བ་	འབྱུང་བ་	VERB
བཞིན་	བཞིན་	NOUN
བཤད་	བཤད་	VERB
ན་	ན་	ADP
ཆོ་	ཆོ་	NOUN
དང་	དང་	NO_POS
མི་མཐུན་པ་	མི་མཐུན་པ་	NO_POS
ར་	ལ་	PART
བྱེད་པ་	བྱེད་པ་	VERB
རྣམས་	རྣམས་	DET
མི་	མི་	PART
མགུ་བ་	མགུ་བ་	VERB
ར་	ལ་	PART
གདའ་	གདའ་	VERB
།		PUNCT
དེས་ན་	དེས་ན་	NO_POS
བཤད་པ་	བཤད་པ་	VERB
རང་	རང་	PRON
ཡང་	ཀྱང་	PART
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
དཀའ་	དཀའ་	VERB
།		PUNCT
འོན་ཀྱང་	འོན་ཀྱང་	NO_POS
ཆོ་	ཆོ་	NOUN
ན་	ནས་	PART
འབྱུང་བ་	འབྱུང་བ་	VERB
བཞིན་	བཞིན་	NOUN
བྱེད་	བྱེད་	VERB
ན་	ན་	ADP
སྡོམ་པ་	སྡོམ་པ་	NOUN
མེད་པ་	མེད་པ་	VERB
ར་	ལ་	PART
དགེ་བ་	དགེ་བ་	VERB
བྱ་	བྱ་	VERB
ཀྱང་	ཀྱང་	PART
བར་མ་	བར་མ་	ADJ
འི་	གི་	PART
དགེ་བ་	དགེ་བ་	VERB
ཙམ་	ཙམ་	DET
ལ་	ལ་	ADP
ས་	གིས་	PART
དགེ་བ་	དགེ་བ་	VERB
རྒྱུན་ཆགས་	རྒྱུན་ཆགས་	NOUN
མི་	མི་	PART
འབྱུང་	འབྱུང་	VERB
།		PUNCT
དགེ་བ་	དགེ་བ་	VERB
རྒྱུན་	རྒྱུན་	NOUN
མི་འཆད་པ་	མི་འཆད་པ་	NO_POS
ལ་	ལ་	ADP
སྡོམ་པ་	སྡོམ་པ་	NOUN
ལེན་	ལེན་	VERB
དགོས་པ་	དགོས་པ་	VERB
ར་	ལ་	PART
གདའ་	གདའ་	VERB
།		PUNCT
དེ་	དེ་	DET
ལ་	ལ་	ADP
ཉན་ཐོས་	ཉན་ཐོས་	NOUN
ཀྱི་	གི་	PART
སྡོམ་པ་	སྡོམ་པ་	NOUN
འདུལ་བ་	འདུལ་བ་	VERB
དང་	དང་	NO_POS
མཐུན་	མཐུན་	VERB
དགོས་	དགོས་	VERB
།		PUNCT
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
སེམས་དཔ་	སེམས་དཔའ་	NOUN
འི་	གི་	PART
སྡོམ་པ་	སྡོམ་པ་	NOUN
མདོ་སྡེ་	མདོ་སྡེ་	NOUN
དང་	དང་	NO_POS
མཐུན་	མཐུན་	VERB
དགོས་	དགོས་	VERB
༑		PUNCT
གསང་སྔགས་	གསང་སྔགས་	NOUN
ཀྱི་	གི་	PART
སྡོམ་པ་	སྡོམ་པ་	NOUN
རྒྱུད་སྡེ་	རྒྱུད་སྡེ་	NOUN
དང་	དང་	NO_POS
མཐུན་	མཐུན་	VERB
དགོས་	དགོས་	VERB
།		PUNCT
དེང་སང་	དེང་སང་	ADV
སོ་སོ་	སོ་སོ་	PRON
ར་	ལ་	PART
ཐར་པ་	ཐར་པ་	VERB
འི་	གི་	PART
སྡོམ་པ་	སྡོམ་པ་	NOUN
ལ་	ལ་	ADP
སྦྱོར་	སྦྱོར་	VERB
དངོ་	དངོ་	NOUN
རྗེས་	རྗེས་	NOUN
		
ལུ་	ལུ་	NO_POS
		
གསུམ་	གསུམ་	NUM
		
བསླབ་བྱ་	བསླབ་བྱ་	VERB
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
འདུལ་བ་	འདུལ་བ་	VERB
དང་	དང་	NO_POS
མི་མཐུན་པ་	མི་མཐུན་པ་	NO_POS
ར་	ལ་	PART
བྱེད་པ་	བྱེད་པ་	VERB
མང་	མང་	VERB
།		PUNCT
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
སེམས་དཔ་	སེམས་དཔའ་	NOUN
འི་	གི་	PART
སྡོམ་པ་	སྡོམ་པ་	NOUN
ལ་	ལ་	ADP
སེམས་	སེམས་	NOUN
ཙམ་	ཙམ་	DET
དབུ་མ་	དབུ་མ་	PROPN
གཉིས་	གཉིས་	NUM
ཀྱི་	གི་	PART
དབྱེ་བ་	དབྱེ་བ་	VERB
མི་	མི་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ར་	ལ་	PART
སེམས་	སེམས་	NOUN
ཙམ་པ་	ཙམ་པ་	DET
འི་	གི་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
ལ་	ལ་	ADP
དབུ་མ་	དབུ་མ་	PROPN
འི་	གི་	PART
སྡིག་	སྡིག་	NOUN
བཤགས་	བཤགས་	NO_POS
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
བསྣན་	བསྣན་	NO_POS
ན་	ནས་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
དཀྲུགས་		NON_WORD
ན་	ནས་	PART
བྱེད་	བྱེད་	VERB
།		PUNCT
དོན་དམ་པ་	དོན་དམ་པ་	NOUN
ཆོས་ཉིད་	ཆོས་ཉིད་	NOUN
ཀྱིས་	གིས་	PART
ཐོབ་པ་	ཐོབ་པ་	VERB
འི་	གི་	PART
སྡོམ་པ་	སྡོམ་པ་	NOUN
བསྒོམ་པ་	བསྒོམ་པ་	VERB
ས་	གིས་	PART
སྐྱེ་	སྐྱེ་	NOUN
།		PUNCT
ཆོ་ག་	ཆོ་ག་	NOUN
ལས་མི་	ལས་མི་	NOUN
སྐྱེ་བ་	སྐྱེ་བ་	VERB
ཡིན་པ་	ཡིན་པ་	AUX
ལ་	ལ་	ADP
།		PUNCT
ད་ལྟ་	ད་ལྟ་	OTHER
དོན་དམ་	དོན་དམ་	NOUN
སེམས་བསྐྱེད་	སེམས་བསྐྱེད་	NOUN
ཀྱི་	གི་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ཕྱིན་	ཕྱིན་	VERB
ཅི་	ཅི་	NO_POS
ལོག་	ལོག་	VERB
བྱེད་	བྱེད་	VERB
།		PUNCT
བདག་གཞན་	བདག་གཞན་	NOUN
བརྗེ་བ་	བརྗེ་བ་	VERB
འི་	གི་	PART
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
ཀྱི་	གི་	PART
སེམས་	སེམས་	NOUN
བཅོམ་ལྡན་འདས་	བཅོམ་ལྡན་འདས་	NOUN
ཀྱིས་	གིས་	PART
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
སྙིང་པོ་	སྙིང་པོ་	NOUN
ར་	ལ་	PART
གསུངས་པ་	གསུངས་པ་	VERB
ལ་	ལ་	ADP
།		PUNCT
ད་ལྟ་	ད་ལྟ་	OTHER
བདག་གཞན་	བདག་གཞན་	NOUN
བརྗེ་བ་	བརྗེ་བ་	VERB
བསྒོམ་	བསྒོམ་	VERB
དུ་	ལ་	PART
མི་	མི་	PART
བཏུབ་པ་	བཏུབ་པ་	NON_WORD
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
རྩ་བ་	རྩ་བ་	NOUN
བཤིགས་པ་	བཤིགས་པ་	NON_WORD
མང་	མང་	VERB
།		PUNCT
གསང་སྔགས་	གསང་སྔགས་	NOUN
ཀྱི་	གི་	PART
སྡོམ་པ་	སྡོམ་པ་	NOUN
ལ་	ལ་	ADP
རྒྱུད་	རྒྱུད་	NOUN
ལས་དབང་	ལས་དབང་	NOUN
བསྐུར་	བསྐུར་	NO_POS
གཙོ་བོ་	གཙོ་བོ་	ADJ
ར་	ལ་	PART
གསུངས་པ་	གསུངས་པ་	VERB
ལ་	ལ་	ADP
།		PUNCT
རྒྱུད་	རྒྱུད་	NOUN
ན་	ནས་	PART
འབྱུང་བ་	འབྱུང་བ་	VERB
འི་	གི་	PART
དབང་	དབང་	NOUN
བསྐུར་	བསྐུར་	NO_POS
མི་	མི་	PART
བྱེད་པ་	བྱེད་པ་	VERB
ར་	ལ་	PART
ཆོ་	ཆོ་	NOUN
གང་	གང་	NO_POS
ན་	ནས་	PART
ཀྱང་	ཀྱང་	PART
བཤད་པ་	བཤད་པ་	VERB
མེད་པ་	མེད་པ་	VERB
འི་	གི་	PART
ཕག་མགོ་	ཕག་མགོ་	NO_POS
འི་	གི་	PART
དབང་	དབང་	NOUN
བསྐུར་	བསྐུར་	NO_POS
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ས་	གིས་	PART
ཆོ་	ཆོ་	OTHER
སྒོ་	སྒོ་	NOUN
འབྱེད་པ་	འབྱེད་པ་	VERB
མང་	མང་	VERB
།		PUNCT
བཅོམ་ལྡན་འདས་	བཅོམ་ལྡན་འདས་	NOUN
ཀྱིས་	གིས་	PART
རྒྱུད་	རྒྱུད་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
སྒོམ་	སྒོམ་	VERB
བྱེད་	བྱེད་	VERB
ན་	ན་	ADP
སྨིན་གྲོལ་	སྨིན་གྲོལ་	NOUN
གཉིས་	གཉིས་	NUM
ལ་	ལ་	ADP
ས་	གིས་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
སྐྱེ་	སྐྱེ་	VERB
ན་	ན་	ADP
།		PUNCT
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
ཡིན་པ་	ཡིན་པ་	AUX
ར་	ལ་	PART
གསུངས་པ་	གསུངས་པ་	VERB
ལ་	ལ་	ADP
།		PUNCT
རིམ་པ་	རིམ་པ་	NOUN
གཉིས་	གཉིས་	NUM
ཀྱི་	གི་	PART
རྣམ་གཞག་	རྣམ་གཞག་	NOUN
མི་	མི་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ར་	ལ་	PART
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
བསྒོམ་པ་	བསྒོམ་པ་	VERB
མང་	མང་	VERB
།		PUNCT
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
རང་	རང་	PRON
ཡང་	ཀྱང་	PART
རྒྱ་ནག་	རྒྱ་ནག་	PROPN
ཧ་	ཧ་	NOUN
ཤང་	ཤང་	NO_POS
གི་	གི་	PART
ལུགས་	ལུགས་	NOUN
རྟོག་པ་	རྟོག་པ་	VERB
ཁ་	ཁ་	PRON
ཚོམ་	ཚོམ་	NO_POS
ལ་	ལ་	ADP
བྱེད་པ་	བྱེད་པ་	VERB
མང་བ་	མང་བ་	VERB
ར་	ལ་	PART
གདའ་	གདའ་	VERB
།		PUNCT
དེ་	དེ་	DET
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
ཀ་མ་ལ་	ཀ་མ་ལ་	NO_POS
ཤཱི་		NON_WORD
ལ་སོགས་	ལ་སོགས་	NO_POS
བདག་ཉིད་	བདག་ཉིད་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱིས་	གིས་	PART
བཀག་པ་	བཀག་པ་	VERB
ལགས་	ལགས་	AUX
མོད་	མོད་	VERB
།		PUNCT
བསྔོ་བ་	བསྔོ་བ་	VERB
ཡང་	ཀྱང་	PART
བཅོམ་ལྡན་འདས་	བཅོམ་ལྡན་འདས་	NOUN
ཀྱིས་	གིས་	PART
འཁོར་གསུམ་	འཁོར་གསུམ་	NO_POS
ཡོངས་	ཡོངས་	DET
དག་	དག་	DET
ཏུ་	ལ་	PART
བྱ་	བྱ་	VERB
ན་	ནས་	PART
དམིགས་པ་	དམིགས་པ་	VERB
མེད་པ་	མེད་པ་	VERB
ར་	ལ་	PART
མཚན་མ་	མཚན་མ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
