form	lemma	POS	morph
བཟློག་	བཟློག་	VERB
སྲུང་བ་	སྲུང་བ་	VERB
འི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
བསྒོམ་པ་	བསྒོམ་པ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
དོན་	དོན་	NOUN
འབྲེལ་བ་	འབྲེལ་བ་	VERB
འི་	གི་	PART
དབང་	དབང་	NOUN
དུ་	ལ་	PART
བྱ་	བྱ་	VERB
ན་	ནས་	PART
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ཞེས་་	ཞེས་པ་	PART
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
སྨོས་	སྨོས་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
མངོན་པ་	མངོན་པ་	OTHER
རྟོགས་པ་	རྟོགས་པ་	VERB
བསྒོམ་པ་	བསྒོམ་པ་	VERB
འི་	གི་	PART
རིམ་པ་	རིམ་པ་	NOUN
ནི་	ནི་	NO_POS
།		PUNCT
མངོན་པ་	མངོན་པ་	OTHER
རྟོགས་པ་	རྟོགས་པ་	VERB
འི་	གི་	PART
ཡི་གེ་	ཡི་གེ་	NOUN
ར་	ལ་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
ལ་	ལ་	ADP
།		PUNCT
གཞུང་	གཞུང་	NOUN
ནི་	ནི་	NO_POS
འཁྲུགས་	འཁྲུགས་	NO_POS
སུ་	སུ་	ADP
ཤེས་པ་	ཤེས་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
སུམྦྷ་		NON_WORD
ནི་ལ་	ནི་ལ་	NO_POS
སོགས་པ་	སོགས་པ་	DET
འི་	གི་	PART
སྔགས་	སྔགས་	NOUN
བརྗོད་	བརྗོད་	VERB
དེ་	དེ་	DET
བགེགས་	བགེགས་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
བསྐྲད་	བསྐྲད་	NO_POS
ལ་	ལ་	ADP
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ས་གཞི་	ས་གཞི་	NOUN
བགེགས་	བགེགས་	NOUN
དང་	དང་	NO_POS
བྲལ་བ་	བྲལ་བ་	VERB
དེ་	དེ་	DET
ར་	ལ་	PART
སྲུང་བ་	སྲུང་བ་	VERB
འི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
བསྒོམ་པ་	བསྒོམ་པ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
ས་གཞི་	ས་གཞི་	NOUN
ལ་	ལ་	ADP
ནི་	ནི་	NO_POS
ཡི་གེ་	ཡི་གེ་	NOUN
ཧཱུྃ་		NON_WORD
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
ཞེས་་	ཞེས་པ་	PART
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ས་	གིས་	PART
འོག་	འོག་	NOUN
ཏུ་	ལ་	PART
ཉི་མ་	ཉི་མ་	NOUN
འི་	གི་	PART
སྟེང་	སྟེང་	NOUN
དུ་	ལ་	PART
སྣ་ཚོགས་	སྣ་ཚོགས་	DET
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
དང་	དང་	NO_POS
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
ས་གཞི་	ས་གཞི་	NOUN
ར་	ལ་	PART
བྱིན་	བྱིན་	VERB
གྱིས་	གིས་	PART
བརླབ་པ་	བརླབ་པ་	VERB
བསྟན་	བསྟན་	VERB
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
འོད་	འོད་	NOUN
ཀྱིས་	གིས་	PART
སྣང་བ་	སྣང་བ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
ར་བ་	ར་བ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ཞེས་་	ཞེས་པ་	PART
ས་	གིས་	PART
ཕྱོགས་མཚམས་	ཕྱོགས་མཚམས་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
དུ་	ལ་	PART
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
ར་བ་	ར་བ་	NOUN
དང་	དང་	NO_POS
དྲ་བ་	དྲ་བ་	OTHER
བསྒོམ་པ་	བསྒོམ་པ་	VERB
བསྟན་	བསྟན་	VERB
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
འོག་	འོག་	NOUN
གི་	གི་	PART
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ར་བ་	ར་བ་	NOUN
བསམ་པ་	བསམ་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
ཞེས་་	ཞེས་པ་	PART
ནི་	ནི་	NO_POS
དྲ་བ་	དྲ་བ་	OTHER
འདི་	འདི་	DET
སཾ་		NON_WORD
སྐྲྀ་		NON_WORD
ཏ་	ཏ་	OTHER
འི་	གི་	PART
སྐད་	སྐད་	NOUN
ལ་	ལ་	ADP
པཉྩ་	པཉྩ་	NO_POS
ར་	ར་	ADP
བྱ་བ་	བྱ་བ་	VERB
ར་	ལ་	PART
ཡོད་པ་	ཡོད་པ་	VERB
དེ་	དེ་	DET
དྲ་བ་	དྲ་བ་	OTHER
ར་	ལ་	PART
ཡང་	ཀྱང་	PART
འགྲོ་	འགྲོ་	VERB
།		PUNCT
གུ་	གུ་	NOUN
ལ་	ལ་	ADP
ཡང་	ཀྱང་	PART
འགྲོ་	འགྲོ་	VERB
།		PUNCT
གཟེར་	གཟེར་	NO_POS
ལ་	ལ་	ADP
ཡང་	ཀྱང་	PART
འགྲོ་	འགྲོ་	VERB
།		PUNCT
གཟེབ་	གཟེབ་	NOUN
ལ་	ལ་	ADP
ཡང་	ཀྱང་	PART
འགྲོ་བ་	འགྲོ་བ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
འདི་	འདི་	DET
ར་	ལ་	PART
དོན་	དོན་	NOUN
གྱིས་	གིས་	PART
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
གུ་	གུ་	NOUN
བསམ་པ་	བསམ་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
བྱ་བ་	བྱ་བ་	VERB
ཡིན་པ་	ཡིན་པ་	AUX
ས་	གིས་	PART
སྟེང་	སྟེང་	NOUN
དུ་	ལ་	PART
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
གུ་	གུ་	NOUN
བསྒོམ་པ་	བསྒོམ་པ་	VERB
འོ་	གོ་	PART
༑		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
བླ་རེ་	བླ་རེ་	NOUN
སྟེ་	སྟེ་	PART
།		PUNCT
ཞེས་་	ཞེས་པ་	PART
ས་	གིས་	PART
གུ་	གུ་	NOUN
གྱི་	གི་	PART
འོག་	འོག་	NOUN
བླ་རེ་	བླ་རེ་	NOUN
བསྒོམ་པ་	བསྒོམ་པ་	VERB
བསྟན་	བསྟན་	VERB
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
སྟེང་	སྟེང་	NOUN
དུ་	ལ་	PART
ནི་	ནི་	NO_POS
མད་	མདའ་	NOUN
འི་	གི་	PART
དྲ་བ་	དྲ་བ་	OTHER
བསྟན་	བསྟན་	VERB
།		PUNCT
ཞེས་་	ཞེས་པ་	PART
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ར་བ་	ར་བ་	NOUN
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
རོལ་	རོལ་	VERB
དུ་	ལ་	PART
མད་	མདའ་	NOUN
འི་	གི་	PART
དྲ་བ་	དྲ་བ་	OTHER
བསྒོམ་པ་	བསྒོམ་པ་	VERB
བསྟན་	བསྟན་	VERB
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
ཕྱི་རོལ་	ཕྱི་རོལ་	NOUN
དུ་	ལ་	PART
མེ་	མེ་	NOUN
འི་	གི་	PART
ར་བ་	ར་བ་	NOUN
བསྒོམ་པ་	བསྒོམ་པ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
འདི་	འདི་	DET
ར་	ལ་	PART
དངོ་	དངོ་	NOUN
སུ་	སུ་	ADP
མ་	མ་	PART
བསྟན་	བསྟན་	VERB
ཡང་	ཀྱང་	PART
དོན་	དོན་	NOUN
གྱི་	གི་	PART
ཤུགས་	ཤུགས་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
ངེས་པ་		
བརྗོད་པ་	བརྗོད་པ་	VERB
འི་	གི་	PART
རྒྱུད་བླ་མ་	རྒྱུད་བླ་མ་	PROPN
ར་	ལ་	PART
བཤད་	བཤད་	VERB
དོ་	གོ་	PART
། །		PUNCT
སྲུང་བ་	སྲུང་བ་	VERB
འི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
འི་	གི་	PART
སྔགས་	སྔགས་	NOUN
འདི་	འདི་	DET
ན་	ན་	ADP
མེད་	མེད་	VERB
ཀྱང་	ཀྱང་	PART
རྒྱུད་བླ་མ་	རྒྱུད་བླ་མ་	PROPN
ན་	ནས་	PART
བཤད་	བཤད་	VERB
དེ་	དེ་	DET
སྔགས་	སྔགས་	NOUN
རྣམས་	རྣམས་	DET
གསུམ་	གསུམ་	NUM
གསུམ་	གསུམ་	NUM
བརྗོད་	བརྗོད་	VERB
ཅིང་	ཅིང་	PART
སེ་གོལ་	སེ་གོལ་	NOUN
ལན་	ལན་	NOUN
གསུམ་	གསུམ་	NUM
གསུམ་	གསུམ་	NUM
གདབ་	གདབ་	NO_POS
༑		PUNCT
སེམས་	སེམས་	NOUN
བརྟན་པ་	བརྟན་པ་	VERB
འི་	གི་	PART
རྣལ་འབྱོར་པ་	རྣལ་འབྱོར་པ་	NOUN
ནི་	ནི་	NO_POS
སྔགས་	སྔགས་	NOUN
བརྗོད་	བརྗོད་	VERB
མི་	མི་	PART
དགོས་	དགོས་	VERB
གསུང་	གསུང་	VERB
ངོ་	ངོ་	PART
།།		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
སྲུང་བ་	སྲུང་བ་	VERB
འི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
ས་	གིས་	PART
བར་ཆད་	བར་ཆད་	NOUN
མེད་པ་	མེད་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
ན་	ནས་	PART
།		PUNCT
ད་ནི་	ད་ནི་	NO_POS
བསྲུང་བ་	བསྲུང་བ་	VERB
འི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
དེ་ཉིད་	དེ་ཉིད་	NOUN
སེམས་	སེམས་	NOUN
སུ་	སུ་	ADP
རྟོགས་པ་	རྟོགས་པ་	VERB
ར་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
འམ་	གམ་	PART
དོན་	དོན་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ཀྱི་	གི་	PART
ཚོགས་	ཚོགས་	NOUN
སྟོང་པ་ཉིད་	སྟོང་པ་ཉིད་	NOUN
བསྒོམ་པ་	བསྒོམ་པ་	VERB
ལ་	ལ་	ADP
འཇུག་པ་	འཇུག་པ་	VERB
ར་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
དངོ་	དངོ་	NOUN
དང་	དང་	NO_POS
འབྲེལ་བ་	འབྲེལ་བ་	VERB
ར་	ལ་	PART
བསྟན་པ་	བསྟན་པ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ཞེས་་	ཞེས་པ་	PART
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
སྨོས་	སྨོས་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
དེ་ཡང་	དེ་ཡང་	ADV
ཨོཾ་	ཨོཾ་	X
བཀྲ་ཤིས་པ་	བཀྲ་ཤིས་པ་	NOUN
འམ་	གམ་	PART
།		PUNCT
མཆོད་པ་	མཆོད་པ་	VERB
དང་	དང་	NO_POS
མཆོད་པ་པོ་	མཆོད་པ་པོ་	VERB
དང་	དང་	NO_POS
མཆོད་པ་	མཆོད་པ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ཐམས་ཅད་	ཐམས་ཅད་	DET
རང་	རང་	PRON
གི་	གི་	PART
སེམས་	སེམས་	NOUN
ཙམ་	ཙམ་	DET
ཡིན་	ཡིན་	NO_POS
ཞེས་་	ཞེས་པ་	PART
འི་	གི་	PART
དོན་	དོན་	NOUN
ཡིན་	ཡིན་	NO_POS
ལ་	ལ་	ADP
།		PUNCT
སྭ་		NON_WORD
བྷཱ་		NON_WORD
ཝ་	ཝ་	OTHER
ནི་	ནི་	NO_POS
རང་བཞིན་	རང་བཞིན་	NOUN
།		PUNCT
ཤུདྡྷ་		NON_WORD
ནི་	ནི་	NO_POS
དག་པ་	དག་པ་	VERB
སྟེ་	སྟེ་	PART
གང་དག་	གང་དག་	NO_POS
ཞེ་ན་	ཅེ་ན་	PART
།		PUNCT
སརྦ་	སརྦ་	NO_POS
དྷརྨཱཿ་		NON_WORD
ནི་	ནི་	NO_POS
ཆོ་	ཆོ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
དེ་	དེ་	DET
།		PUNCT
དེ་ཡང་	དེ་ཡང་	ADV
ཕྱི་	ཕྱི་	NOUN
གཟུང་བ་	གཟུང་བ་	VERB
འི་	གི་	PART
ཡུལ་དྲུག་	ཡུལ་དྲུག་	NO_POS
གིས་	གིས་	PART
བསྡུས་པ་	བསྡུས་པ་	VERB
འི་	གི་	PART
ཆོ་	ཆོ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
རང་བཞིན་	རང་བཞིན་	NOUN
གྱིས་	གིས་	PART
དག་	དག་	DET
ཅིང་	ཅིང་	PART
སྟོང་	སྟོང་	NUM
ཞེས་་	ཞེས་པ་	PART
འོ་	གོ་	PART
། །		PUNCT
ཡང་	ཀྱང་	PART
སྭ་		NON_WORD
བྷཱ་		NON_WORD
ཝ་	ཝ་	OTHER
ནི་	ནི་	NO_POS
རང་བཞིན་	རང་བཞིན་	NOUN
༑		PUNCT
ཤུདྡྷ་		NON_WORD
ནི་	ནི་	NO_POS
དག་པ་	དག་པ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
ནང་	ནང་	NOUN
འཛིན་པ་	འཛིན་པ་	VERB
འི་	གི་	PART
ཤེས་པ་	ཤེས་པ་	VERB
དྲུག་	དྲུག་	NUM
གིས་	གིས་	PART
བསྡུས་པ་	བསྡུས་པ་	VERB
འི་	གི་	PART
ཆོ་	ཆོ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱང་	ཀྱང་	PART
རང་བཞིན་	རང་བཞིན་	NOUN
གྱིས་	གིས་	PART
དག་	དག་	DET
ཅིང་	ཅིང་	PART
སྟོང་	སྟོང་	NUM
ཞེས་་	ཞེས་པ་	PART
འི་	གི་	PART
དོན་	དོན་	NOUN
ཏོ་	གོ་	PART
། །		PUNCT
ཧྃ་		NON_WORD
ཞེས་་	ཞེས་པ་	PART
ནི་	ནི་	NO_POS
།		PUNCT
སྒྲ་པ་	སྒྲ་པ་	NO_POS
ལ་	ལ་	ADP
ཨ་	ཨ་	X
དང་	དང་	NO_POS
ཨུའི་		NON_WORD
བ་	བ་	NOUN
དུ་	ལ་	PART
ཨོཾ་	ཨོཾ་	X
འབྱུང་	འབྱུང་	VERB
ལ་	ལ་	ADP
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
ཨ་	ཨ་	X
སྟོན་པ་	སྟོན་པ་	NOUN
ས་	གིས་	PART
ཨ་	ཨ་	X
ཧཾ་		NON_WORD
ཞེས་་	ཞེས་པ་	PART
སྟེ་	སྟེ་	PART
དེ་ཡང་	དེ་ཡང་	ADV
གཟུང་འཛིན་	གཟུང་འཛིན་	NOUN
གཉིས་	གཉིས་	NUM
ཀྱིས་	གིས་	PART
སྟོང་པ་	སྟོང་པ་	VERB
འི་	གི་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ང་	ང་	PRON
ཡིན་	ཡིན་	NO_POS
ཞེས་་	ཞེས་པ་	PART
འི་	གི་	PART
དོན་	དོན་	NOUN
ཏེ་	སྟེ་	PART
།		PUNCT
དེ་ཡང་	དེ་ཡང་	ADV
སྔགས་	སྔགས་	NOUN
དང་པོ་	དང་པོ་	ADJ
ས་	གིས་	PART
ནི་	ནི་	NO_POS
སྔ་	སྔ་	NOUN
གྱི་	གི་	PART
བགེགས་བསྐྲད་པ་	བགེགས་བསྐྲད་པ་	NO_POS
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
གཟུང་འཛིན་	གཟུང་འཛིན་	NOUN
གྱི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
དུ་མ་	དུ་མ་	ADJ
དང་	དང་	NO_POS
བྲལ་བ་	བྲལ་བ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
སྲུང་བ་	སྲུང་བ་	VERB
འི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
རང་	རང་	PRON
ཡང་	ཀྱང་	PART
རང་	རང་	PRON
གི་	གི་	PART
སེམས་	སེམས་	NOUN
རིག་པ་	རིག་པ་	VERB
ཙམ་	ཙམ་	DET
གྱི་	གི་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
ཡིན་	ཡིན་	NO_POS
སྙམ་	སྙམ་	VERB
དུ་	ལ་	PART
བསྒོམ་པ་	བསྒོམ་པ་	VERB
བསྟན་	བསྟན་	VERB
ལ་	ལ་	ADP
།		PUNCT
དེ་ཡང་	དེ་ཡང་	ADV
སྔགས་	སྔགས་	NOUN
དང་པོ་	དང་པོ་	ADJ
བརྗོད་	བརྗོད་	VERB
ན་	ནས་	PART
དེ་	དེ་	DET
འི་	གི་	PART
དོན་	དོན་	NOUN
ཕྱི་	ཕྱི་	NOUN
ན་	ནས་	PART
བསྒོམ་པ་	བསྒོམ་པ་	VERB
འམ་	གམ་	PART
།		PUNCT
ཡང་ན་	ཡང་ན་	NO_POS
སྔགས་	སྔགས་	NOUN
ཀྱི་	གི་	PART
དོན་	དོན་	NOUN
བསྒོམས་	བསྒོམས་	VERB
ན་	ནས་	PART
སྔགས་	སྔགས་	NOUN
ཕྱི་	ཕྱི་	NOUN
ན་	ནས་	PART
བརྗོད་པ་	བརྗོད་པ་	VERB
ས་	གིས་	PART
བརྟན་པ་	བརྟན་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
རྗེས་	རྗེས་	NOUN
ལ་	ལ་	ADP
སྔོན་	སྔོན་	ADV
ལ་འོག་	ལ་འོག་	NO_POS
གི་	གི་	PART
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
ཀྱི་	གི་	PART
ཚོགས་	ཚོགས་	NOUN
བསྒོམས་པ་	བསྒོམས་པ་	VERB
ས་	གིས་	PART
རང་	རང་	PRON
གི་	གི་	PART
སེམས་ཉིད་	སེམས་ཉིད་	NOUN
ཙམ་	ཙམ་	DET
ལ་	ལ་	ADP
གནས་	གནས་	NOUN
ཤིང་	ཅིང་	PART
།		PUNCT
ཞེས་་	ཞེས་པ་	PART
ས་	གིས་	PART
འབྲེལ་	འབྲེལ་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
འདི་	འདི་	DET
ས་	གིས་	PART
ནི་	ནི་	NO_POS
སྔ་	སྔ་	NOUN
གྱི་	གི་	PART
འཁྲུགས་	འཁྲུགས་	NO_POS
སློང་བ་	སློང་བ་	VERB
ཡིན་	ཡིན་	NO_POS
གསུང་	གསུང་	VERB
ངོ་	ངོ་	PART
། །		PUNCT
དེ་ཡང་	དེ་ཡང་	ADV
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
ཀྱྀ་		NON_WORD
ཚོགས་	ཚོགས་	NOUN
ནི་	ནི་	NO_POS
སྔ་	སྔ་	NOUN
གྱི་	གི་	PART
ཚད་	ཚད་	NOUN
མེད་པ་	མེད་པ་	VERB
བཞི་	བཞི་	NUM
དང་	དང་	NO_POS
།		PUNCT
ཕུང་པོ་	ཕུང་པོ་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
དག་པ་	དག་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཚོགས་	ཚོགས་	NOUN
བསགས་	བསགས་	VERB
བཅུ་གསུམ་	བཅུ་གསུམ་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
སྲུང་བ་	སྲུང་བ་	VERB
འི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
རྣམས་	རྣམས་	DET
བསྒོམས་པ་	བསྒོམས་པ་	VERB
ས་	གིས་	PART
།		PUNCT
རང་	རང་	PRON
གི་	གི་	PART
སེམས་	སེམས་	NOUN
ཙམ་	ཙམ་	DET
ཉིད་	ཉིད་	DET
ལ་	ལ་	ADP
གནས་	གནས་	NOUN
ཤིང་	ཅིང་	PART
ཞེས་་	ཞེས་པ་	PART
ནི་	ནི་	NO_POS
།		PUNCT
དེ་	དེ་	DET
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱི་	གི་	PART
ཕྱི་རོལ་	ཕྱི་རོལ་	NOUN
ན་	ན་	ADP
རྫ་	རྫ་	NOUN
སུ་	སུ་	ADP
གྲུབ་པ་	གྲུབ་པ་	VERB
མེད་	མེད་	VERB
དེ་	དེ་	DET
།		PUNCT
རང་	རང་	PRON
གི་	གི་	PART
སེམས་	སེམས་	NOUN
ཀྱི་	གི་	PART
སྣང་བ་	སྣང་བ་	VERB
ཡིན་པ་	ཡིན་པ་	AUX
ར་	ལ་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ཉིད་	ཉིད་	DET
ལ་	ལ་	ADP
གནས་	གནས་	NOUN
ཤིང་	ཅིང་	PART
ངོ་	ངོ་	PART
༑ ༑		PUNCT
འོ་ན་	འོ་ན་	NO_POS
སེམས་	སེམས་	NOUN
ཙམ་པོ་	ཙམ་པོ་	DET
དེ་ཡང་	དེ་ཡང་	ADV
དག་པ་	དག་པ་	VERB
ར་	ལ་	PART
ཡོད་	ཡོད་	VERB
དམ་	དམ་	PART
ཞེ་ན་	ཅེ་ན་	PART
།		PUNCT
སེམས་	སེམས་	NOUN
དེ་	དེ་	DET
རང་	རང་	PRON
ཡང་	ཀྱང་	PART
།		PUNCT
ཡང་དག་	ཡང་དག་	ADJ
པར་མ་	པར་མ་	OTHER
གྲུབ་	གྲུབ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
རྒྱུ་རྐྱེན་	རྒྱུ་རྐྱེན་	OTHER
ལ་	ལ་	ADP
ས་	གིས་	PART
བྱུང་བ་	བྱུང་བ་	VERB
ས་	གིས་	PART
ན་	ན་	ADP
།		PUNCT
སྒྱུ་མ་	སྒྱུ་མ་	NOUN
འམ་	གམ་	PART
མིག་ཡོར་	མིག་ཡོར་	NO_POS
ཙམ་	ཙམ་	DET
དུ་	ལ་	PART
མོས་པ་	མོས་པ་	VERB
བྱ་	བྱ་	VERB
ལ་	ལ་	ADP
།		PUNCT
ཡང་	ཀྱང་	PART
སྟོང་པ་ཉིད་	སྟོང་པ་ཉིད་	NOUN
བསམ་པ་	བསམ་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
ཞེས་་	ཞེས་པ་	PART
སྨོས་	སྨོས་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
ཡང་	ཀྱང་	PART
ནི་	ནི་	NO_POS
གཟུང་འཛིན་	གཟུང་འཛིན་	NOUN
གྱིས་	གིས་	PART
སྟོང་པ་	སྟོང་པ་	VERB
ར་	ལ་	PART
བསྒོམ་པ་	བསྒོམ་པ་	VERB
ལ་	ལ་	ADP
ལྟོ་	ལྟོ་	VERB
ན་	ནས་	PART
སོ་	སོ་	PART
། །		PUNCT
སྟོང་པ་ཉིད་	སྟོང་པ་ཉིད་	NOUN
བསམ་པ་	བསམ་པ་	VERB
ར་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
སྔ་	སྔ་	NOUN
གྱི་	གི་	PART
སྒྱུ་མ་	སྒྱུ་མ་	NOUN
འམ་	གམ་	PART
།		PUNCT
མིག་ཡོར་	མིག་ཡོར་	NO_POS
ཙམ་	ཙམ་	DET
དེ་ཡང་	དེ་ཡང་	ADV
བརྟགས་	བརྟགས་	VERB
ན་མ་	ན་མ་	PROPN
གྲུབ་པ་	གྲུབ་པ་	VERB
ར་	ལ་	PART
དམིགས་	དམིགས་	VERB
ལ་	ལ་	ADP
།		PUNCT
སྟོང་པ་ཉིད་	སྟོང་པ་ཉིད་	NOUN
ཙམ་	ཙམ་	DET
དུ་	ལ་	PART
ཡང་	ཀྱང་	PART
མི་	མི་	PART
བརྟག་པ་	བརྟག་པ་	VERB
ར་	ལ་	PART
གང་	གང་	NO_POS
དུའང་		NON_WORD
དམིགས་པ་	དམིགས་པ་	VERB
མེད་པ་	མེད་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
ལ་	ལ་	ADP
།		PUNCT
ཨོཾ་	ཨོཾ་	X
ཤཱུ་		NON_WORD
ནྱ་	ནྱ་	NO_POS
ཏཱ་ལ་	ཏཱ་ལ་	OTHER
སོགས་པ་	སོགས་པ་	DET
འི་	གི་	PART
སྔགས་	སྔགས་	NOUN
བརྗོད་པ་	བརྗོད་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དེ་	དེ་	DET
ལ་	ལ་	ADP
འགའ་ཞིག་	འགའ་ཞིག་	OTHER
འདི་	འདི་	DET
སྙམ་	སྙམ་	VERB
དུ་	ལ་	PART
སེམས་	སེམས་	NOUN
ཏེ་	སྟེ་	PART
།		PUNCT
ཅི་	ཅི་	NO_POS
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ར་བ་	ར་བ་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
བསྒོམས་	བསྒོམས་	VERB
མ་	མ་	PART
ཐག་	ཐག་	VERB
ཉིད་	ཉིད་	DET
དུ་	ལ་	PART
སྟོང་པ་ཉིད་	སྟོང་པ་ཉིད་	NOUN
བསྒོམས་པ་	བསྒོམས་པ་	VERB
ས་	གིས་	PART
།		PUNCT
སྔ་	སྔ་	NOUN
གྱི་	གི་	PART
སྲུང་བ་	སྲུང་བ་	VERB
འི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
བསྒོམ་པ་	བསྒོམ་པ་	VERB
དེ་དོན་	དེ་དོན་	PRON
མེད་པ་	མེད་པ་	VERB
ཉིད་	ཉིད་	DET
དུ་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
རོ་	རོ་	NOUN
སྙམ་	སྙམ་	VERB
དུ་	ལ་	PART
སེམས་	སེམས་	NOUN
ན་	ན་	ADP
།		PUNCT
