form	lemma	POS	morph
བཀ་	བཀའ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
འཁོར་	འཁོར་	NOUN
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
ཚེ་རབས་	ཚེ་རབས་	NOUN
འདི་	འདི་	DET
དང་	དང་	NO_POS
ཕ་རོལ་	ཕ་རོལ་	NOUN
གྱི་	གི་	PART
ཕུན་སུམ་	ཕུན་སུམ་	OTHER
ཚོགས་པ་	ཚོགས་པ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
རྗེ་	རྗེ་	NO_POS
ཆེན་པོ་	ཆེན་པོ་	ADJ
ཉིད་	ཉིད་	DET
ལ་	ལ་	ADP
རེ་བ་	རེ་བ་	VERB
ས་	གིས་	PART
རང་	རང་	PRON
གི་	གི་	PART
ལུས་	ལུས་	NOUN
དང་	དང་	NO_POS
སྲོག་	སྲོག་	NOUN
ཕོངས་པ་	ཕོངས་པ་	VERB
ལན་	ལན་	NOUN
བརྒྱ་	བརྒྱ་	NUM
ར་	ལ་	PART
བཏང་	བཏང་	VERB
ཡང་	ཀྱང་	PART
ཡིད་ཚིམ་པ་	ཡིད་ཚིམ་པ་	NO_POS
མེད་	མེད་	VERB
ཅིང་	ཅིང་	PART
བཀའ་དྲིན་	བཀའ་དྲིན་	NOUN
མི་	མི་	PART
འཁོར་	འཁོར་	NOUN
ཡང་	ཀྱང་	PART
།		PUNCT
རེ་ཞིག་	རེ་ཞིག་	NO_POS
བདག་ཅག་	བདག་ཅག་	PRON
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
སྟོབས་	སྟོབས་	NOUN
ཡོད་ཚད་	ཡོད་ཚད་	VERB
དེ་ཙམ་	དེ་ཙམ་	NO_POS
ཞིག་	ཅིག་	PART
ཏུ་	ལ་	PART
བ་	བ་	ADP
སོ་	སོ་	PART
། །		PUNCT
དུས་	དུས་	NOUN
དེ་	དེ་	DET
འི་	གི་	PART
ཚེ་	ཚེ་	NOUN
དེ་བཞིན་	དེ་བཞིན་	OTHER
གཤེགས་པ་	གཤེགས་པ་	VERB
དགོངས་པ་	དགོངས་པ་	VERB
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
མྱ་ངན་	མྱ་ངན་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
འདའ་	འདའ་	VERB
ན་	ནས་	PART
།		PUNCT
ལོ་	ལོ་	NOUN
དུ་	ལ་	PART
ལོན་	ལོན་	VERB
ཞེ་ན་	ཅེ་ན་	PART
༑		PUNCT
འདི་ལྟར་	འདི་ལྟར་	NO_POS
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ཀྱི་	གི་	PART
བསྟན་པ་	བསྟན་པ་	VERB
ལོ་	ལོ་	NOUN
ལྔ་	ལྔ་	NUM
སྟོང་	སྟོང་	NUM
གནས་པ་	གནས་པ་	VERB
ལ་	ལ་	ADP
ལྔ་	ལྔ་	NUM
བརྒྱ་	བརྒྱ་	NUM
ཕྲག་	ཕྲག་	NUM
བཅུ་		
འགྱུར་	འགྱུར་	VERB
ཏེ་	སྟེ་	PART
ལྔ་	ལྔ་	NUM
བརྒྱ་	བརྒྱ་	NUM
དང་པོ་	དང་པོ་	ADJ
ལ་	ལ་	ADP
དགྲ་བཅོམ་པ་	དགྲ་བཅོམ་པ་	NOUN
ཐོབ་པ་	ཐོབ་པ་	VERB
མང་	མང་	VERB
།		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
ལ་	ལ་	ADP
ཕྱི་	ཕྱི་	OTHER
མི་	མི་	PART
འོང་བ་	འོང་བ་	VERB
མང་	མང་	VERB
།		PUNCT
གསུམ་པ་	གསུམ་པ་	NUM
ལ་	ལ་	ADP
རྒྱུན་	རྒྱུན་	NOUN
དུ་	ལ་	PART
ཞུགས་པ་	ཞུགས་པ་	VERB
མང་	མང་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
འབྲས་བུ་	འབྲས་བུ་	NOUN
འི་	གི་	PART
དུས་གསུམ་	དུས་གསུམ་	OTHER
མོ་	མོ་	PRON
༑ ༑		PUNCT
ལྔ་	ལྔ་	NUM
བརྒྱ་	བརྒྱ་	NUM
ཕྲག་	ཕྲག་	NUM
བཞི་པ་	བཞི་པ་	ADJ
ལ་	ལ་	ADP
ལྷག་མཐོང་	ལྷག་མཐོང་	NOUN
བསྒོམ་པ་	བསྒོམ་པ་	VERB
མང་	མང་	VERB
།		PUNCT
ལྔ་པ་	ལྔ་པ་	NUM
ལ་	ལ་	ADP
ཏིང་ངེ་འཛིན་	ཏིང་ངེ་འཛིན་	NOUN
བསྒོམ་པ་	བསྒོམ་པ་	VERB
མང་	མང་	VERB
།		PUNCT
དྲུག་པ་	དྲུག་པ་	NUM
ལ་	ལ་	ADP
ཚུལ་ཁྲིམས་	ཚུལ་ཁྲིམས་	NOUN
ལ་	ལ་	ADP
གནས་པ་	གནས་པ་	VERB
མང་	མང་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
བསྒྲུབ་པ་	བསྒྲུབ་པ་	VERB
འི་	གི་	PART
དུས་གསུམ་	དུས་གསུམ་	OTHER
མོ་	མོ་	PRON
། །		PUNCT
བདུན་པ་	བདུན་པ་	NUM
ལ་	ལ་	ADP
མངོན་པ་	མངོན་པ་	OTHER
སྤྱོད་པ་	སྤྱོད་པ་	VERB
མང་	མང་	VERB
།		PUNCT
བརྒྱད་པ་	བརྒྱད་པ་	NUM
ལ་	ལ་	ADP
མདོ་སྡེ་	མདོ་སྡེ་	NOUN
།		PUNCT
དགུ་པ་	དགུ་པ་	ADJ
ལ་	ལ་	ADP
འདུལ་བ་	འདུལ་བ་	VERB
སྤྱོད་པ་	སྤྱོད་པ་	VERB
མང་	མང་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
ལུང་	ལུང་	NOUN
གི་	གི་	PART
དུས་གསུམ་	དུས་གསུམ་	OTHER
མོ་	མོ་	PRON
། །		PUNCT
དེ་ཡན་	དེ་ཡན་	NO_POS
ཆད་	ཆད་	VERB
བསྟན་པ་	བསྟན་པ་	VERB
ཡང་དག་པ་	ཡང་དག་པ་	ADJ
འོ་	གོ་	PART
། །		PUNCT
ལྔ་	ལྔ་	NUM
བརྒྱ་	བརྒྱ་	NUM
ཕྲག་	ཕྲག་	NUM
བཅུ་པ་	བཅུ་པ་	NUM
ནི་	ནི་	NO_POS
།		PUNCT
རྟགས་	རྟགས་	NOUN
ཙམ་	ཙམ་	DET
འཛིན་པ་	འཛིན་པ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
འདི་	འདི་	DET
ལ་	ལ་	ADP
ལྔ་	ལྔ་	NUM
བརྒྱ་	བརྒྱ་	NUM
ཐ་མ་	ཐ་མ་	ADJ
འོ་	གོ་	PART
། །		PUNCT
ཞེ་	ཅེས་	PART
འབྱུང་	འབྱུང་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
དེ་	དེ་	DET
མན་ཆད་	མན་ཆད་	ADV
དེ་བཞིན་	དེ་བཞིན་	OTHER
གཤེགས་པ་	གཤེགས་པ་	VERB
འི་	གི་	PART
བསྟན་པ་	བསྟན་པ་	VERB
མི་	མི་	PART
འབྱུང་	འབྱུང་	VERB
ངོ་	ངོ་	PART
། །		PUNCT
ལོ་	ལོ་	NOUN
དུ་	ལ་	PART
ལོན་པ་	ལོན་པ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
སྤྱི་		
རྒྱ་གར་	རྒྱ་གར་	PROPN
གྱི་	གི་	PART
ལུགས་	ལུགས་	NOUN
ལ་	ལ་	ADP
བྱི་བ་	བྱི་བ་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
མིང་	མིང་	NOUN
གིས་	གིས་	PART
བཏགས་པ་	བཏགས་པ་	VERB
འི་	གི་	PART
བཅུ་གཉིས་	བཅུ་གཉིས་	NO_POS
སྐོར་	སྐོར་	NOUN
དུ་	ལ་	PART
བརྩི་བ་	བརྩི་བ་	VERB
ནི་	ནི་	NO_POS
མེད་	མེད་	VERB
།		PUNCT
དཔལ་	དཔལ་	OTHER
དུས་	དུས་	NOUN
ཀྱི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ན་	ནས་	PART
རབ་ཏུ་	རབ་ཏུ་	NO_POS
སྐྱེ་བ་	སྐྱེ་བ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
དྲུག་ཅུ་	དྲུག་ཅུ་	NUM
ར་	ལ་	PART
བརྩི་བ་	བརྩི་བ་	VERB
ཞིག་	ཅིག་	PART
ཡོད་	ཡོད་	VERB
དེ་	དེ་	DET
།		PUNCT
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་	ལ་	ADP
ཐུན་མོང་	ཐུན་མོང་	ADJ
དུ་མ་	དུ་མ་	ADJ
གྲགས་པ་	གྲགས་པ་	VERB
ས་	གིས་	PART
ཕལ་ཆེ་བ་	ཕལ་ཆེ་བ་	OTHER
ལ་	ལ་	ADP
གྲགས་པ་	གྲགས་པ་	VERB
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
དག་	དག་	DET
གིས་	གིས་	PART
༑		PUNCT
ལོ་	ལོ་	NOUN
བཅོས་པ་	བཅོས་པ་	VERB
འི་	གི་	PART
ལོ་ཚིགས་	ལོ་ཚིགས་	OTHER
བརྩིས་	བརྩིས་	NO_POS
ཏེ་	སྟེ་	PART
།		PUNCT
དེ་	དེ་	DET
འང་	ཀྱང་	PART
འདི་ལྟར་	འདི་ལྟར་	NO_POS
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
བསོད་ནམས་	བསོད་ནམས་	NOUN
ཅན་	ཅན་	PART
གྲགས་པ་	གྲགས་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
བསོད་ནམས་	བསོད་ནམས་	NOUN
འདོད་པ་	འདོད་པ་	VERB
དག་	དག་	DET
གིས་	གིས་	PART
མངའ་རིས་	མངའ་རིས་	PROPN
སུ་	སུ་	ADP
གཏོགས་	གཏོགས་	VERB
སོ་	སོ་	PART
ཅོག་	ཅོག་	DET
གི་	གི་	PART
བུ་ལོན་	བུ་ལོན་	NOUN
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ས་	གིས་	PART
སྦྱངས་	སྦྱངས་	VERB
ན་	ནས་	PART
།		PUNCT
སྔ་	སྔ་	NOUN
ཟོང་	ཟོང་	NOUN
དུ་	ལ་	PART
སྤྱོད་པ་	སྤྱོད་པ་	VERB
རྣམས་	རྣམས་	DET
བོ་	བོ་	VERB
ཏེ་	སྟེ་	PART
ཟོང་	ཟོང་	NOUN
གསར་པ་	གསར་པ་	VERB
ལ་	ལ་	ADP
རང་	རང་	PRON
གི་	གི་	PART
མིང་	མིང་	NOUN
བཏགས་	བཏགས་	VERB
ན་	ནས་	PART
སྤྱད་པ་	སྤྱད་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
བཟུང་	བཟུང་	NO_POS
སྟེ་	སྟེ་	PART
རིམ་གྱིས་	རིམ་གྱིས་	NO_POS
བརྩི་བ་	བརྩི་བ་	VERB
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
། །		PUNCT
འདི་	འདི་	DET
འི་	གི་	PART
གཏམ་	གཏམ་	NOUN
ནི་	ནི་	NO_POS
ལུགས་	ལུགས་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
གཡུལ་	གཡུལ་	NOUN
བརྟན་	བརྟན་	VERB
འོག་	འོག་	NOUN
ཏུ་	ལ་	PART
ཉི་	ཉི་	NUM
སྟོང་	སྟོང་	NUM
ལོན་	ལོན་	VERB
། །		PUNCT
དགའ་བྱེད་	དགའ་བྱེད་	OTHER
འོག་	འོག་	NOUN
ཏུ་	ལ་	PART
བརྒྱད་	བརྒྱད་	NUM
བརྒྱ་	བརྒྱ་	NUM
སྟེ་	སྟེ་	PART
། །		PUNCT
ཟླ་	ཟླ་	NOUN
སྲུང་	སྲུང་	VERB
ཉི་	ཉི་	NUM
བརྒྱ་	བརྒྱ་	NUM
སུམ་ཅུ་	སུམ་ཅུ་	OTHER
གཅིག་	གཅིག་	NUM
།		PUNCT
བརྗེད་	བརྗེད་	VERB
མང་	མངའ་	VERB
ས་	གིས་	PART
བདུན་	བདུན་	NUM
བརྒྱ་	བརྒྱ་	NUM
ཉི་ཤུ་	ཉི་ཤུ་	NUM
བཞི་	བཞི་	NUM
། །		PUNCT
བལ་	བལ་	PROPN
གནས་	གནས་	NOUN
བརྒྱད་	བརྒྱད་	NUM
བརྒྱ་	བརྒྱ་	NUM
ཅུ་	ཅུ་	NUM
རྩ་	རྩ་	NUM
བཞི་	བཞི་	NUM
"།

།"		PUNCT
གོ་ཆ་	གོ་ཆ་	NOUN
ཉི་	ཉི་	NUM
བརྒྱ་	བརྒྱ་	NUM
བཞི་	བཞི་	NUM
བཅུ་གཉིས་	བཅུ་གཉིས་	NO_POS
། །		PUNCT
ཞེ་	ཅེས་	PART
འབྱུང་	འབྱུང་	VERB
ངོ་	ངོ་	PART
། །		PUNCT
ཡུལ་དབུས་	ཡུལ་དབུས་	NOUN
ཀྱི་	གི་	PART
སྒྲ་ངན་	སྒྲ་ངན་	NO_POS
གྱི་	གི་	PART
བུ་	བུ་	NOUN
བརྒྱ་	བརྒྱ་	NUM
འི་	གི་	PART
གཅེན་	གཅེན་	NOUN
འཐབ་	འཐབ་	VERB
དཀའ་	དཀའ་	VERB
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
བྱུང་བ་	བྱུང་བ་	VERB
ན་	ན་	ADP
རྩོད་པ་	རྩོད་པ་	VERB
འི་	གི་	PART
དུས་	དུས་	NOUN
ཀྱི་	གི་	PART
མགོ་	མགོ་	NOUN
ཟུག་	ཟུག་	VERB
གོ་	གོ་	VERB
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
སྒྲ་	སྒྲ་	NOUN
ཟླ་	ཟླ་	NOUN
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
སྐྱ་སེང་	སྐྱ་སེང་	OTHER
གི་	གི་	PART
བུ་	བུ་	NOUN
ལྔ་	ལྔ་	NUM
འི་	གི་	PART
གཅེན་	གཅེན་	NOUN
གཡུལ་ངོ་	གཡུལ་ངོ་	NOUN
ར་	ལ་	PART
བརྟན་པ་	བརྟན་པ་	VERB
ཞེས་་	ཞེས་པ་	PART
ས་	གིས་	PART
ལོ་	ལོ་	NOUN
བཅོ་	བཅོ་	NUM
ས་	གིས་	PART
ན་	ནས་	PART
ལོ་	ལོ་	NOUN
ཉི་	ཉི་	NUM
སྟོང་	སྟོང་	NUM
དུ་	ལ་	PART
ཉེ་བ་	ཉེ་བ་	VERB
འི་	གི་	PART
ཚེ་	ཚེ་	NOUN
།		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
གཤེགས་པ་	གཤེགས་པ་	VERB
ཤཱཀྱ་	ཤཱཀྱ་	PROPN
ཐུབ་པ་	ཐུབ་པ་	VERB
བྱོན་	བྱོན་	VERB
ནོ་	གོ་	PART
། །		PUNCT
འདི་	འདི་	DET
ལ་	ལ་	ADP
འགའ་ཞིག་	འགའ་ཞིག་	OTHER
དེ་བཞིན་	དེ་བཞིན་	OTHER
གཤེགས་པ་	གཤེགས་པ་	VERB
རྒྱ་ནག་	རྒྱ་ནག་	PROPN
གི་	གི་	PART
ལུགས་	ལུགས་	NOUN
ཀྱིས་	གིས་	PART
བྱི་བ་	བྱི་བ་	NOUN
འི་	གི་	PART
ལོ་	ལོ་	NOUN
ཡིན་	ཡིན་	NO_POS
ལ་	ལ་	ADP
།		PUNCT
དགུང་ལོ་	དགུང་ལོ་	NOUN
བརྒྱད་ཅུ་	བརྒྱད་ཅུ་	NO_POS
གྱ་	གྱ་	NOUN
གཉིས་	གཉིས་	NUM
བཞེས་	བཞེས་	VERB
ན་	ནས་	PART
བྱ་	བྱ་	VERB
འི་	གི་	PART
ལོ་	ལོ་	NOUN
ལ་	ལ་	ADP
འདའ་	འདའ་	VERB
ཞེ་	ཅེས་	PART
ཟེར་བ་	ཟེར་བ་	VERB
ནི་	ནི་	NO_POS
མ་	མ་	PART
དག་པ་	དག་པ་	VERB
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
། །		PUNCT
འོ་ན་	འོ་ན་	NO_POS
ཇི་ལྟ་		
ཡིན་	ཡིན་	NO_POS
ཞེ་ན་	ཅེ་ན་	PART
༑		PUNCT
དུས་	དུས་	NOUN
ཀྱི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
འི་	གི་	PART
མིང་	མིང་	NOUN
གིས་	གིས་	PART
བཏགས་	བཏགས་	VERB
ན་	ན་	ADP
རབ་ཏུ་	རབ་ཏུ་	NO_POS
སྐྱེ་བ་	སྐྱེ་བ་	VERB
ལ་	ལ་	ADP
ལྷུམས་	ལྷུམས་	NOUN
སུ་	སུ་	ADP
ཞུགས་	ཞུགས་	VERB
ན་	ནས་	PART
འབྱོར་པ་	འབྱོར་པ་	NOUN
ལ་	ལ་	ADP
བལྟམས་	བལྟམས་	NO_POS
སོ་	སོ་	PART
། །		PUNCT
རྒྱ་	རྒྱ་	NOUN
དང་	དང་	NO_POS
བོད་	བོད་	PROPN
ཀྱི་	གི་	PART
ལོ་	ལོ་	NOUN
འི་	གི་	PART
མིང་	མིང་	NOUN
གིས་	གིས་	PART
བཏགས་	བཏགས་	VERB
ན་	ན་	ADP
།		PUNCT
མེ་མོ་ཡོས་	མེ་མོ་ཡོས་	NOUN
ལ་	ལ་	ADP
ལྷུམས་	ལྷུམས་	NOUN
སུ་	སུ་	ADP
ཞུགས་	ཞུགས་	VERB
ན་	ནས་	PART
ས་ཕོ་	ས་ཕོ་	NO_POS
འབྲུག་	འབྲུག་	NOUN
ལ་	ལ་	ADP
བལྟམས་	བལྟམས་	NO_POS
སོ་	སོ་	PART
། །		PUNCT
ཆུ་ཕོ་	ཆུ་ཕོ་	NO_POS
སྟག་	སྟག་	NOUN
ལ་	ལ་	ADP
མངོན་པ་	མངོན་པ་	OTHER
རྫོགས་པ་	རྫོགས་པ་	VERB
ར་	ལ་	PART
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ན་	ནས་	PART
།		PUNCT
མེ་མོ་	མེ་མོ་	NO_POS
ཕག་	ཕག་	NOUN
གི་	གི་	PART
ལོ་	ལོ་	NOUN
རྫོགས་	རྫོགས་	VERB
ན་	ནས་	PART
།		PUNCT
ས་ཕོ་	ས་ཕོ་	NO_POS
བྱི་བ་	བྱི་བ་	NOUN
འི་	གི་	PART
འགོ་རྩོམ་པ་	འགོ་རྩོམ་པ་	NO_POS
འི་	གི་	PART
མཚམས་	མཚམས་	NOUN
ལ་	ལ་	ADP
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
མྱ་ངན་	མྱ་ངན་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
འདའ་	འདའ་	VERB
སོ་	སོ་	PART
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ས་ཕོ་	ས་ཕོ་	NO_POS
བྱི་བ་	བྱི་བ་	NOUN
ན་	ནས་	PART
བརྩམས་	བརྩམས་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
བརྒྱ་	བརྒྱ་	NUM
སུམ་ཅུ་	སུམ་ཅུ་	OTHER
སོ་	སོ་	PART
བདུན་	བདུན་	NUM
ན་	ན་	ADP
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
དགའ་བྱེད་	དགའ་བྱེད་	OTHER
བྱུང་	བྱུང་	VERB
ངོ་	ངོ་	PART
ཞེ་	ཅེས་	PART
རྟོག་གེ་	རྟོག་གེ་	NOUN
འབར་བ་	འབར་བ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
འབྱུང་	འབྱུང་	VERB
ངོ་	ངོ་	PART
། །		PUNCT
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
དེ་	དེ་	DET
ས་	གིས་	PART
ལོ་	ལོ་	NOUN
བཅོ་	བཅོ་	NUM
ས་	གིས་	PART
ན་	ནས་	PART
ལོ་	ལོ་	NOUN
བརྒྱད་	བརྒྱད་	NUM
བརྒྱ་	བརྒྱ་	NUM
ན་	ན་	ADP
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ཟླ་	ཟླ་	NOUN
སྲུང་	སྲུང་	VERB
བྱུང་	བྱུང་	VERB
ངོ་	ངོ་	PART
། །		PUNCT
དེ་	དེ་	DET
ས་	གིས་	PART
ལོ་	ལོ་	NOUN
བཅོ་	བཅོ་	NUM
ས་	གིས་	PART
ན་	ནས་	PART
ཉི་	ཉི་	NUM
བརྒྱ་	བརྒྱ་	NUM
སུམ་ཅུ་	སུམ་ཅུ་	OTHER
གཅིག་	གཅིག་	NUM
ན་	ན་	ADP
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
བརྗེད་	བརྗེད་	VERB
མང་	མངའ་	VERB
ས་	གིས་	PART
བྱུང་	བྱུང་	VERB
ངོ་	ངོ་	PART
། །		PUNCT
དེ་	དེ་	DET
ས་	གིས་	PART
ལོ་	ལོ་	NOUN
བཅོ་	བཅོ་	NUM
ས་	གིས་	PART
ན་	ནས་	PART
བདུན་	བདུན་	NUM
བརྒྱ་	བརྒྱ་	NUM
ཉི་ཤུ་	ཉི་ཤུ་	NUM
རྩ་	རྩ་	NUM
བཞི་	བཞི་	NUM
ལོན་པ་	ལོན་པ་	VERB
ན་	ནས་	PART
འཕྲོ་	འཕྲོ་	NOUN
བཟུང་	བཟུང་	NO_POS
སྟེ་	སྟེ་	PART
།		PUNCT
ལོ་	ལོ་	NOUN
བརྒྱད་	བརྒྱད་	NUM
བརྒྱ་	བརྒྱ་	NUM
བཅུ་བཞི་	བཅུ་བཞི་	NO_POS
ལོན་པ་	ལོན་པ་	VERB
ན་	ན་	ADP
།		PUNCT
བལ་པོ་	བལ་པོ་	PROPN
ར་	ལ་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
འོད་ཟེར་	འོད་ཟེར་	NOUN
གོ་ཆ་	གོ་ཆ་	NOUN
བྱུང་	བྱུང་	VERB
ངོ་	ངོ་	PART
། །		PUNCT
དེ་	དེ་	DET
ས་	གིས་	PART
ལོ་	ལོ་	NOUN
བཅོ་	བཅོ་	NUM
ས་	གིས་	PART
ན་	ནས་	PART
ཉི་	ཉི་	NUM
བརྒྱ་	བརྒྱ་	NUM
བཞི་	བཞི་	NUM
བཅུ་	བཅུ་	NUM
རྩ་	རྩ་	NUM
གཉིས་	གཉིས་	NUM
ལོན་པ་	ལོན་པ་	VERB
ན་	ན་	ADP
།		PUNCT
བོད་	བོད་	PROPN
ཀྱི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ཁྲི་	ཁྲི་	NUM
གཙུག་	གཙུག་	NOUN
ལྡེའུ་	ལྡེའུ་	OTHER
བཙན་	བཙན་	VERB
བྱུང་	བྱུང་	VERB
ངོ་	ངོ་	PART
། །		PUNCT
དེ་	དེ་	DET
འང་	ཀྱང་	PART
བློན་པོ་	བློན་པོ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
ཞང་	ཞང་	PROPN
ཁྲི་	ཁྲི་	NUM
འབུམ་	འབུམ་	NUM
རྗེ་	རྗེ་	NO_POS
སྟག་	སྟག་	NOUN
སྙ་	སྙ་	NO_POS
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ས་	གིས་	PART
རྒྱ་	རྒྱ་	NOUN
དྲུག་	དྲུག་	NUM
སྤ་བཀོང་	སྤ་བཀོང་	NO_POS
ན་	ནས་	PART
འཇལ་དུམ་	འཇལ་དུམ་	NO_POS
ཆུ་	ཆུ་	VERB
གསོན་	གསོན་	VERB
ཏེ་	སྟེ་	PART
༑		PUNCT
ཆུ་ཕོ་	ཆུ་ཕོ་	NO_POS
སྟག་	སྟག་	NOUN
གི་	གི་	PART
ལོ་	ལོ་	NOUN
ལ་	ལ་	ADP
རྒྱ་	རྒྱ་	NOUN
དང་	དང་	NO_POS
འཇལ་དུམ་	འཇལ་དུམ་	NO_POS
བྱ་	བྱ་	VERB
།		PUNCT
ཆུ་མོ་	ཆུ་མོ་	OTHER
ཡོས་བུ་	ཡོས་བུ་	NO_POS
འི་	གི་	PART
ལོ་	ལོ་	NOUN
ལ་	ལ་	ADP
ཧོར་	ཧོར་	PROPN
དང་	དང་	NO_POS
འཇལ་དུམ་	འཇལ་དུམ་	NO_POS
བྱ་	བྱ་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
ཆུ་ཕོ་	ཆུ་ཕོ་	NO_POS
སྟག་	སྟག་	NOUN
གི་	གི་	PART
ལོ་	ལོ་	NOUN
འདི་	འདི་	DET
ཕན་ཆད་	ཕན་ཆད་	ADV
ལ་	ལ་	ADP
།		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
མྱ་ངན་	མྱ་ངན་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
འདའ་	འདའ་	VERB
ན་	ནས་	PART
།		PUNCT
ལོ་	ལོ་	NOUN
ཉི་	ཉི་	NUM
སྟོང་	སྟོང་	NUM
དགུ་	དགུ་	NUM
བརྒྱ་	བརྒྱ་	NUM
ལྔ་	ལྔ་	NUM
བཅུ་	བཅུ་	NUM
རྩ་	རྩ་	NUM
ལྔ་	ལྔ་	NUM
ལོན་	ལོན་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
སླན་ཆད་	སླན་ཆད་	ADV
ཀྱང་	ཀྱང་	PART
དེ་བཞིན་	དེ་བཞིན་	OTHER
དུ་	ལ་	PART
བརྩིའོ་		NON_WORD
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
མེ་ཕོ་	མེ་ཕོ་	OTHER
འབྲུག་	འབྲུག་	NOUN
གི་	གི་	PART
ལོ་	ལོ་	NOUN
ལ་	ལ་	ADP
བྲུ་	བྲུ་	PROPN
ཞ་	ཞ་	OTHER
ཡུལ་	ཡུལ་	NOUN
གྱི་	གི་	PART
འདུན་ས་	འདུན་ས་	NO_POS
ཤིབ་		NON_WORD
བེ་	བེ་	NO_POS
ལྕོག་	ལྕོག་	VERB
ལ་	ལ་	ADP
ཚལ་	ཚལ་	NOUN
དུ་	ལ་	PART
སྟོད་	སྟོད་	NOUN
ཀྱི་	གི་	PART
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
གཞི་	གཞི་	NOUN
འཛིན་པ་	འཛིན་པ་	VERB
བནྡེ་		NON_WORD
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
བློ་གྲོས་	བློ་གྲོས་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ཞང་	ཞང་	PROPN
སྐྱིད་	སྐྱིད་	NO_POS
སུམ་	སུམ་	NUM
རྗེ་	རྗེ་	NO_POS
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ས་	གིས་	PART
བསྡུས་པ་	བསྡུས་པ་	VERB
འི་	གི་	PART
དུས་	དུས་	NOUN
སུ་	སུ་	ADP
བརྩིས་པ་	བརྩིས་པ་	VERB
ན་	ན་	ADP
།		PUNCT
ལོ་	ལོ་	NOUN
ཉི་	ཉི་	NUM
སྟོང་	སྟོང་	NUM
དགུ་	དགུ་	NUM
བརྒྱ་	བརྒྱ་	NUM
