form	lemma	POS	morph
དོར་	དོར་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
ཤཱ་རི་	ཤཱ་རི་	PROPN
འི་	གི་	PART
བུ་	བུ་	VERB
ཆོ་	ཆོ་	NOUN
བཤད་	བཤད་	VERB
ན་	ན་	ADP
།		PUNCT
དགེ་སློང་	དགེ་སློང་	NOUN
ལྔ་	ལྔ་	NUM
བརྒྱ་	བརྒྱ་	NUM
དགྲ་བཅོམ་པ་	དགྲ་བཅོམ་པ་	NOUN
ར་	ལ་	PART
འགྱུར་བ་	འགྱུར་བ་	VERB
ར་	ལ་	PART
མཐོང་	མཐོང་	VERB
ན་	ནས་	PART
།		PUNCT
འཕགས་པ་	འཕགས་པ་	VERB
འཇམ་དཔལ་	འཇམ་དཔལ་	PROPN
གྱིས་	གིས་	PART
དེ་	དེ་	DET
འི་	གི་	PART
སྔོན་	སྔོན་	ADV
ལ་	ལ་	ADP
ཆོ་	ཆོ་	NOUN
ཟབ་མོ་	ཟབ་མོ་	ADJ
གསུངས་པ་	གསུངས་པ་	VERB
ས་	གིས་	PART
དགེ་སློང་	དགེ་སློང་	NOUN
དེ་དག་	དེ་དག་	OTHER
མ་མོ་	མ་མོ་	NOUN
ས་	གིས་	PART
ན་	ནས་	PART
འབའ་	འབའ་	VERB
བཞིན་	བཞིན་	NOUN
དུ་	ལ་	PART
སེམས་ཅན་	སེམས་ཅན་	NOUN
དམྱལ་བ་	དམྱལ་བ་	NOUN
ར་	ལ་	PART
ལྷུང་	ལྷུང་	VERB
ངོ་	ངོ་	PART
། །		PUNCT
འཇམ་དཔལ་	འཇམ་དཔལ་	PROPN
ལ་	ལ་	ADP
ཤཱ་རི་	ཤཱ་རི་	PROPN
འི་	གི་	PART
བུ་	བུ་	VERB
སྨྲས་པ་	སྨྲས་པ་	VERB
།		PUNCT
ཁྱོད་	ཁྱོད་	PRON
ཀྱིས་	གིས་	PART
ལས་མི་	ལས་མི་	NOUN
བཟད་པ་	བཟད་པ་	VERB
བྱ་	བྱ་	VERB
སོ་	སོ་	PART
། །		PUNCT
འཇམ་དཔལ་	འཇམ་དཔལ་	PROPN
གྱིས་	གིས་	PART
སྨྲས་པ་	སྨྲས་པ་	VERB
ཤཱ་རི་	ཤཱ་རི་	PROPN
འི་	གི་	PART
བུ་	བུ་	NOUN
དེ་དེ་	དེ་དེ་	NO_POS
བཞིན་	བཞིན་	NOUN
ཏེ་	སྟེ་	PART
ཁོ་བོ་	ཁོ་བོ་	PRON
ས་	གིས་	PART
ལས་མི་	ལས་མི་	NOUN
བཟད་པ་	བཟད་པ་	VERB
བྱ་	བྱ་	VERB
སོ་	སོ་	PART
། །		PUNCT
དེ་	དེ་	DET
ར་	ལ་	PART
བཅོམ་ལྡན་འདས་	བཅོམ་ལྡན་འདས་	NOUN
ལ་	ལ་	ADP
ཤཱ་རི་	ཤཱ་རི་	PROPN
འི་	གི་	PART
བུ་	བུ་	VERB
གསོལ་བ་	གསོལ་བ་	VERB
།		PUNCT
འཇམ་དཔལ་	འཇམ་དཔལ་	PROPN
གྱིས་	གིས་	PART
ལས་མི་	ལས་མི་	NOUN
བཟད་པ་	བཟད་པ་	VERB
བགྱི་	བགྱི་	VERB
སོ་	སོ་	PART
། །		PUNCT
བཀའ་	བཀའ་	NOUN
སྩལ་པ་	སྩལ་པ་	VERB
ཅི་	ཅི་	NO_POS
བྱ་	བྱ་	VERB
༑		PUNCT
གསོལ་བ་	གསོལ་བ་	VERB
བདག་	བདག་	PRON
གིས་	གིས་	PART
ཆོ་	ཆོ་	NOUN
བཤད་	བཤད་	VERB
ན་	ན་	ADP
དགྲ་བཅོམ་པ་	དགྲ་བཅོམ་པ་	NOUN
ལྔ་	ལྔ་	NUM
བརྒྱ་	བརྒྱ་	NUM
ར་	ལ་	PART
འགྱུར་བ་	འགྱུར་བ་	VERB
ཞིག་	ཅིག་	PART
ན་	ན་	ADP
།		PUNCT
འཇམ་དཔལ་	འཇམ་དཔལ་	PROPN
གྱིས་	གིས་	PART
ཆོ་	ཆོ་	NOUN
བཤད་པ་	བཤད་པ་	VERB
ས་	གིས་	PART
དེ་དག་	དེ་དག་	OTHER
འབའ་	འབའ་	VERB
བཞིན་	བཞིན་	NOUN
དུ་	ལ་	PART
དམྱལ་བ་	དམྱལ་བ་	NOUN
ར་	ལ་	PART
གྱུར་	གྱུར་	VERB
ཏོ་	གོ་	PART
། །		PUNCT
བཀའ་	བཀའ་	NOUN
སྩལ་པ་	སྩལ་པ་	VERB
།		PUNCT
ཤཱ་རི་	ཤཱ་རི་	PROPN
འི་	གི་	PART
བུ་	བུ་	NOUN
ཁྱོད་	ཁྱོད་	PRON
ཀྱིས་	གིས་	PART
ཆོ་	ཆོ་	NOUN
བཤད་	བཤད་	VERB
ན་	ན་	ADP
དེ་དག་	དེ་དག་	OTHER
དགྲ་བཅོམ་པ་	དགྲ་བཅོམ་པ་	NOUN
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
མོད་	མོད་	VERB
།		PUNCT
གཏན་	གཏན་	NOUN
འཚང་རྒྱ་བ་	འཚང་རྒྱ་བ་	NOUN
འི་	གི་	PART
སྐལ་བ་	སྐལ་བ་	NOUN
མེད་	མེད་	VERB
དོ་	གོ་	PART
། །		PUNCT
འཇམ་དཔལ་	འཇམ་དཔལ་	PROPN
གྱིས་	གིས་	PART
ཆོ་	ཆོ་	NOUN
བཤད་པ་	བཤད་པ་	VERB
ས་	གིས་	PART
རེ་ཞིག་	རེ་ཞིག་	NO_POS
དམྱལ་བ་	དམྱལ་བ་	NOUN
ར་	ལ་	PART
གྱུར་	གྱུར་	VERB
ཀྱང་	ཀྱང་	PART
དེ་ནས་	དེ་ནས་	NO_POS
ཐ་	ཐ་	VERB
ཏེ་	སྟེ་	PART
མྱུར་	མྱུར་	VERB
དུ་	ལ་	PART
མངོན་པ་	མངོན་པ་	OTHER
རྫོགས་པ་	རྫོགས་པ་	VERB
ར་	ལ་	PART
འཚང་རྒྱ་བ་	འཚང་རྒྱ་བ་	NOUN
ས་	གིས་	PART
།		PUNCT
འཇམ་དཔལ་	འཇམ་དཔལ་	PROPN
ཉིད་	ཉིད་	DET
ཐབས་མཁས་པ་	ཐབས་མཁས་པ་	NO_POS
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
རྒྱས་པ་	རྒྱས་པ་	VERB
ར་	ལ་	PART
གསུངས་	གསུངས་	VERB
སོ་	སོ་	PART
། །		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
དུ་	ལ་	PART
ཉན་ཐོས་	ཉན་ཐོས་	NOUN
དང་	དང་	NO_POS
རང་རྒྱལ་	རང་རྒྱལ་	NOUN
གོལ་ས་	གོལ་ས་	VERB
ཆེ་བ་	ཆེ་བ་	VERB
ས་	གིས་	PART
མདོ་	མདོ་	NOUN
རྒྱུད་	རྒྱུད་	NOUN
དང་	དང་	NO_POS
བསྟན་བཅོས་	བསྟན་བཅོས་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་	ལ་	ADP
ས་	གིས་	PART
དགག་པ་	དགག་པ་	VERB
མཛད་	མཛད་	VERB
དོ་	གོ་	PART
། །		PUNCT
ཤོ་	ཤོ་	NOUN
ར་	ལ་	PART
ས་	ས་	ADP
བཞི་	བཞི་	NUM
ལ་	ལ་	ADP
ས་	གིས་	PART
ཆེ་བ་	ཆེ་བ་	VERB
རྨོངས་པ་	རྨོངས་པ་	VERB
འི་	གི་	PART
སྒོམ་པ་	སྒོམ་པ་	VERB
ར་	ལ་	PART
ཤོར་བ་	ཤོར་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཞི་གནས་	ཞི་གནས་	NOUN
སུ་	སུ་	ADP
ཤོ་	ཤོ་	NOUN
ར་	ལ་	PART
ན་	ན་	ADP
ཐབས་མཁས་པ་	ཐབས་མཁས་པ་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
ས་ལམ་	ས་ལམ་	OTHER
དང་	དང་	NO_POS
།		PUNCT
འབྲས་བུ་	འབྲས་བུ་	NOUN
སྐུ་གསུམ་	སྐུ་གསུམ་	OTHER
དང་	དང་	NO_POS
།		PUNCT
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ལྔ་	ལྔ་	NUM
དང་	དང་	NO_POS
།		PUNCT
སྟོབས་	སྟོབས་	NOUN
བཅུ་	བཅུ་	NUM
དང་	དང་	NO_POS
།		PUNCT
མི་	མི་	PART
འཇིགས་པ་	འཇིགས་པ་	VERB
བཞི་	བཞི་	NUM
དང་	དང་	NO_POS
།		PUNCT
སོ་སོ་	སོ་སོ་	PRON
ཡང་དག་པ་	ཡང་དག་པ་	ADJ
ར་	ལ་	PART
རིག་པ་	རིག་པ་	VERB
བཞི་	བཞི་	NUM
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ན་	ནས་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
མཁྱེན་པ་	མཁྱེན་པ་	VERB
ཉིད་	ཉིད་	DET
ཀྱི་	གི་	PART
བ་	བ་	NOUN
གྱི་	གི་	PART
ཐུན་མོང་	ཐུན་མོང་	ADJ
དང་	དང་	NO_POS
ཐུན་མོང་	ཐུན་མོང་	ADJ
མ་ཡིན་པ་	མ་ཡིན་པ་	OTHER
འི་	གི་	PART
ཡོན་ཏན་	ཡོན་ཏན་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱི་	གི་	PART
གེགས་	གེགས་	NOUN
སུ་	སུ་	ADP
འགྱུར་	འགྱུར་	VERB
རོ་	རོ་	NOUN
༑ ༑		PUNCT
བརྒྱ་ལ་	བརྒྱ་ལ་	NO_POS
གནས་ལུགས་	གནས་ལུགས་	VERB
ལ་	ལ་	ADP
སེམས་	སེམས་	NOUN
འཇོག་པ་	འཇོག་པ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
བཟློག་	བཟློག་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ཀྱི་	གི་	PART
བྱིན་རླབས་	བྱིན་རླབས་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ས་	གིས་	PART
བསྐུལ་	བསྐུལ་	VERB
ཏེ་	སྟེ་	PART
ཐབས་མཁས་པ་	ཐབས་མཁས་པ་	NO_POS
ལ་	ལ་	ADP
འབད་	འབད་	VERB
དུ་	ལ་	PART
ཟིན་	ཟིན་	VERB
ཡང་	ཀྱང་	PART
བཟོ་	བཟོ་	NO_POS
ཉེས་པ་	ཉེས་པ་	VERB
འཆོས་པ་	འཆོས་པ་	VERB
ལྟ་	ལྟ་	OTHER
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
འཐོབ་པ་	འཐོབ་པ་	VERB
ལ་	ལ་	ADP
ཡུན་རིང་	ཡུན་རིང་	NOUN
དུ་	ལ་	PART
འགོ་	འགོ་	NO_POS
ར་	ལ་	PART
ཏེ་	སྟེ་	PART
།		PUNCT
མདོ་སྡེ་	མདོ་སྡེ་	NOUN
རྒྱན་	རྒྱན་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
དེ་	དེ་	DET
གཉིས་	གཉིས་	NUM
ཡང་ན་	ཡང་ན་	NO_POS
ས་	གིས་	PART
ཡང་	ཀྱང་	PART
དུ་	ལ་	PART
ནི་	ནི་	NO_POS
། །		PUNCT
རང་སེམས་	རང་སེམས་	NOUN
ཀུན་	ཀུན་	DET
ཏུ་	ལ་	PART
འབྱུང་	འབྱུང་	VERB
ལྡན་པ་	ལྡན་པ་	VERB
ས་	གིས་	PART
།།		PUNCT
མྱ་ངན་	མྱ་ངན་	NOUN
འདའ་	འདའ་	VERB
ལ་	ལ་	ADP
མངོན་དག་	མངོན་དགའ་	NO_POS
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
། །		PUNCT
རྟོགས་པ་	རྟོགས་པ་	VERB
བུལ་བ་	བུལ་བ་	VERB
ཡིན་པ་	ཡིན་པ་	AUX
ར་	ལ་	PART
འདོད་	འདོད་	VERB
། །		PUNCT
ཅེས་	ཅེས་	PART
གསུངས་པ་	གསུངས་པ་	VERB
ལྟ་	ལྟ་	OTHER
རོ་	རོ་	NOUN
། །		PUNCT
བྲམ་ཟེ་	བྲམ་ཟེ་	NOUN
སྐུད་པ་	སྐུད་པ་	VERB
འཁལ་བ་	འཁལ་བ་	NO_POS
འང་	ཀྱང་	PART
དཔེ་	དཔེ་	NOUN
ར་	ལ་	PART
མི་	མི་	PART
རུང་	རུང་	SCONJ
སྟེ་	སྟེ་	PART
།		PUNCT
སྐུད་པ་	སྐུད་པ་	VERB
འཁལ་བ་	འཁལ་བ་	NO_POS
ལ་	ལ་	ADP
བལ་	བལ་	PROPN
ལྕིག་པ་	ལྕིག་པ་	NON_WORD
དང་	དང་	NO_POS
།		PUNCT
སྙོད་པ་	སྙོད་པ་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
ལྷོད་	ལྷོད་	NO_POS
ན་	ན་	ADP
སྒྲིམ་པ་	སྒྲིམ་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
གྲིམས་		NON_WORD
ན་	ན་	ADP
ཀློད་པ་	ཀློད་པ་	NON_WORD
དང་	དང་	NO_POS
།		PUNCT
སྦཽམ་		NON_WORD
ཕྲ་	ཕྲ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
འཇུར་	འཇུར་	NO_POS
མདུད་	མདུད་	NO_POS
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
མ་བཅོས་པ་	མ་བཅོས་པ་	NO_POS
ར་	ལ་	PART
སྐུད་པ་	སྐུད་པ་	VERB
ལེགས་པོ་	ལེགས་པོ་	ADJ
མི་	མི་	PART
སྲིད་	སྲིད་	NOUN
དོ་	གོ་	PART
། །		PUNCT
དེས་ན་	དེས་ན་	NO_POS
མ་བཅོས་པ་	མ་བཅོས་པ་	NO_POS
ར་	ལ་	PART
བཞག་	བཞག་	VERB
ན་	ན་	ADP
བལ་	བལ་	PROPN
གྱི་	གི་	PART
ཕུང་པོ་	ཕུང་པོ་	NOUN
ཉིད་	ཉིད་	DET
ལས་མི་	ལས་མི་	NOUN
འདའ་	འདའ་	VERB
ལ་	ལ་	ADP
།		PUNCT
བལ་	བལ་	PROPN
བླངས་	བླངས་	VERB
ཏེ་	སྟེ་	PART
སྐུད་པ་	སྐུད་པ་	VERB
རྩོམ་པ་	རྩོམ་པ་	VERB
དེ་ཉིད་	དེ་ཉིད་	NOUN
བཅོས་པ་	བཅོས་པ་	VERB
ཡིན་མོད་	ཡིན་མོད་	NO_POS
།		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
དུ་	ལ་	PART
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
ཡང་	ཀྱང་	PART
མ་བཅོས་པ་	མ་བཅོས་པ་	NO_POS
ར་	ལ་	PART
རང་	རང་	PRON
ག་	ག་	NOUN
འཇོག་	འཇོག་	VERB
ན་	ན་	ADP
བླ་མ་	བླ་མ་	NOUN
འི་	གི་	PART
གདམས་ངག་	གདམས་ངག་	NOUN
གཅིག་	གཅིག་	NUM
དགོས་	དགོས་	VERB
།		PUNCT
གོལ་ས་	གོལ་ས་	VERB
གསུམ་	གསུམ་	NUM
།		PUNCT
ཤོ་	ཤོ་	NOUN
ར་	ལ་	PART
ས་	ས་	ADP
བཞི་	བཞི་	NUM
བཅད་	བཅད་	VERB
ན་	ནས་	PART
།		PUNCT
གཉུག་	གཉུག་	NO_POS
མ་	མ་	PART
བསྒོམ་པ་	བསྒོམ་པ་	VERB
དེ་ཉིད་	དེ་ཉིད་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
བཅོ་	བཅོ་	NUM
ས་	གིས་	PART
ཚབས་	ཚབས་	NOUN
ཆེ་བ་	ཆེ་བ་	VERB
གཞན་	གཞན་	DET
ཅི་	ཅི་	NO_POS
ཡོད་	ཡོད་	VERB
།		PUNCT
དེས་ན་	དེས་ན་	NO_POS
དཔེ་	དཔེ་	NOUN
དོན་	དོན་	NOUN
ཕྱིན་	ཕྱིན་	VERB
ཅི་	ཅི་	NO_POS
ལོག་	ལོག་	VERB
ཏུ་	ལ་	PART
གྱུར་པ་	གྱུར་པ་	VERB
ས་	གིས་	PART
རྒྱ་ནག་	རྒྱ་ནག་	PROPN
མཁན་པོ་	མཁན་པོ་	NOUN
འི་	གི་	PART
ཁྱུང་	ཁྱུང་	NOUN
གི་	གི་	PART
དཔེ་	དཔེ་	NOUN
ལྟ་	ལྟ་	OTHER
བརྟག་	བརྟག་	VERB
མི་	མི་	PART
བཟོད་པ་	བཟོད་པ་	VERB
བླུན་པོ་	བླུན་པོ་	ADJ
དགའ་བ་	དགའ་བ་	VERB
ར་	ལ་	PART
བྱེད་པ་	བྱེད་པ་	VERB
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
། །		PUNCT
གསུམ་པ་	གསུམ་པ་	NUM
དེང་སང་	དེང་སང་	ADV
གྲགས་པ་	གྲགས་པ་	VERB
སེམས་	སེམས་	NOUN
ཙམ་	ཙམ་	DET
རྣམ་	རྣམ་	NOUN
མེད་པ་	མེད་པ་	VERB
འི་	གི་	PART
སྒོམ་	སྒོམ་	VERB
ལ་	ལ་	ADP
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
ར་	ལ་	PART
འདོད་པ་	འདོད་པ་	VERB
དགག་པ་	དགག་པ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
ཤཱནྟི་པ་	ཤཱནྟི་པ་	NON_WORD
ས་	གིས་	PART
སེམས་	སེམས་	NOUN
ཙམ་	ཙམ་	DET
རྒྱན་	རྒྱན་	NOUN
དང་	དང་	NO_POS
།		PUNCT
མན་ངག་	མན་ངག་	NOUN
ཅེས་པ་	ཅེས་པ་	PART
འི་	གི་	PART
བསྟན་བཅོས་	བསྟན་བཅོས་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
རྩེ་གཅིག་	རྩེ་གཅིག་	ADJ
སྤྲོས་བྲལ་	སྤྲོས་བྲལ་	ADJ
རོ་	རོ་	NOUN
གཅིག་	གཅིག་	NUM
སྒོམ་	སྒོམ་	VERB
མེད་	མེད་	VERB
ཅེས་	ཅེས་	PART
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
བཞི་	བཞི་	NUM
གསུངས་པ་	གསུངས་པ་	VERB
ནི་	ནི་	NO_POS
སེམས་	སེམས་	NOUN
ཙམ་	ཙམ་	DET
རྣམ་	རྣམ་	NOUN
མེད་པ་	མེད་པ་	VERB
འི་	གི་	PART
སྒོམ་	སྒོམ་	VERB
ཡིན་	ཡིན་	NO_POS
གྱི་	གི་	PART
།		PUNCT
དབུ་མ་	དབུ་མ་	PROPN
ཡན་ཆད་	ཡན་ཆད་	ADV
ལ་	ལ་	ADP
འང་	ཀྱང་	PART
འདི་	འདི་	DET
མ་	མ་	PART
གྲག་	གྲག་	VERB
སོ་	སོ་	PART
། །		PUNCT
གལ་ཏེ་	གལ་ཏེ་	NO_POS
འདི་	འདི་	DET
ལ་མོ་	ལ་མོ་	OTHER
ས་	གིས་	PART
ན་	ན་	ADP
ཤཱནྟི་པ་	ཤཱནྟི་པ་	NON_WORD
འི་	གི་	PART
གཞུང་	གཞུང་	NOUN
ཉིད་	ཉིད་	DET
དུ་	ལ་	PART
བལྟ་བ་	བལྟ་བ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དེང་སང་	དེང་སང་	ADV
བོད་	བོད་	PROPN
ཁ་ཅིག་	ཁ་ཅིག་	PRON
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
བཞི་	བཞི་	NUM
ལམ་	གམ་	PART
ལྔ་	ལྔ་	NUM
འམ་	གམ་	PART
།		PUNCT
ས་བཅུ་	ས་བཅུ་	NO_POS
ལ་	ལ་	ADP
སྦྱར་	སྦྱར་	VERB
ན་	ནས་	PART
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
འི་	གི་	PART
སྒོམ་	སྒོམ་	VERB
དུ་	ལ་	PART
བྱེད་པ་	བྱེད་པ་	VERB
མཐོང་	མཐོང་	VERB
སྟེ་	སྟེ་	PART
འདི་	འདི་	DET
མི་	མི་	PART
འཐད་	འཐད་	VERB
དེ་	དེ་	DET
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
རྒྱུ་མཚན་	རྒྱུ་མཚན་	NOUN
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
གསང་སྔགས་	གསང་སྔགས་	NOUN
ཀྱི་	གི་	PART
དབང་	དབང་	NOUN
དང་	དང་	NO_POS
།		PUNCT
རིམ་གཉིས་	རིམ་གཉིས་	OTHER
ཀྱི་	གི་	PART
ཏིང་ངེ་འཛིན་	ཏིང་ངེ་འཛིན་	NOUN
གྱི་	གི་	PART
བྱེ་བྲག་	བྱེ་བྲག་	NOUN
ཡིན་	ཡིན་	NO_POS
ལ་	ལ་	ADP
།		PUNCT
འདི་	འདི་	DET
ནི་	ནི་	NO_POS
དཻ་		NON_WORD
མ་	མ་	PART
ཡིན་	ཡིན་	NO_POS
ཏཻ་		NON_WORD
རྒྱུད་སྡེ་	རྒྱུད་སྡེ་	NOUN
རྣམས་	རྣམས་	DET
ལ་	ལ་	ADP
ས་	གིས་	PART
ནི་	ནི་	NO_POS
ནང་	ནང་	NOUN
རྟེན་འབྲེལ་	རྟེན་འབྲེལ་	NOUN
གྱི་	གི་	PART
ས་ལམ་	ས་ལམ་	OTHER
ངོ་མཚར་	ངོ་མཚར་	ADJ
ཅན་	ཅན་	PART
གསུངས་	གསུངས་	VERB
ཀྱི་	གི་	PART
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
བཞི་	བཞི་	NUM
ལ་	ལ་	ADP
ས་ལམ་	ས་ལམ་	OTHER
དུ་	ལ་	PART
གང་	གང་	NO_POS
ན་	ནས་	PART
ཀྱང་	ཀྱང་	PART
གསུངས་པ་	གསུངས་པ་	VERB
མེད་པ་	མེད་པ་	VERB
ས་	གིས་	PART
རང་བཟོ་	རང་བཟོ་	NO_POS
ཡིན་	ཡིན་	NO_POS
ཞིང་	ཞིང་	SCONJ
།		PUNCT
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
ཆེན་པོ་པ་	ཆེན་པོ་པ་	ADJ
ཁོ་རང་	ཁོ་རང་	NO_POS
ལ་	ལ་	ADP
ཡང་	ཀྱང་	PART
འདི་	འདི་	DET
མི་	མི་	PART
འཐད་	འཐད་	VERB
དེ་	དེ་	DET
།		PUNCT
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
ཆིག་ཆོད་	ཆིག་ཆོད་	NO_POS
ལ་	ལ་	ADP
། །		PUNCT
ས་ལམ་	ས་ལམ་	OTHER
བརྩི་བ་	བརྩི་བ་	VERB
འི་	གི་	PART
རྨོངས་པ་	རྨོངས་པ་	VERB
འཁྲུལ་	འཁྲུལ་	NO_POS
། །		PUNCT
ཞེ་	ཅེས་	PART
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
ཆིག་ཆོད་	ཆིག་ཆོད་	NO_POS
ལ་	ལ་	ADP
ས་ལམ་	ས་ལམ་	OTHER
བརྩིར་		NON_WORD
མེད་	མེད་	VERB
ཅེས་	ཅེས་	PART
ཟེར་བ་	ཟེར་བ་	VERB
དང་	དང་	NO_POS
འགལ་བ་	འགལ་བ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
རོ་	རོ་	NOUN
། །		PUNCT
བཞི་པ་	བཞི་པ་	ADJ
ཤེས་རབ་	ཤེས་རབ་	NOUN
ཀྱི་	གི་	PART
ཕ་རོལ་	ཕ་རོལ་	NOUN
ཏུ་	ལ་	PART
ཕྱིན་པ་	ཕྱིན་པ་	VERB
ལྟ་	ལྟ་	OTHER
སྣང་	སྣང་	VERB
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
ར་	ལ་	PART
འདོད་པ་	འདོད་པ་	VERB
དགག་པ་	དགག་པ་	VERB
ན་	ན་	ADP
༑		PUNCT
འགའ་ཞིག་	འགའ་ཞིག་	OTHER
འབུམ་	འབུམ་	NUM
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
ཆོ་	ཆོ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ནམ་མཁ་	ནམ་མཁའ་	NOUN
འི་	གི་	PART
ངང་ཚུལ་	ངང་ཚུལ་	OTHER
ཅན་	ཅན་	PART
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
ར་	ལ་	PART
སེམས་ཅན་	སེམས་ཅན་	NOUN
རྣམས་	རྣམས་	DET
ལ་	ལ་	ADP
ཆོས་སྟོན་	ཆོས་སྟོན་	NOUN
ཏོ་	གོ་	PART
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
ལ་	ལ་	ADP
བརྟེན་	བརྟེན་	VERB
ན་	ནས་	PART
།		PUNCT
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
འི་	གི་	PART
ངོ་སྤྲོད་	ངོ་སྤྲོད་	NOUN
གསུམ་པ་	གསུམ་པ་	NUM
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
ཆོ་	ཆོ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
སེམས་	སེམས་	NOUN
སུ་	སུ་	ADP
ངོ་	ངོ་	PART
སྤྲད་	སྤྲད་	NO_POS
།		PUNCT
སེམས་	སེམས་	NOUN
ནམ་མཁའ་	ནམ་མཁའ་	NOUN
ལ་	ལ་	ADP
ངོ་	ངོ་	PART
སྤྲད་	སྤྲད་	NO_POS
།		PUNCT
ནམ་མཁའ་	ནམ་མཁའ་	NOUN
སྟོང་པ་ཉིད་	སྟོང་པ་ཉིད་	NOUN
དུ་	ལ་	PART
ངོ་	ངོ་	PART
སྤྲད་	སྤྲད་	NO_POS
ཅེས་བྱ་བ་	ཅེས་བྱ་བ་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
ཡང་	ཀྱང་	PART
ཁ་ཅིག་	ཁ་ཅིག་	PRON
དྲན་པ་	དྲན་པ་	VERB
མེད་	མེད་	VERB
ཅིང་	ཅིང་	PART
ཡིད་	ཡིད་	NOUN
ལ་	ལ་	ADP
བྱ་བ་	བྱ་བ་	VERB
མེད་པ་	མེད་པ་	VERB
ནི་	ནི་	NO_POS
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
རྗེས་སུ་	རྗེས་སུ་	OTHER
དྲན་པ་	དྲན་པ་	VERB
འོ་	གོ་	PART
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
ལ་	ལ་	ADP
བརྟེན་	བརྟེན་	VERB
ན་	ནས་	PART
།		PUNCT
དྲན་པ་	དྲན་པ་	VERB
མེད་	མེད་	VERB
