form	lemma	POS	morph
གོང་བ་	གོང་བ་	NO_POS
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
ི་		NON_WORD
		
གྱུ་	གྱུ་	NO_POS
		
བྱུ་	བྱུ་	NO_POS
		
བྱུ་	བྱུ་	NO_POS
		
།		PUNCT
		
ེ་		NON_WORD
		
བྱུ་	བྱུ་	NO_POS
		
ེ་		NON_WORD
		
ི་		NON_WORD
		
སྨ་	སྨ་	ADJ
		
ོ་		NON_WORD
		
།		PUNCT
		
།		PUNCT
		
།		PUNCT
ངུ་	ངུ་	NO_POS
		
།		PUNCT
		
ོ་		NON_WORD
		
ོ་		NON_WORD
		
བྱུ་	བྱུ་	NO_POS
		
ེ་		NON_WORD
		
ི་		NON_WORD
		
།		PUNCT
		
ི་		NON_WORD
		
ི་		NON_WORD
		
ི་		NON_WORD
		
ི་		NON_WORD
		
ི་		NON_WORD
		
ཅུ་	ཅུ་	NUM
		
ཐུ་	ཐུ་	NO_POS
		
ོ་		NON_WORD
། །		PUNCT
		
ོ་		NON_WORD
།། །།		PUNCT
ས་	ས་	ADP
ཆེན་	ཆེན་	NO_POS
ཀུན་དགའ་	ཀུན་དགའ་	PROPN
སྙིང་པོ་	སྙིང་པོ་	NOUN
འི་	གི་	PART
གསུང་རབ་	གསུང་རབ་	NOUN
དཔེ་	དཔེ་	NOUN
བསྡུ་	བསྡུ་	VERB
ར་	ལ་	PART
མ་	མ་	PART
པོད་	པོད་	NOUN
གཉིས་པ་	གཉིས་པ་	NUM
།		PUNCT
མེས་པོ་	མེས་པོ་	NOUN
འི་	གི་	PART
ཤུལ་	ཤུལ་	NOUN
བཞག་	བཞག་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
ས་སྐྱ་	ས་སྐྱ་	PROPN
བཀའ་འབུམ་	བཀའ་འབུམ་	NOUN
།		PUNCT
		
