form	lemma	POS	morph
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
འཚལ་	འཚལ་	VERB
ལོ་	ལོ་	NOUN
༑ ༑		PUNCT
འདི་	འདི་	DET
ར་	ལ་	PART
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
དྲིལ་བུ་པ་	དྲིལ་བུ་པ་	NOUN
ས་	གིས་	PART
།		PUNCT
རྟེན་	རྟེན་	NOUN
ཅིང་	ཅིང་	PART
འབྲེལ་བ་	འབྲེལ་བ་	VERB
ར་	ལ་	PART
འབྱུང་	འབྱུང་	VERB
ཆོས་ཅན་	ཆོས་ཅན་	NOUN
༑༑		PUNCT
སེམས་ཅན་	སེམས་ཅན་	NOUN
སྒྱུ་མ་	སྒྱུ་མ་	NOUN
འི་	གི་	PART
རང་བཞིན་	རང་བཞིན་	NOUN
ནོ་	གོ་	PART
།		PUNCT
ཁམས་	ཁམས་	NOUN
གསུམ་	གསུམ་	NUM
དེ་ལྟ་	དེ་ལྟ་	NO_POS
ཤེ་	ཤེ་	VERB
ན་	ནས་	PART
ནི་	ནི་	NO_POS
།།		PUNCT
སེམས་ཅན་	སེམས་ཅན་	NOUN
དོན་	དོན་	NOUN
ནི་	ནི་	NO_POS
མཉམ་མེད་	མཉམ་མེད་	ADJ
བྱོས་	བྱོས་	VERB
། །		PUNCT
ཅེས་	ཅེས་	PART
སེམས་ཅན་	སེམས་ཅན་	NOUN
གྱི་	གི་	PART
དོན་	དོན་	NOUN
བྱ་བ་	བྱ་བ་	VERB
ར་	ལ་	PART
གསུངས་པ་	གསུངས་པ་	VERB
ནི་	ནི་	NO_POS
ཚུལ་	ཚུལ་	NOUN
གཉིས་	གཉིས་	NUM
ཏེ་	སྟེ་	PART
།		PUNCT
ཚེ་	ཚེ་	NOUN
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
འི་	གི་	PART
དོན་	དོན་	NOUN
བྱ་བ་	བྱ་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཚེ་	ཚེ་	NOUN
འདས་པ་	འདས་པ་	VERB
འི་	གི་	PART
དོན་	དོན་	NOUN
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
།།		PUNCT
དང་པོ་	དང་པོ་	ADJ
ནི་	ནི་	NO_POS
།		PUNCT
གཞན་	གཞན་	DET
དུ་	ལ་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
ནི་	ནི་	NO_POS
།		PUNCT
འཕགས་པ་	འཕགས་པ་	VERB
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
མ་རྡོ་	མ་རྡོ་	NO_POS
རྗེ་	རྗེ་	NO_POS
གུ་	གུ་	NOUN
ལེའུ་	ལེའུ་	NOUN
བཅོ་ལྔ་པ་	བཅོ་ལྔ་པ་	NO_POS
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
མགོ་བོ་	མགོ་བོ་	NOUN
ར་	ལ་	PART
གཙུག་ཏོར་	གཙུག་ཏོར་	PROPN
བསྟན་	བསྟན་	VERB
ན་	ནས་	PART
ནི་	ནི་	NO_POS
། །		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
སྡོམ་པ་	སྡོམ་པ་	NOUN
བྱིན་	བྱིན་	VERB
ན་	ནས་	PART
ཀྱང་	ཀྱང་	PART
། །		PUNCT
བུམ་པ་	བུམ་པ་	NOUN
འི་	གི་	PART
དབང་	དབང་	NOUN
ནི་	ནི་	NO_POS
བསྐུར་བ་	བསྐུར་བ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
། །		PUNCT
མིག་	མིག་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
གཏི་མུག་	གཏི་མུག་	NOUN
སོགས་	སོགས་	DET
། །		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
གསུམ་	གསུམ་	NUM
ནི་	ནི་	NO_POS
གནས་	གནས་	NOUN
གསུམ་	གསུམ་	NUM
མགོད་		NON_WORD
། །		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ཐབ་ཁུང་	ཐབ་ཁུང་	NOUN
རབ་	རབ་	ADV
སྦྱོར་བ་	སྦྱོར་བ་	VERB
ས་	གིས་	PART
། །		PUNCT
སྦྱིན་སྲེག་	སྦྱིན་སྲེག་	NOUN
རིམ་པ་	རིམ་པ་	NOUN
ས་	གིས་	PART
སྦྱང་བ་	སྦྱང་བ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
། །		PUNCT
ཉི་མ་	ཉི་མ་	NOUN
དག་	དག་	DET
ནི་	ནི་	NO_POS
གསུམ་པ་	གསུམ་པ་	NUM
ལ་	ལ་	ADP
། །		PUNCT
རུས་པ་	རུས་པ་	NOUN
འི་	གི་	PART
ཕྲེང་བ་	ཕྲེང་བ་	NOUN
བསྡུ་	བསྡུ་	VERB
བྱ་	བྱ་	VERB
སྟེ་	སྟེ་	PART
། །		PUNCT
འོ་མ་	འོ་མ་	NOUN
དྲི་བཟང་	དྲི་བཟང་	NOUN
བསང་གཏོར་	བསང་གཏོར་	OTHER
ན་	ནས་	PART
། །		PUNCT
དེ་	དེ་	DET
ཡི་	ཡི་	ADP
མཆོད་རྟེན་	མཆོད་རྟེན་	NOUN
ཡང་དག་	ཡང་དག་	ADJ
བརྩམ་	བརྩམ་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
བྱུང་བ་	བྱུང་བ་	VERB
།		PUNCT
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
བླ་	བླ་	NOUN
ན་	ན་	ADP
མེད་པ་	མེད་པ་	VERB
འི་	གི་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
ས་	གིས་	PART
ཚེ་	ཚེ་	NOUN
འདས་པ་	འདས་པ་	VERB
འི་	གི་	PART
དོན་	དོན་	NOUN
བྱ་བ་	བྱ་བ་	VERB
སྟོན་པ་	སྟོན་པ་	NOUN
འི་	གི་	PART
གཞུང་	གཞུང་	NOUN
སྟེ་	སྟེ་	PART
།		PUNCT
དེ་	དེ་	DET
ལ་	ལ་	ADP
གསུམ་	གསུམ་	NUM
།		PUNCT
དབང་	དབང་	NOUN
བསྐུར་	བསྐུར་	NO_POS
ཏེ་	སྟེ་	PART
སྡིག་པ་	སྡིག་པ་	VERB
སྦྱང་བ་	སྦྱང་བ་	VERB
༑		PUNCT
རོ་	རོ་	NOUN
བསྲེགས་	བསྲེགས་	NO_POS
ཏེ་	སྟེ་	PART
སྡིག་པ་	སྡིག་པ་	VERB
སྦྱང་བ་	སྦྱང་བ་	VERB
།		PUNCT
མཆོད་རྟེན་	མཆོད་རྟེན་	NOUN
བྱ་	བྱ་	VERB
ཏེ་	སྟེ་	PART
སྡིག་པ་	སྡིག་པ་	VERB
སྦྱང་བ་	སྦྱང་བ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དང་པོ་	དང་པོ་	ADJ
ལ་	ལ་	ADP
གསུམ་	གསུམ་	NUM
།		PUNCT
རྒྱས་པ་	རྒྱས་པ་	VERB
ར་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
།		PUNCT
འབྲིང་	འབྲིང་	NOUN
དུ་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
།		PUNCT
མདོར་བསྡུས་	མདོར་བསྡུས་	OTHER
ཏེ་	སྟེ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དང་པོ་	དང་པོ་	ADJ
ལ་	ལ་	ADP
བཞི་	བཞི་	NUM
།		PUNCT
བསྙེན་པ་	བསྙེན་པ་	VERB
།		PUNCT
ས་ཆོག་	ས་ཆོག་	NOUN
སྟ་གོན་	སྟ་གོན་	NOUN
།		PUNCT
དངོས་གཞི་	དངོས་གཞི་	NOUN
འོ་	གོ་	PART
། །		PUNCT
དང་པོ་	དང་པོ་	ADJ
ནི་	ནི་	NO_POS
།		PUNCT
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
གྱི་	གི་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
ལྟ་	ལྟ་	OTHER
།		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
གྲངས་	གྲངས་	NOUN
སམ་	གམ་	PART
མཚན་མ་	མཚན་མ་	NOUN
འི་	གི་	PART
བསྙེན་པ་	བསྙེན་པ་	VERB
སྔོན་	སྔོན་	ADV
དུ་	ལ་	PART
སོང་བ་	སོང་བ་	VERB
ས་	གིས་	PART
༑		PUNCT
རིན་ཆེན་	རིན་ཆེན་	OTHER
འབར་བ་	འབར་བ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
རང་	རང་	PRON
གི་	གི་	PART
ལྷ་	ལྷ་	NOUN
འི་	གི་	PART
སྦྱོར་ལྡན་པ་	སྦྱོར་ལྡན་པ་	NO_POS
ས་	གིས་	PART
། །		PUNCT
བདུད་རྩི་	བདུད་རྩི་	NOUN
འཁྱིལ་བ་	འཁྱིལ་བ་	NO_POS
བཟླས་པ་	བཟླས་པ་	VERB
ཡི་	གིས་	PART
།		PUNCT
དྲི་ཞིམ་	དྲི་ཞིམ་	NOUN
ཆུ་	ཆུ་	NOUN
ཡི་	གིས་	PART
དང་པོ་	དང་པོ་	ADJ
ར་	ལ་	PART
བཀྲུ་	བཀྲུ་	NO_POS
། །		PUNCT
རྣམ་སྣང་	རྣམ་སྣང་	PROPN
མཛད་	མཛད་	VERB
དུ་	ལ་	PART
དེ་	དེ་	DET
བསམས་	བསམས་	VERB
ལ་	ལ་	ADP
། །		PUNCT
ཞེ་	ཅེས་	PART
གསུངས་པ་	གསུངས་པ་	VERB
ལྟ་	ལྟ་	OTHER
།		PUNCT
རང་	རང་	PRON
གི་	གི་	PART
ལྷ་	ལྷ་	NOUN
འི་	གི་	PART
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
སྔོན་	སྔོན་	ADV
དུ་	ལ་	PART
འགྲོ་བ་	འགྲོ་བ་	VERB
ས་	གིས་	PART
།		PUNCT
ལས་བུམ་	ལས་བུམ་	NO_POS
བསྒྲུབས་	བསྒྲུབས་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
ལེགས་པ་	ལེགས་པ་	VERB
ར་	ལ་	PART
རོ་	རོ་	NOUN
དེ་	དེ་	DET
བཀྲུས་	བཀྲུས་	NO_POS
ཏེ་	སྟེ་	PART
།		PUNCT
རྩ་སྔགས་	རྩ་སྔགས་	NO_POS
དང་	དང་	NO_POS
ཨོཾ་	ཨོཾ་	X
སྤྱི་བོ་	སྤྱི་བོ་	NOUN
ར་	ལ་	PART
།		PUNCT
སྙིང་པོ་	སྙིང་པོ་	NOUN
དང་	དང་	NO_POS
ཨཱཿ་		NON_WORD
མགྲིན་པ་	མགྲིན་པ་	NOUN
ར་	ལ་	PART
།		PUNCT
ཉེ་སྙིང་	ཉེ་སྙིང་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
ཧཱུྃ་		NON_WORD
ལ་	ལ་	ADP
ས་	གིས་	PART
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
མ་	མ་	PART
བཅུ་གཉིས་	བཅུ་གཉིས་	NO_POS
ཀྱི་	གི་	PART
སྔགས་	སྔགས་	NOUN
སྙིང་ཁ་	སྙིང་ཁ་	NOUN
།		PUNCT
སྤྱི་བོ་	སྤྱི་བོ་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ར་	ལ་	PART
།		PUNCT
པུྃ་		NON_WORD
།		PUNCT
ཛྃ་		NON_WORD
།		PUNCT
ཨུྃ་		NON_WORD
།		PUNCT
ཨྃ་		NON_WORD
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ཀླད་ཀོར་	ཀླད་ཀོར་	NO_POS
ཅན་	ཅན་	PART
༑		PUNCT
ཡུམ་	ཡུམ་	NOUN
གྱི་	གི་	PART
གོ་ཆ་	གོ་ཆ་	NOUN
རང་	རང་	PRON
གི་	གི་	PART
གནས་	གནས་	NOUN
སུ་	སུ་	ADP
།		PUNCT
སྦྲང་རྩི་	སྦྲང་རྩི་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ས་	གིས་	PART
ཤ་ལ་	ཤ་ལ་	NO_POS
སྦྱོར་བ་	སྦྱོར་བ་	VERB
འམ་	གམ་	PART
།		PUNCT
རོ་	རོ་	NOUN
དེ་ཉིད་	དེ་ཉིད་	NOUN
རབ་བྱུང་	རབ་བྱུང་	NOUN
ཡིན་	ཡིན་	NO_POS
ན་	ན་	ADP
ཆོས་གོས་	ཆོས་གོས་	NOUN
སམ་	གམ་	PART
།		PUNCT
སྐྱ་བོ་	སྐྱ་བོ་	ADJ
ཡིན་	ཡིན་	NO_POS
ན་	ན་	ADP
ར་	ར་	NOUN
གཙང་མ་	གཙང་མ་	ADJ
ལ་	ལ་	ADP
དྲིལ་	དྲིལ་	VERB
ཏེ་	སྟེ་	PART
༑		PUNCT
ཐད་ཀ་	ཐད་ཀ་	NOUN
ཐད་ཀ་	ཐད་ཀ་	NOUN
རམ་	གམ་	PART
།		PUNCT
སྲད་བུ་	སྲད་བུ་	NO_POS
འདོགས་པ་	འདོགས་པ་	VERB
གང་	གང་	NO_POS
མོ་	མོ་	VERB
སུ་	སུ་	ADP
བྱ་	བྱ་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
སྒམ་	སྒམ་	NO_POS
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ར་	ལ་	PART
བཞུགས་པ་	བཞུགས་པ་	VERB
འམ་	གམ་	PART
།		PUNCT
མ་	མ་	PART
བཅུག་	བཅུག་	VERB
ཀྱང་	ཀྱང་	PART
རུང་	རུང་	SCONJ
ཏེ་	སྟེ་	PART
།		PUNCT
ཆོ་ག་	ཆོ་ག་	NOUN
གང་ཡང་	གང་ཡང་	NO_POS
རུང་བ་	རུང་བ་	VERB
ས་	གིས་	PART
།		PUNCT
རྣམ་སྣང་	རྣམ་སྣང་	PROPN
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
སྡོམ་པ་	སྡོམ་པ་	NOUN
ར་	ལ་	PART
བསྐྱེད་	བསྐྱེད་	VERB
ན་	ནས་	PART
རོ་	རོ་	NOUN
གཅིག་	གཅིག་	NUM
དུ་	ལ་	PART
བྱ་	བྱ་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
དབང་	དབང་	NOUN
བསྐུར་	བསྐུར་	NO_POS
ཞིང་	ཞིང་	SCONJ
།		PUNCT
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
སྣང་	སྣང་	VERB
མཛད་	མཛད་	VERB
ཀྱིས་	གིས་	PART
དབུ་	དབུ་	NOUN
བརྒྱན་པ་	བརྒྱན་པ་	VERB
ལ་	ལ་	ADP
མཆོད་	མཆོད་	VERB
ཅིང་	ཅིང་	PART
བསྟོད་	བསྟོད་	VERB
ན་	ནས་	PART
།		PUNCT
སྙིང་ཁ་	སྙིང་ཁ་	NOUN
ར་	ལ་	PART
གཟུངས་ཐག་	གཟུངས་ཐག་	NO_POS
གཏད་	གཏད་	VERB
དེ་	དེ་	DET
།		PUNCT
རྩ་སྔགས་	རྩ་སྔགས་	NO_POS
གཉིས་	གཉིས་	NUM
ལ་	ལ་	ADP
ཨོཾ་	ཨོཾ་	X
ཨཱཿ་		NON_WORD
ཧཱུཾ་		NON_WORD
སྤེལ་བ་	སྤེལ་བ་	VERB
ཅི་	ཅི་	NO_POS
ནུས་	ནུས་	VERB
སུ་	སུ་	ADP
བཟླས་	བཟླས་	NO_POS
ན་	ནས་	PART
༑		PUNCT
སླར་ཡང་	སླར་ཡང་	OTHER
མཆོད་	མཆོད་	VERB
ཅིང་	ཅིང་	PART
བསྟོད་	བསྟོད་	VERB
དེ་	དེ་	DET
།		PUNCT
བཟོད་པ་	བཟོད་པ་	VERB
ར་	ལ་	PART
གསོལ་	གསོལ་	VERB
ན་	ནས་	PART
།		PUNCT
ཡེ་ཤེས་པ་	ཡེ་ཤེས་པ་	NOUN
གཤེགས་	གཤེགས་	VERB
།		PUNCT
དམ་ཚིག་པ་	དམ་ཚིག་པ་	NOUN
བསྡུ་	བསྡུ་	VERB
འོ་	གོ་	PART
། །		PUNCT
སྡིག་པ་	སྡིག་པ་	VERB
ཅན་	ཅན་	PART
ནམ་	ནམ་	PRON
།		PUNCT
ཉམས་པ་	ཉམས་པ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
རྟེན་	རྟེན་	NOUN
དམན་པ་	དམན་པ་	VERB
ལ་	ལ་	ADP
ནི་	ནི་	NO_POS
རོ་	རོ་	NOUN
དེ་ཉིད་	དེ་ཉིད་	NOUN
ལྷ་	ལྷ་	NOUN
ར་	ལ་	PART
མི་	མི་	PART
བསྒོམ་	བསྒོམ་	VERB
གྱི་	གི་	PART
།		PUNCT
དཔྲལ་བ་	དཔྲལ་བ་	NOUN
ར་	ལ་	PART
ཆུ་	ཆུ་	NOUN
འི་	གི་	PART
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ཟླ་བ་	ཟླ་བ་	NOUN
ལ་	ལ་	ADP
བཅོམ་ལྡན་འདས་	བཅོམ་ལྡན་འདས་	NOUN
བསྐྱེད་	བསྐྱེད་	VERB
།		PUNCT
སྐུ་	སྐུ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
བདུད་རྩི་	བདུད་རྩི་	NOUN
འི་	གི་	PART
རྒྱུན་	རྒྱུན་	NOUN
འཛགས་པ་	འཛགས་པ་	NON_WORD
ས་	གིས་	PART
སྡིག་སྒྲིབ་	སྡིག་སྒྲིབ་	NOUN
སྦྱང་བ་	སྦྱང་བ་	VERB
ར་	ལ་	PART
སྒོམས་	སྒོམས་	VERB
ཞེ་	ཅེས་	PART
གསུང་	གསུང་	VERB
ངོ་	ངོ་	PART
། །		PUNCT
བསྙེན་པ་	བསྙེན་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ས་ཆོག་	ས་ཆོག་	NOUN
དགོས་པ་	དགོས་པ་	VERB
འི་	གི་	PART
ས་	ས་	ADP
ར་	ལ་	PART
ས་	ས་	ADP
འི་	གི་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ས་	ས་	ADP
འི་	གི་	PART
ལྷ་མོ་	ལྷ་མོ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ལྷ་	ལྷ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
བུམ་པ་	བུམ་པ་	NOUN
འི་	གི་	PART
སྟ་གོན་	སྟ་གོན་	NOUN
རྣམས་	རྣམས་	DET
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
གྱི་	གི་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
ར་	ལ་	PART
བཤད་པ་	བཤད་པ་	VERB
ལྟ་	ལྟ་	OTHER
ཚེ་	ཚེ་	NOUN
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
ལ་	ལ་	ADP
བྱ་བ་	བྱ་བ་	VERB
འི་	གི་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
དང་	དང་	NO_POS
ཁྱད་མེད་པ་	ཁྱད་མེད་པ་	NO_POS
ར་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
༑ ༑		PUNCT
སློབ་མ་	སློབ་མ་	NOUN
སྟ་གོན་	སྟ་གོན་	NOUN
གྱི་	གི་	PART
སྔོན་	སྔོན་	ADV
དུ་	ལ་	PART
རོ་	རོ་	NOUN
འམ་	གམ་	PART
རུས་པ་	རུས་པ་	NOUN
འམ་	གམ་	PART
།		PUNCT
གོ་	གོ་	NOUN
སམ་	གམ་	PART
།		PUNCT
གཟུགས་བརྙན་	གཟུགས་བརྙན་	NOUN
ནམ་	ནམ་	PRON
།		PUNCT
མིང་བྱང་	མིང་བྱང་	NO_POS
ངམ་	གམ་	PART
།		PUNCT
རྟེན་	རྟེན་	NOUN
གང་ཡང་	གང་ཡང་	NO_POS
རུང་བ་	རུང་བ་	VERB
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
གྱི་	གི་	PART
ལྷོ་	ལྷོ་	NOUN
ར་	ལ་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
རྩིབས་	རྩིབས་	NOUN
བརྒྱད་པ་	བརྒྱད་པ་	NUM
འི་	གི་	PART
དབུ་	དབུ་	NOUN
སུ་	སུ་	ADP
པདྨ་	པདྨ་	NOUN
འདབ་མ་	འདབ་མ་	NOUN
བཞི་པ་	བཞི་པ་	ADJ
བྲིས་པ་	བྲིས་པ་	VERB
འི་	གི་	PART
སྟན་	སྟན་	NOUN
ལ་	ལ་	ADP
བཞག་པ་	བཞག་པ་	VERB
ལ་	ལ་	ADP
རྣམ་ཤེས་	རྣམ་ཤེས་	NOUN
དཀུག་		NON_WORD
ན་	ནས་	PART
།		PUNCT
བགེགས་	བགེགས་	NOUN
དང་	དང་	NO_POS
སྡིག་པ་	སྡིག་པ་	VERB
སྦྱང་བ་	སྦྱང་བ་	VERB
འི་	གི་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
བྱ་	བྱ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
དང་པོ་	དང་པོ་	ADJ
ར་	ལ་	PART
ལས་བུམ་	ལས་བུམ་	NO_POS
ན་	ནས་	PART
གཏོ་	གཏོ་	VERB
ཞིང་	ཞིང་	SCONJ
།		PUNCT
སུམྦྷས་		NON_WORD
བསངས་	བསངས་	NO_POS
།		PUNCT
སྭ་		NON_WORD
བྷ་	བྷ་	NO_POS
ཝ་	ཝ་	OTHER
ས་	གིས་	PART
སྦྱངས་	སྦྱངས་	VERB
།		PUNCT
སྟོང་པ་	སྟོང་པ་	VERB
འི་	གི་	PART
ངང་	ངང་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
པཾ་		NON_WORD
ལ་	ལ་	ADP
ས་	གིས་	PART
པདྨ་	པདྨ་	NOUN
།		PUNCT
ཨ་ལ་		
ཟླ་བ་	ཟླ་བ་	NOUN
འི་	གི་	PART
སྟེང་	སྟེང་	NOUN
དུ་	ལ་	PART
ཇི་ལྟ་བ་	ཇི་ལྟ་བ་	ADJ
བཞིན་	བཞིན་	NOUN
གྱི་	གི་	PART
གསོན་	གསོན་	VERB
ལུས་	ལུས་	NOUN
ཕུང་	ཕུང་	VERB
ཁམས་	ཁམས་	NOUN
སྐྱེ་མཆེད་	སྐྱེ་མཆེད་	NOUN
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
རྫོགས་པ་	རྫོགས་པ་	VERB
ར་	ལ་	PART
བསྐྱེད་	བསྐྱེད་	VERB
ན་	ནས་	PART
ལུས་	ལུས་	NOUN
ཀྱི་	གི་	PART
འདོད་པ་	འདོད་པ་	VERB
འི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
འི་	གི་	PART
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ངག་	ངག་	NOUN
དུ་	ལ་	PART
བདེན་པ་	བདེན་པ་	VERB
འི་	གི་	PART
སྟོབས་	སྟོབས་	NOUN
བརྗོད་	བརྗོད་	VERB
།		PUNCT
སེམས་	སེམས་	NOUN
ཀྱི་	གི་	PART
ཐུགས་	ཐུགས་	NOUN
ཁ་	ཁ་	PRON
ན་	ནས་	PART
བྱམས་པ་	བྱམས་པ་	PROPN
འི་	གི་	PART
རང་བཞིན་	རང་བཞིན་	NOUN
གྱི་	གི་	PART
འོད་ཟེར་	འོད་ཟེར་	NOUN
ལྕགས་ཀྱུ་	ལྕགས་ཀྱུ་	NOUN
འི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ཅན་	ཅན་	PART
དཔག་	དཔག་	VERB
དུ་	ལ་	PART
མེད་པ་	མེད་པ་	VERB
སྤྲོས་པ་	སྤྲོས་པ་	VERB
ས་	གིས་	PART
དེ་	དེ་	DET
འི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ཨ་	ཨ་	X
ཐུང་	ཐུང་	VERB
གི་	གི་	PART
གཟུགས་	གཟུགས་	NOUN
ཀྱིས་	གིས་	PART
བཀུག་	བཀུག་	VERB
ན་	ནས་	PART
།		PUNCT
རྟེན་	རྟེན་	NOUN
དེ་	དེ་	DET
འི་	གི་	PART
སྤྱི་བོ་	སྤྱི་བོ་	NOUN
ན་	ནས་	PART
སྟིམས་པ་	སྟིམས་པ་	NO_POS
ས་	གིས་	PART
སྙིང་ཁ་	སྙིང་ཁ་	NOUN
ར་	ལ་	PART
སླེབ་པ་	སླེབ་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
སྲོག་	སྲོག་	NOUN
རྙེད་པ་	རྙེད་པ་	VERB
ར་	ལ་	PART
བསམས་	བསམས་	VERB
ལ་	ལ་	ADP
།		PUNCT
གཏོར་མ་	གཏོར་མ་	NOUN
བྱིན་	བྱིན་	VERB
ལ་	ལ་	ADP
བདེན་པ་	བདེན་པ་	VERB
བདར་བ་	བདར་བ་	VERB
ཞི་བ་	ཞི་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཏིང་ལོ་	ཏིང་ལོ་	NO_POS
དང་	དང་	NO_POS
ཆང་	ཆང་	NOUN
བུ་	བུ་	NOUN
བྱིན་	བྱིན་	VERB
ལ་	ལ་	ADP
།		PUNCT
སུམྦྷ་		NON_WORD
ས་	ས་	ADP
བསྐྲད་པ་	བསྐྲད་པ་	VERB
ཕྱེ་མ་	ཕྱེ་མ་	OTHER
དང་	དང་	NO_POS
།		PUNCT
གུ་གུལ་	གུ་གུལ་	NO_POS
གྱི་	གི་	PART
བདུགས་	བདུགས་	NO_POS
།		PUNCT
ཡུངས་དཀར་	ཡུངས་དཀར་	NOUN
གྱིས་	གིས་	PART
གྲབ་		NON_WORD
།		PUNCT
ཁྲོ་བོ་	ཁྲོ་བོ་	NOUN
འི་	གི་	PART
སྔགས་	སྔགས་	NOUN
བཟླས་པ་	བཟླས་པ་	VERB
དྲག་པོ་	དྲག་པོ་	ADJ
འི་	གི་	PART
སྦྱང་བ་	སྦྱང་བ་	VERB
སྟཻ་		NON_WORD
།		PUNCT
བགེགས་	བགེགས་	NOUN
སྦྱང་བ་	སྦྱང་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
འབྱོར་	འབྱོར་	VERB
ན་	ན་	ADP
ཞི་བ་	ཞི་བ་	VERB
འི་	གི་	PART
སྦྱིན་སྲེག་	སྦྱིན་སྲེག་	NOUN
བྱ་	བྱ་	VERB
ཞིང་	ཞིང་	SCONJ
།		PUNCT
མ་	མ་	PART
འབྱོར་	འབྱོར་	VERB
ན་	ན་	ADP
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
འི་	གི་	PART
རྒྱུད་	རྒྱུད་	NOUN
ན་	ནས་	PART
གསུངས་པ་	གསུངས་པ་	VERB
ལྟ་	ལྟ་	OTHER
རྫས་གཅིག་པ་	རྫས་གཅིག་པ་	NO_POS
འི་	གི་	PART
སྦྱིན་སྲེག་	སྦྱིན་སྲེག་	NOUN
བྱ་བ་	བྱ་བ་	VERB
