form	lemma	POS	morph
ཅན་	ཅན་	PART
སྐད་ཅིག་	སྐད་ཅིག་	OTHER
གཉིས་པ་	གཉིས་པ་	NUM
ལ་	ལ་	ADP
མཆོག་དག་	མཆོག་དགའ་	NO_POS
འི་	གི་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ཉམས་	ཉམས་	NOUN
སུ་	སུ་	ADP
མྱོང་བ་	མྱོང་བ་	VERB
བསྟན་	བསྟན་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
ལུས་	ལུས་	NOUN
བསྒྲིམ་	བསྒྲིམ་	NO_POS
ཞིང་	ཞིང་	SCONJ
འོག་རླུང་	འོག་རླུང་	NO_POS
ཡང་ན་	ཡང་ན་	NO_POS
ས་	གིས་	PART
ཡང་	ཀྱང་	PART
དུ་	ལ་	PART
བསྐུམ་པ་	བསྐུམ་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
།།		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
དང་	དང་	NO_POS
པདྨ་	པདྨ་	NOUN
རིམ་གྱིས་	རིམ་གྱིས་	NO_POS
བསྲུབས་པ་	བསྲུབས་པ་	NO_POS
ར་	ལ་	PART
དྲན་པ་	དྲན་པ་	VERB
གནད་	གནད་	NOUN
སྔ་མ་	སྔ་མ་	ADJ
ལྟ་	ལྟ་	OTHER
བྱ་	བྱ་	VERB
།		PUNCT
སྐད་ཅིག་	སྐད་ཅིག་	OTHER
གསུམ་པ་	གསུམ་པ་	NUM
ལ་	ལ་	ADP
ཁྱད་པར་	ཁྱད་པར་	NOUN
གྱི་	གི་	PART
དགའ་བ་	དགའ་བ་	VERB
ཉམས་	ཉམས་	NOUN
སུ་	སུ་	ADP
མྱོང་བ་	མྱོང་བ་	VERB
བསྟན་	བསྟན་	VERB
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
རྗེས་ཆགས་	རྗེས་ཆགས་	NO_POS
ཀྱི་	གི་	PART
མེ་	མེ་	NOUN
ས་	གིས་	PART
ཡབ་	ཡབ་	NOUN
ཀྱི་	གི་	PART
ཁམས་	ཁམས་	NOUN
དྭངས་མ་	དྭངས་མ་	ADJ
བཞུ་	བཞུ་	NO_POS
སྟེ་	སྟེ་	PART
།		PUNCT
དབུ་མ་	དབུ་མ་	PROPN
འི་	གི་	PART
ལམ་	གམ་	PART
ན་	ནས་	PART
བྱཽན་		NON_WORD
བདག་ཉིད་	བདག་ཉིད་	NOUN
ཀྱི་	གི་	PART
གསང་གནས་	གསང་གནས་	NO_POS
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
རྩེ་		
བྷྱཾ་		NON_WORD
གྱི་	གི་	PART
ཀླད་ཀོར་	ཀླད་ཀོར་	NO_POS
ལ་	ལ་	ADP
དཀ་	དཀའ་	VERB
ར་	ལ་	PART
ལྷག་	ལྷག་	NOUN
གིས་	གིས་	PART
བྱོན་	བྱོན་	VERB
།		PUNCT
ཡུམ་	ཡུམ་	NOUN
གྱི་	གི་	PART
ཁམས་	ཁམས་	NOUN
དྭངས་མ་	དྭངས་མ་	ADJ
བཞུ་	བཞུ་	NO_POS
སྟེ་	སྟེ་	PART
དབུ་མ་	དབུ་མ་	PROPN
འི་	གི་	PART
ལམ་	གམ་	PART
ན་	ནས་	PART
ཤེས་རབ་	ཤེས་རབ་	NOUN
ཀྱི་	གི་	PART
རྩ་	རྩ་	NUM
སྣ་	སྣ་	NOUN
ར་	ལ་	PART
དྷྱཾ་		NON_WORD
གི་	གི་	PART
ཀླད་ཀོར་	ཀླད་ཀོར་	NO_POS
ལ་	ལ་	ADP
དམར་	དམར་	VERB
ལྷག་	ལྷག་	NOUN
གིས་	གིས་	PART
བྱོན་པ་	བྱོན་པ་	VERB
ར་	ལ་	PART
བསམས་	བསམས་	VERB
ལ་	ལ་	ADP
།		PUNCT
ཐིག་ལེ་	ཐིག་ལེ་	NOUN
དཀར་དམར་	དཀར་དམར་	OTHER
གཉིས་	གཉིས་	NUM
འདུ་	འདུ་	VERB
འཕྲོ་	འཕྲོ་	NOUN
བྱེད་པ་	བྱེད་པ་	VERB
ར་	ལ་	PART
བསམ་	བསམ་	NOUN
ཞིང་	ཞིང་	ADP
ལུས་	ལུས་	NOUN
བསྒྲིམ་	བསྒྲིམ་	NO_POS
འོག་རླུང་	འོག་རླུང་	NO_POS
ཡང་ན་	ཡང་ན་	NO_POS
ས་	གིས་	PART
ཡང་	ཀྱང་	PART
དུ་	ལ་	PART
བསྐུམ་པ་	བསྐུམ་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
༑ ༑		PUNCT
སྟེང་	སྟེང་	NOUN
རླུང་	རླུང་	NOUN
རན་	རན་	NO_POS
ཚད་	ཚད་	NOUN
དུ་	ལ་	PART
མནན་	མནན་	VERB
ལུས་	ལུས་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
བདེ་བ་	བདེ་བ་	VERB
འབར་བ་	འབར་བ་	VERB
ར་	ལ་	PART
དྲན་པ་	དྲན་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
སྐད་ཅིག་	སྐད་ཅིག་	OTHER
བཞི་པ་	བཞི་པ་	ADJ
ལ་	ལ་	ADP
ལྷན་ཅིག་	ལྷན་ཅིག་	OTHER
སྐྱེས་པ་	སྐྱེས་པ་	VERB
འི་	གི་	PART
		
ཞ་	ཞ་	OTHER
		
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
		
དགའ་བ་	དགའ་བ་	VERB
འི་	གི་	PART
ཉམས་མྱོང་	ཉམས་མྱོང་	NOUN
ཡྀན་		NON_WORD
ནོ་	གོ་	PART
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
དྲན་པ་	དྲན་པ་	VERB
ར་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
བསྟན་	བསྟན་	VERB
ཏོ་	གོ་	PART
། །		PUNCT
སྐབས་	སྐབས་	NOUN
འདི་	འདི་	DET
ར་	ལ་	PART
ལུས་ཟུངས་	ལུས་ཟུངས་	NOUN
དང་	དང་	NO_POS
དམིགས་པ་	དམིགས་པ་	VERB
བརྟན་	བརྟན་	VERB
མི་	མི་	PART
བརྟན་	བརྟན་	VERB
གྱི་	གི་	PART
བྱེ་བྲག་	བྱེ་བྲག་	NOUN
གིས་	གིས་	PART
ཉམས་	ཉམས་	NOUN
ཅི་རིགས་པ་	ཅི་རིགས་པ་	OTHER
ར་	ལ་	PART
སྐྱེ་	སྐྱེ་	NOUN
འོ་	གོ་	PART
༑ ༑		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ཧཱུྃ་		NON_WORD
རིང་པོ་	རིང་པོ་	ADJ
བརྗོད་	བརྗོད་	VERB
ཅིང་	ཅིང་	PART
ཐིག་ལེ་	ཐིག་ལེ་	NOUN
དཀར་དམར་	དཀར་དམར་	OTHER
གཉིས་	གཉིས་	NUM
འདྲེས་པ་	འདྲེས་པ་	VERB
གསང་གནས་	གསང་གནས་	NO_POS
ན་	ནས་	PART
ལྟེ་བ་	ལྟེ་བ་	NOUN
དང་	དང་	NO_POS
སྙིང་ག་	སྙིང་ག་	NOUN
དང་	དང་	NO_POS
མགྲིན་པ་	མགྲིན་པ་	NOUN
དང་	དང་	NO_POS
མཐ་	མཐའ་	NOUN
ར་	ལ་	PART
སྤྱི་གཙུག་	སྤྱི་གཙུག་	NOUN
གི་	གི་	PART
བ་	བ་	NOUN
དུ་	ལ་	PART
དྲངས་པ་	དྲངས་པ་	VERB
ལ་	ལ་	ADP
རིམ་པ་	རིམ་པ་	NOUN
བཞིན་	བཞིན་	NOUN
མ་	མ་	OTHER
བརྟན་པ་	བརྟན་པ་	VERB
འི་	གི་	PART
དགའ་བ་	དགའ་བ་	VERB
བཞི་	བཞི་	NUM
འི་	གི་	PART
མིང་	མིང་	NOUN
ཡང་	ཀྱང་	PART
གདགས་	གདགས་	NO_POS
སོ་	སོ་	PART
༑ ༑		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
བཅོམ་ལྡན་འདས་	བཅོམ་ལྡན་འདས་	NOUN
མ་	མ་	PART
དེ་	དེ་	DET
ས་	གིས་	PART
སློབ་མ་	སློབ་མ་	NOUN
ལ་	ལ་	ADP
བཞག་པ་	བཞག་པ་	VERB
འམ་	གམ་	PART
།		PUNCT
གཉིས་ཀ་	གཉིས་ཀ་	OTHER
ལ་	ལ་	ADP
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
གྱིས་	གིས་	PART
ལག་པ་	ལག་པ་	NOUN
བཞག་	བཞག་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
དེང་ནས་	དེང་ནས་	NO_POS
བཟུང་	བཟུང་	NO_POS
སྟེ་	སྟེ་	PART
བུ་	བུ་	NOUN
ཁྱོད་	ཁྱོད་	PRON
ཀྱིས་	གིས་	PART
། །		PUNCT
ཇི་སྲིད་	ཇི་སྲིད་	PRON
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
སྙིང་པོ་	སྙིང་པོ་	NOUN
འི་	གི་	PART
བ་	བ་	NOUN
། །		PUNCT
རྨི་	རྨི་	NO_POS
འདྲ་	འདྲ་	VERB
སེམས་ཅན་	སེམས་ཅན་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱི་	གི་	PART
། །		PUNCT
དོན་	དོན་	NOUN
ནི་	ནི་	NO_POS
བདག་ཉིད་	བདག་ཉིད་	NOUN
ཀུན་	ཀུན་	DET
གྱི་	གི་	PART
གྱིས་	གིས་	PART
། །		PUNCT
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
ཚིགས་	ཚིགས་	NOUN
སུ་	སུ་	ADP
བཅད་པ་	བཅད་པ་	VERB
གཅིག་	གཅིག་	NUM
གིས་	གིས་	PART
		
ལུ་	ལུ་	NO_POS
		
སེམས་ཅན་	སེམས་ཅན་	NOUN
གྱི་	གི་	PART
		
དོན་	དོན་	NOUN
བྱ་བ་	བྱ་བ་	VERB
ར་	ལ་	PART
རྗེས་སུ་	རྗེས་སུ་	OTHER
གནང་བ་	གནང་བ་	NO_POS
སྦྱིན་	སྦྱིན་	VERB
ནོ་	གོ་	PART
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ཡི་གེ་	ཡི་གེ་	NOUN
བདུན་པ་	བདུན་པ་	NUM
བརྗོད་	བརྗོད་	VERB
ཅིང་	ཅིང་	PART
བདུད་རྩི་	བདུད་རྩི་	NOUN
གཏོར་བ་	གཏོར་བ་	VERB
ས་	གིས་	PART
བསྲུངས་	བསྲུངས་	NO_POS
ལ་	ལ་	ADP
གདོང་	གདོང་	NOUN
གཡོགས་	གཡོགས་	VERB
ཕྱེ་	ཕྱེ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
ཁྱོད་	ཁྱོད་	PRON
ཀྱིས་	གིས་	PART
དབང་	དབང་	NOUN
བཞི་	བཞི་	NUM
ལ་	ལ་	ADP
ས་	གིས་	PART
ཤེས་རབ་	ཤེས་རབ་	NOUN
ལ་	ལ་	ADP
བརྟེན་	བརྟེན་	VERB
		
ཏེ་	སྟེ་	PART
དཔེ་	དཔེ་	NOUN
འི་	གི་	PART
		
ཞ་	ཞ་	OTHER
		
པ་	པ་	OTHER
འི་	གི་	PART
		
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
དགའ་བ་	དགའ་བ་	VERB
བཞི་	བཞི་	NUM
འི་	གི་	PART
དབང་	དབང་	NOUN
ཐོབ་བོ་	ཐོབ་བོ་	VERB
། །		PUNCT
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
བྷ་	བྷ་	NO_POS
ག་	ག་	PRON
འི་	གི་	PART
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
མཐོང་བ་	མཐོང་བ་	VERB
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
། །		PUNCT
		
ཞ་	ཞ་	OTHER
		
བདེ་བ་	བདེ་བ་	VERB
སྒོམ་པ་	སྒོམ་པ་	VERB
ལ་	ལ་	ADP
དབང་	དབང་	NOUN
།		PUNCT
		
དམ་ཚིག་	དམ་ཚིག་	NOUN
བུད་མེད་	བུད་མེད་	NOUN
ལ་	ལ་	ADP
མི་	མི་	PART
སྨད་པ་	སྨད་པ་	VERB
ལ་	ལ་	ADP
དབང་	དབང་	NOUN
ངོ་	ངོ་	PART
། །		PUNCT
དྲི་མ་	དྲི་མ་	NOUN
གཙོ་	གཙོ་	NOUN
ར་	ལ་	PART
སེམས་	སེམས་	NOUN
ཀྱི་	གི་	PART
དྲི་མ་	དྲི་མ་	NOUN
དག་པ་	དག་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
སོ་	སོ་	PART
། །		PUNCT
དཔེ་	དཔེ་	NOUN
ཞིང་ས་	ཞིང་ས་	NOUN
སྦྱངས་པ་	སྦྱངས་པ་	VERB
ལ་	ལ་	ADP
ས་བོན་	ས་བོན་	NOUN
བཏབ་	བཏབ་	VERB
སྟེ་	སྟེ་	PART
རྐྱེན་	རྐྱེན་	NOUN
ཆུ་ལུད་	ཆུ་ལུད་	NO_POS
གཉིས་	གཉིས་	NUM
ཀྱིས་	གིས་	PART
བརླན་པ་	བརླན་པ་	NO_POS
དང་	དང་	NO_POS
འདྲ་བ་	འདྲ་བ་	VERB
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
། །		PUNCT
ཞེ་	ཅེས་	PART
དོན་	དོན་	NOUN
ལྔ་	ལྔ་	NUM
འི་	གི་	PART
རྟོགས་པ་	རྟོགས་པ་	VERB
བསྐྱེད་	བསྐྱེད་	VERB
དོ་	གོ་	PART
། །		PUNCT
རིམ་པ་	རིམ་པ་	NOUN
གསུམ་པ་	གསུམ་པ་	NUM
དེ་	དེ་	DET
འི་	གི་	PART
བླ་མ་	བླ་མ་	NOUN
ནི་	ནི་	NO_POS
སྔ་	སྔ་	NOUN
གྱི་	གི་	PART
དབང་	དབང་	NOUN
གསུམ་པ་	གསུམ་པ་	NUM
དེ་ལས་	དེ་ལས་	NO_POS
མཆོག་	མཆོག་	ADJ
ཏུ་	ལ་	PART
དབང་	དབང་	NOUN
བཞི་པ་	བཞི་པ་	ADJ
སྟེ་	སྟེ་	PART
།		PUNCT
མན་ངག་	མན་ངག་	NOUN
གིས་	གིས་	PART
འདི་	འདི་	DET
ར་	ལ་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དེ་	དེ་	DET
ལ་	ལ་	ADP
བཞི་པ་	བཞི་པ་	ADJ
ཐོབ་པ་	ཐོབ་པ་	VERB
ར་	ལ་	PART
འདོད་པ་	འདོད་པ་	VERB
ས་	གིས་	PART
།		PUNCT
ཕྱག་	ཕྱག་	NOUN
དང་	དང་	NO_POS
མཎྜལ་		NON_WORD
འབྲུ་	འབྲུ་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
ཡོན་	ཡོན་	NOUN
ཕུལ་	ཕུལ་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
སྔ་	སྔ་	NOUN
གྱི་	གི་	PART
སྐྱབས་	སྐྱབས་	NOUN
མེད་	མེད་	VERB
སྐྱོབ་པ་	སྐྱོབ་པ་	VERB
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འམ་	གམ་	PART
།		PUNCT
ཡང་ན་	ཡང་ན་	NO_POS
།		PUNCT
ཁྱོད་	ཁྱོད་	PRON
ཞབས་	ཞབས་	NOUN
པདྨ་	པདྨ་	NOUN
འི་	གི་	PART
བཀའ་དྲིན་	བཀའ་དྲིན་	NOUN
གྱིས་	གིས་	PART
། །		PUNCT
གཙོ་བོ་	གཙོ་བོ་	ADJ
འི་	གི་	PART
དབང་	དབང་	NOUN
བསྐུར་	བསྐུར་	NO_POS
རྣམ་	རྣམ་	NOUN
གསུམ་	གསུམ་	NUM
ཐོབ་	ཐོབ་	VERB
། །		PUNCT
དེ་རིང་	དེ་རིང་	ADV
རིན་ཆེན་	རིན་ཆེན་	OTHER
བཞི་པ་	བཞི་པ་	ADJ
ཡང་	ཀྱང་	PART
། །		PUNCT
བདག་	བདག་	PRON
ལ་	ལ་	ADP
བཀའ་དྲིན་	བཀའ་དྲིན་	NOUN
བསྐྱབ་	བསྐྱབ་	NO_POS
ཏུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
ལན་	ལན་	NOUN
གསུམ་	གསུམ་	NUM
དུ་	ལ་	PART
གསོལ་བ་	གསོལ་བ་	VERB
བཏབ་པ་	བཏབ་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
གདོང་	གདོང་	NOUN
གཡོགས་	གཡོགས་	VERB
བཅིངས་	བཅིངས་	VERB
ཏེ་	སྟེ་	PART
ཡི་གེ་	ཡི་གེ་	NOUN
བདུན་པ་	བདུན་པ་	NUM
བརྗོད་	བརྗོད་	VERB
ཅིང་	ཅིང་	PART
༑		PUNCT
བདུད་རྩི་	བདུད་རྩི་	NOUN
གཏོར་བ་	གཏོར་བ་	VERB
ས་	གིས་	PART
བསྲུང་བ་	བསྲུང་བ་	VERB
བྱ་	བྱ་	VERB
ལ་	ལ་	ADP
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
གྱིས་	གིས་	PART
དེ་	དེ་	DET
ཁོ་ན་ཉིད་	ཁོ་ན་ཉིད་	NO_POS
བསམ་	བསམ་	NOUN
གྱིས་	གིས་	PART
མི་	མི་	PART
ཁྱབ་པ་	ཁྱབ་པ་	VERB
འི་	གི་	PART
དོན་དམ་པ་	དོན་དམ་པ་	NOUN
འི་	གི་	PART
བཙུན་མོ་	བཙུན་མོ་	NOUN
དེ་ཉིད་	དེ་ཉིད་	NOUN
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
ཐར་པ་	ཐར་པ་	VERB
འི་	གི་	PART
སྒོ་གསུམ་	སྒོ་གསུམ་	OTHER
དང་	དང་	NO_POS
ཐ་དད་	ཐ་དད་	ADJ
མེད་	མེད་	VERB
ཅིང་	ཅིང་	PART
རོ་	རོ་	NOUN
གཅིག་པ་	གཅིག་པ་	ADJ
ར་	ལ་	PART
བསྟན་པ་	བསྟན་པ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
།		PUNCT
འདི་ཉིད་	འདི་ཉིད་	OTHER
རང་ཉིད་	རང་ཉིད་	OTHER
མཛེས་པ་	མཛེས་པ་	VERB
སྟེ་	སྟེ་	PART
། །		PUNCT
ཕྱི་རོལ་	ཕྱི་རོལ་	NOUN
ཡུལ་	ཡུལ་	NOUN
ནི་	ནི་	NO_POS
སྤངས་པ་	སྤངས་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
རིག་	རིག་	VERB
འདི་	འདི་	DET
ར་	ལ་	PART
བོ་	བོ་	VERB
ན་	ནས་	PART
དེ་ལས་	དེ་ལས་	NO_POS
ནི་	ནི་	NO_POS
། །		PUNCT
གཞན་པ་	གཞན་པ་	DET
འི་	གི་	PART
ཐབས་	ཐབས་	NOUN
ཀྱིས་	གིས་	PART
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
མེད་	མེད་	VERB
། །		PUNCT
རིག་མ་	རིག་མ་	NOUN
འི་	གི་	PART
བརྟུལ་ཞུགས་	བརྟུལ་ཞུགས་	NOUN
སྤྱཽད་		NON_WORD
ཅིག་	ཅིག་	PART
བུ་	བུ་	NOUN
། །		PUNCT
བརྟུལ་ཞུགས་	བརྟུལ་ཞུགས་	NOUN
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
བླ་མ་	བླ་མ་	NOUN
འི་	གི་	PART
བླ་	བླ་	NOUN
། །		PUNCT
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
འི་	གི་	PART
རྐང་པ་	རྐང་པ་	NOUN
དྲུག་	དྲུག་	NUM
བརྗོད་	བརྗོད་	VERB
ཅིང་	ཅིང་	PART
དེ་	དེ་	DET
འི་	གི་	PART
དོན་	དོན་	NOUN
ཡང་	ཀྱང་	PART
བཤད་	བཤད་	VERB
དེ་	དེ་	DET
།		PUNCT
དོན་དམ་པ་	དོན་དམ་པ་	NOUN
འི་	གི་	PART
བཙུན་མོ་	བཙུན་མོ་	NOUN
སྟོང་པ་ཉིད་	སྟོང་པ་ཉིད་	NOUN
མཛེས་མ་	མཛེས་མ་	ADJ
མཆོག་	མཆོག་	ADJ
ཡིན་	ཡིན་	NO_POS
ལ་	ལ་	ADP
།		PUNCT
དེ་ཉིད་	དེ་ཉིད་	NOUN
ནི་	ནི་	NO_POS
དོན་	དོན་	NOUN
གྱི་	གི་	PART
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
མ་	མ་	PART
ཞེ་	ཅེས་	PART
ཀྱང་	ཀྱང་	PART
བྱ་	བྱ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
དེ་དུས་	དེ་དུས་	PRON
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱི་	གི་	PART
ཡུམ་	ཡུམ་	NOUN
ཡིན་	ཡིན་	NO_POS
གྱི་	གི་	PART
།		PUNCT
གཞན་	གཞན་	DET
ཕྱི་རོལ་	ཕྱི་རོལ་	NOUN
གྱི་	གི་	PART
ཡུམ་	ཡུམ་	NOUN
མི་	མི་	PART
འི་	གི་	PART
བུ་མོ་	བུ་མོ་	NOUN
དཔྲལ་བ་	དཔྲལ་བ་	NOUN
ན་	ན་	ADP
དགའ་བ་	དགའ་བ་	VERB
འཁྱིལ་པ་	འཁྱིལ་པ་	NO_POS
འི་	གི་	PART
རི་མོ་	རི་མོ་	NOUN
ཡོད་པ་	ཡོད་པ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
མཚན་ཉིད་	མཚན་ཉིད་	NOUN
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
མ་ཡིན་པ་	མ་ཡིན་པ་	OTHER
ར་	ལ་	PART
བསྟན་པ་	བསྟན་པ་	VERB
འམ་	གམ་	PART
།		PUNCT
གཞན་	གཞན་	DET
བསྐྱེད་པ་	བསྐྱེད་པ་	VERB
འི་	གི་	PART
རིམ་པ་	རིམ་པ་	NOUN
ལ་	ལ་	ADP
སྐུ་མདོག་	སྐུ་མདོག་	NOUN
དམར་མོ་	དམར་མོ་	ADJ
གྲི་གུག་	གྲི་གུག་	NOUN
ཐོད་པ་	ཐོད་པ་	NOUN
འཛིན་པ་	འཛིན་པ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
མ་	མ་	NOUN
གསུངས་པ་	གསུངས་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
ལམ་པ་	ལམ་པ་	NOUN
ས་	གིས་	PART
ལྟེ་བ་	ལྟེ་བ་	NOUN
ན་	ན་	ADP
ནང་ལྟར་	ནང་ལྟར་	NO_POS
གྱི་	གི་	PART
ཡི་གེ་	ཡི་གེ་	NOUN
ཨཾ་		NON_WORD
ཕག་མོ་	ཕག་མོ་	PROPN
ར་	ལ་	PART
འདོད་པ་	འདོད་པ་	VERB
དེ་	དེ་	DET
ཐམས་ཅད་	ཐམས་ཅད་	DET
བརྡ་	བརྡ་	NOUN
འམ་	གམ་	PART
བཅོས་མ་	བཅོས་མ་	NOUN
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
། །		PUNCT
དེ་བས་ན་	དེ་བས་ན་	NO_POS
དོན་	དོན་	NOUN
གྱི་	གི་	PART
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
མ་	མ་	PART
སྟོང་པ་ཉིད་	སྟོང་པ་ཉིད་	NOUN
འདི་ཉིད་	འདི་ཉིད་	OTHER
ཀྱིས་	གིས་	PART
འཚང་	འཚང་	VERB
རྒྱ་	རྒྱ་	NOUN
འི་	གི་	PART
།		PUNCT
འདི་	འདི་	DET
བོ་	བོ་	VERB
ཏེ་	སྟེ་	PART
གཞན་	གཞན་	DET
གྱིས་	གིས་	PART
འཚང་རྒྱ་བ་	འཚང་རྒྱ་བ་	NOUN
ར་	ལ་	PART
མི་འགྱུར་བ་	མི་འགྱུར་བ་	NO_POS
ས་	གིས་	PART
བརྟུལ་ཞུགས་	བརྟུལ་ཞུགས་	NOUN
ཀྱི་	གི་	PART
བླ་མ་	བླ་མ་	NOUN
འདི་	འདི་	DET
ལ་	ལ་	ADP
སྤྱོད་	སྤྱོད་	VERB
ཅིག་	ཅིག་	PART
ཅེས་པ་	ཅེས་པ་	PART
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
། །		PUNCT
ཞེ་	ཅེས་	PART
ཚིག་	ཚིག་	NOUN
གིས་	གིས་	PART
བསྟན་པ་	བསྟན་པ་	VERB
ཙམ་	ཙམ་	DET
བྱ་	བྱ་	VERB
ལ་	ལ་	ADP
།		PUNCT
ཅུང་ཟད་	ཅུང་ཟད་	ADV
སྟོང་པ་ཉིད་	སྟོང་པ་ཉིད་	NOUN
ལ་	ལ་	ADP
བློ་	བློ་	NOUN
འཇོག་	འཇོག་	VERB
ཏུ་	ལ་	PART
གཞུག་	གཞུག་	VERB
གོ་	གོ་	VERB
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
བདུད་རྩི་	བདུད་རྩི་	NOUN
གཏོ་	གཏོ་	VERB
ཅིང་	ཅིང་	PART
ཡི་གེ་	ཡི་གེ་	NOUN
བདུན་པ་	བདུན་པ་	NUM
བརྗོད་པ་	བརྗོད་པ་	VERB
ས་	གིས་	PART
བསྲུང་བ་	བསྲུང་བ་	VERB
བྱ་	བྱ་	VERB
ལ་	ལ་	ADP
གདོང་	གདོང་	NOUN
གཡོགས་	གཡོགས་	VERB
ཕྱེ་	ཕྱེ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
ཁྱེད་	ཁྱེད་	PRON
ཀྱིས་	གིས་	PART
དབང་	དབང་	NOUN
བཞི་	བཞི་	NUM
ལས་ཚིག་	ལས་ཚིག་	OTHER
དབང་	དབང་	NOUN
རིན་པོ་ཆེ་	རིན་པོ་ཆེ་	ADJ
བཞི་པ་	བཞི་པ་	ADJ
ཐོབ་བོ་	ཐོབ་བོ་	VERB
། །		PUNCT
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
ལས་དོན་	ལས་དོན་	OTHER
དམ་པ་	དམ་པ་	VERB
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
སེམས་	སེམས་	NOUN
ཀྱི་	གི་	PART
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
མཐོང་བ་	མཐོང་བ་	VERB
