form	lemma	POS	morph
གསུངས་པ་	གསུངས་པ་	VERB
ཡང་	ཀྱང་	PART
མི་	མི་	PART
རྟོག་	རྟོག་	VERB
གོ་	གོ་	VERB
།		PUNCT
དགའ་	དགའ་	VERB
བྲལ་	བྲལ་	VERB
དགའ་བ་	དགའ་བ་	VERB
དག་	དག་	DET
གི་	གི་	PART
མཐ་	མཐའ་	NOUN
ར་	ལ་	PART
། །		PUNCT
ལྷན་སྐྱེས་	ལྷན་སྐྱེས་	ADJ
མྱོང་བ་	མྱོང་བ་	VERB
འི་	གི་	PART
དུས་	དུས་	NOUN
སུ་	སུ་	ADP
།		PUNCT
རྟོག་པ་	རྟོག་པ་	VERB
འི་	གི་	PART
དྲྭ་བ་	དྲྭ་བ་	NON_WORD
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
སྤངས་	སྤངས་	VERB
། །		PUNCT
འགྱུར་	འགྱུར་	VERB
རྟོག་པ་	རྟོག་པ་	VERB
འི་	གི་	PART
མཚན་མ་	མཚན་མ་	NOUN
།		PUNCT
མེད་	མེད་	VERB
འཁྲུལ་པ་	འཁྲུལ་པ་	NO_POS
ལ་	ལ་	ADP
ས་	གིས་	PART
འདའ་	འདའ་	VERB
ཤིང་	ཅིང་	PART
། །		PUNCT
སྙིང་རྗེ་	སྙིང་རྗེ་	NOUN
དང་	དང་	NO_POS
ཤེས་རབ་	ཤེས་རབ་	NOUN
གཉིས་	གཉིས་	NUM
མེད་	མེད་	VERB
།		PUNCT
ཀྱེ་	ཀྱེ་	INTJ
ཡི་	ཡི་	ADP
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
ཞུ་	ཞུ་	VERB
བདེ་	བདེ་	VERB
ཐ་	ཐ་	NOUN
མི་	མི་	PART
དད་	དད་	VERB
།		PUNCT
གསལ་	གསལ་	VERB
། །		PUNCT
བེམས་	བེམས་	NO_POS
རབ་ཏུ་	རབ་ཏུ་	NO_POS
གསལ་བ་	གསལ་བ་	VERB
ཙམ་	ཙམ་	DET
ཡིན་པ་	ཡིན་པ་	AUX
ས་	གིས་	PART
།		PUNCT
མིན་	མིན་	AUX
རྣམ་པ་	རྣམ་པ་	NOUN
ཧེ་རུ་ཀ་	ཧེ་རུ་ཀ་	NOUN
།		PUNCT
བདུད་རྩི་	བདུད་རྩི་	NOUN
ལྔ་	ལྔ་	NUM
།		PUNCT
རྣམ་པ་	རྣམ་པ་	NOUN
ཡི་གེ་	ཡི་གེ་	NOUN
ཨ་	ཨ་	X
ཡི་	གིས་	PART
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
བསྐོར་	བསྐོར་	VERB
ཟེ་	ཟེ་	VERB
།		PUNCT
རྣམས་	རྣམས་	DET
ཞུ་	ཞུ་	VERB
བདེ་	བདེ་	VERB
ཐ་	ཐ་	NOUN
མི་	མི་	PART
དད་	དད་	VERB
ཡིན་པ་	ཡིན་པ་	AUX
ས་	གིས་	PART
།		PUNCT
ཀྱིས་	གིས་	PART
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
བསྐོར་	བསྐོར་	VERB
། །		PUNCT
རང་དབང་	རང་དབང་	NOUN
གི་	གི་	PART
གནས་	གནས་	NOUN
སུ་	སུ་	ADP
བྱས་པ་	བྱས་པ་	VERB
གཉིས་	གཉིས་	NUM
མེད་	མེད་	VERB
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
།		PUNCT
ཉིད་	ཉིད་	DET
མགོན་པོ་	མགོན་པོ་	NOUN
ཧེ་རུ་ཀ་	ཧེ་རུ་ཀ་	NOUN
།		PUNCT
དེ་	དེ་	DET
ཡི་	གིས་	PART
བདག་ཉིད་	བདག་ཉིད་	NOUN
མི་ཡུལ་	མི་ཡུལ་	NOUN
དུ་	ལ་	PART
བྱས་པ་	བྱས་པ་	VERB
འི་	གི་	PART
ཚུལ་	ཚུལ་	NOUN
གྱིས་	གིས་	PART
།		PUNCT
རིག་	རིག་	VERB
ཅིང་	ཅིང་	PART
། །		PUNCT
དེ་	དེ་	DET
ཡི་	ཡི་	ADP
དུས་	དུས་	NOUN
ན་	ན་	ADP
ཐམས་	ཐམས་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
གཉིས་	གཉིས་	NUM
མེད་	མེད་	VERB
ལྷན་སྐྱེས་	ལྷན་སྐྱེས་	ADJ
།		PUNCT
ཅད་		NON_WORD
རིག་	རིག་	VERB
།		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
བསྒོམས་པ་	བསྒོམས་པ་	VERB
ས་	གིས་	PART
རང་	རང་	PRON
གིས་	གིས་	PART
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
ཐོབ་པ་	ཐོབ་པ་	VERB
འི་	གི་	PART
མཚན་ཉིད་	མཚན་ཉིད་	NOUN
།		PUNCT
འབྱུང་པོ་	འབྱུང་པོ་	NOUN
འི་	གི་	PART
འདའ་	འདའ་	VERB
དང་	དང་	NO_POS
མ་འོངས་	མ་འོངས་	NOUN
ད་ལྟ་		
ནི་	ནི་	NO_POS
༑		PUNCT
འགྲོ་	འགྲོ་	VERB
དང་	དང་	NO_POS
འོང་བ་	འོང་བ་	VERB
ནི་	ནི་	NO_POS
། །		PUNCT
རང་	རང་	PRON
ལྷན་སྐྱེས་	ལྷན་སྐྱེས་	ADJ
བསྒོམ་པ་	བསྒོམ་པ་	VERB
འི་	གི་	PART
རྣལ་འབྱོར་པ་	རྣལ་འབྱོར་པ་	NOUN
།		PUNCT
གིས་	གིས་	PART
ཀུན་	ཀུན་	DET
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
ཐོབ་པ་	ཐོབ་པ་	VERB
འི་	གི་	PART
དུས་	དུས་	NOUN
སུ་	སུ་	ADP
གཉིས་	གཉིས་	NUM
མེད་	མེད་	VERB
རང་	རང་	PRON
གི་	གི་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
མཁྱེན་	མཁྱེན་	VERB
ལྟ་བུ་	ལྟ་བུ་	NOUN
ར་	ལ་	PART
གཟིགས་	གཟིགས་	VERB
། །		PUNCT
སངས་	སངས་	VERB
ཕུང་པོ་	ཕུང་པོ་	NOUN
ལྔ་	ལྔ་	NUM
།		PUNCT
རྒྱ་	རྒྱ་	VERB
སངས་	སངས་	VERB
དབང་པོ་	དབང་པོ་	NOUN
དྲུག་	དྲུག་	NUM
རྒྱ་	རྒྱ་	VERB
སྲས་པོ་	སྲས་པོ་	NOUN
དང་	དང་	NO_POS
། །		PUNCT
ཡན་ལག་	ཡན་ལག་	NOUN
ལྔ་	ལྔ་	NUM
།		PUNCT
ཀུན་	ཀུན་	DET
དང་	དང་	NO_POS
བུ་ག་	བུ་ག་	NOUN
དགུ་	དགུ་	NUM
།		PUNCT
ཀུན་	ཀུན་	DET
། །		PUNCT
མགོ་	མགོ་	NOUN
རྩ་	རྩ་	NUM
སུམ་ཅུ་རྩ་གཉིས་	སུམ་ཅུ་རྩ་གཉིས་	NO_POS
།		PUNCT
བོ་	བོ་	PART
འི་	གི་	PART
དྲྭ་བ་	དྲྭ་བ་	NON_WORD
དྷཱུ་		NON_WORD
ཏཱིར་		NON_WORD
སྐུད་པ་	སྐུད་པ་	VERB
ར་	ལ་	PART
བཅའ་	བཅའ་	VERB
། །		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
བུ་	བུ་	NOUN
འི་	གི་	PART
།		PUNCT
ལུས་	ལུས་	NOUN
དེ་	དེ་	DET
ཀུན་	ཀུན་	DET
གྱི་	གི་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
།		PUNCT
ནི་	ནི་	NO_POS
ཡོད་	ཡོད་	VERB
མིན་	མིན་	AUX
ལྟ་	ལྟ་	OTHER
གཟིགས་	གཟིགས་	VERB
ཤིང་	ཅིང་	PART
། །		PUNCT
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
ཐོབ་པ་	ཐོབ་པ་	VERB
འི་	གི་	PART
།		PUNCT
སྐད་ཅིག་	སྐད་ཅིག་	OTHER
ཀྱེ་	ཀྱེ་	INTJ
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
གཟུགས་འཛིན་	གཟུགས་འཛིན་	NO_POS
།།		PUNCT
འཇའ་ཚོན་	འཇའ་ཚོན་	NOUN
ལྟ་བུ་	ལྟ་བུ་	NOUN
ཞལ་	ཞལ་	NOUN
ཕྱག་	ཕྱག་	NOUN
གི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ཅན་	ཅན་	PART
།		PUNCT
ཇི་ལྟ་		
ནམ་མཁའ་	ནམ་མཁའ་	NOUN
མི་	མི་	PART
དམིགས་	དམིགས་	VERB
ཤིང་	ཅིང་	PART
། །		PUNCT
མཚན་མ་	མཚན་མ་	NOUN
མེད་	མེད་	VERB
ཅིང་	ཅིང་	PART
མ་	མ་	PART
བྱུང་	བྱུང་	VERB
དང་	དང་	NO_POS
། །		PUNCT
གོ་	གོ་	NOUN
མཚན་མ་	མཚན་མ་	NOUN
འི་	གི་	PART
རྟོག་པ་	རྟོག་པ་	VERB
ས་	གིས་	PART
།		PUNCT
པ་	པ་	OTHER
མེད་	མེད་	VERB
ཅིང་	ཅིང་	PART
འཁྲུལ་པ་	འཁྲུལ་པ་	NO_POS
མེད་	མེད་	VERB
། །		PUNCT
སྒྲིབ་པ་	སྒྲིབ་པ་	VERB
ལྔ་	ལྔ་	NUM
ནི་	ནི་	NO_POS
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
སྤངས་	སྤངས་	VERB
། །		PUNCT
ཇི་ལྟ་		
མེ་ལོང་	མེ་ལོང་	NOUN
གཟུགས་བརྙན་	གཟུགས་བརྙན་	NOUN
ནི་	ནི་	NO_POS
། །		PUNCT
རྟོགས་	རྟོགས་	VERB
སྣང་	སྣང་	VERB
ལ་	ལ་	ADP
རང་བཞིན་	རང་བཞིན་	NOUN
མེད་པ་	མེད་པ་	VERB
ར་	ལ་	PART
རྟོགས་	རྟོགས་	VERB
ན་	ནས་	PART
།		PUNCT
ན་	ནས་	PART
བདེན་པ་	བདེན་པ་	VERB
རྣམ་	རྣམ་	NOUN
སྤངས་པ་	སྤངས་པ་	VERB
། །		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
བདག་ཉིད་	བདག་ཉིད་	NOUN
ཧེ་རུ་ཀ་	ཧེ་རུ་ཀ་	NOUN
འི་	གི་	PART
༑ ༑		PUNCT
ལྷའིརྣམ་པ་	ལྷའིརྣམ་པ་	NON_WORD
ལྟ་བུ་	ལྟ་བུ་	NOUN
ར་	ལ་	PART
སྣང་	སྣང་	VERB
ཡང་ཡང་	ཡང་ཡང་	NO_POS
དག་པ་	དག་པ་	VERB
འི་	གི་	PART
རང་བཞིན་	རང་བཞིན་	NOUN
།		PUNCT
གསལ་བ་	གསལ་བ་	VERB
ར་	ལ་	PART
མཐོང་	མཐོང་	VERB
། །		PUNCT
དེ་ཉིད་	དེ་ཉིད་	NOUN
སྣང་བ་	སྣང་བ་	VERB
།		PUNCT
དོན་	དོན་	NOUN
དང་	དང་	NO_POS
དབང་པོ་	དབང་པོ་	NOUN
དང་	དང་	NO_POS
། །		PUNCT
ཕུང་པོ་	ཕུང་པོ་	NOUN
ནམ་མཁའ་	ནམ་མཁའ་	NOUN
ལྟ་བུ་	ལྟ་བུ་	NOUN
ར་	ལ་	PART
རང་བཞིན་	རང་བཞིན་	NOUN
མེད་	མེད་	VERB
།		PUNCT
ཡོད་	ཡོད་	VERB
།།		PUNCT
ལུས་	ལུས་	NOUN
ཀྱི་	གི་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
།		PUNCT
ནི་	ནི་	NO_POS
བདེ་	བདེ་	VERB
ཟག་མེད་	ཟག་མེད་	ADJ
།		PUNCT
བ་	བ་	X
ཉིད་	ཉིད་	DET
བརྗོད་	བརྗོད་	VERB
ཅིང་	ཅིང་	PART
། །		PUNCT
འདུ་	འདུ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
དང་	དང་	NO_POS
ཉོན་མོངས་པ་	ཉོན་མོངས་པ་	NOUN
ས་	གིས་	PART
བསྐྱེད་པ་	བསྐྱེད་པ་	VERB
འི་	གི་	PART
།		PUNCT
བྱེད་	བྱེད་	VERB
རྣམས་	རྣམས་	DET
ཀྱིས་	གིས་	PART
ཟིལ་	ཟིལ་	NOUN
འཁོར་བ་	འཁོར་བ་	NOUN
ས་	གིས་	PART
མི་	མི་	PART
རྫི་	རྫི་	VERB
།		PUNCT
མི་	མི་	PART
གནོན་	གནོན་	VERB
། །		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
ཐོབ་པ་	ཐོབ་པ་	VERB
འི་	གི་	PART
དུས་	དུས་	NOUN
སུ་	སུ་	ADP
།		PUNCT
གཟུགས་	གཟུགས་	NOUN
དེ་	དེ་	DET
འི་	གི་	PART
རྒྱུ་མཚན་	རྒྱུ་མཚན་	NOUN
འཁོར་བ་	འཁོར་བ་	NOUN
ལ་	ལ་	ADP
མི་	མི་	PART
གནས་པ་	གནས་པ་	VERB
ས་	གིས་	PART
།		PUNCT
ནི་	ནི་	NO_POS
མིག་	མིག་	NOUN
གིས་	གིས་	PART
མི་	མི་	PART
འཛིན་	འཛིན་	VERB
མི་	མི་	PART
ཞེན་	ཞེན་	VERB
།		PUNCT
ཏེ་	སྟེ་	PART
། །		PUNCT
སྒྲ་	སྒྲ་	NOUN
སྒྲ་	སྒྲ་	NOUN
ར་	ལ་	PART
ཞེན་	ཞེན་	VERB
མེད་	མེད་	VERB
འོག་མ་	འོག་མ་	ADJ
ལ་	ལ་	ADP
ཡང་	ཀྱང་	PART
འགྲེ་	འགྲེ་	NO_POS
།		PUNCT
ནི་	ནི་	NO_POS
ཐོས་པ་པོ་	ཐོས་པ་པོ་	VERB
ཡི་	གིས་	PART
རྣ་བ་	རྣ་བ་	NOUN
།		PUNCT
མིན་	མིན་	AUX
། །		PUNCT
ལྕེ་	ལྕེ་	NOUN
ཡི་	གིས་	PART
རོ་	རོ་	NOUN
ནི་	ནི་	NO_POS
མི་	མི་	PART
ཚོ་	ཚོ་	VERB
ཏེ་	སྟེ་	PART
། །		PUNCT
དྲི་	དྲི་	NOUN
ནི་	ནི་	NO_POS
སྣ་	སྣ་	NOUN
ཡི་	གིས་	PART
ཀྱང་	ཀྱང་	PART
མ་	མ་	PART
ཡིན་	ཡིན་	NO_POS
། །		PUNCT
རེག་བྱ་	རེག་བྱ་	NOUN
ལུས་	ལུས་	NOUN
ཀྱི་	གི་	PART
གོང་བུ་	གོང་བུ་	OTHER
ས་	གིས་	PART
མིན་	མིན་	AUX
། །		PUNCT
མྱ་ངན་	མྱ་ངན་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
འདས་པ་	འདས་པ་	VERB
ལ་	ལ་	ADP
མི་	མི་	PART
གནས་	གནས་	NOUN
ཏེ་	སྟེ་	PART
མི་	མི་	PART
ཞེན་	ཞེན་	VERB
།		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
ཞེན་པ་	ཞེན་པ་	VERB
མེད་	མེད་	VERB
ན་	ན་	ADP
དེ་	དེ་	DET
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
བྱ་བ་	བྱ་བ་	VERB
མི་	མི་	PART
བྱེད་	བྱེད་	VERB
དམ་	དམ་	PART
ཞེ་ན་	ཅེ་ན་	PART
།		PUNCT
འོན་ཀྱང་	འོན་ཀྱང་	NO_POS
ཆོས་སྐུ་	ཆོས་སྐུ་	NOUN
ཟག་མེད་	ཟག་མེད་	ADJ
ཀྱི་	གི་	PART
༑		PUNCT
བདེ་ཆེན་	བདེ་ཆེན་	NOUN
ཚུལ་	ཚུལ་	NOUN
ཉམས་	ཉམས་	NOUN
སུ་	སུ་	ADP
མྱོང་བ་	མྱོང་བ་	VERB
འི་	གི་	PART
།		PUNCT
ལ་	ལ་	ADP
ས་	གིས་	PART
ནི་	ནི་	NO_POS
། །		PUNCT
གཉིས་	གཉིས་	NUM
མེད་	མེད་	VERB
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ཀྱི་	གི་	PART
སྣང་བ་	སྣང་བ་	VERB
ར་	ལ་	PART
གྱུར་པ་	གྱུར་པ་	VERB
འི་	གི་	PART
།		PUNCT
བུད་	བུད་	VERB
འོད་	འོད་	NOUN
རིག་	རིག་	VERB
མེད་	མེད་	VERB
བཟང་མོ་	བཟང་མོ་	ADJ
མཐོང་བ་	མཐོང་བ་	VERB
ས་	གིས་	PART
བདེ་	བདེ་	VERB
། །		PUNCT
རྣ་	རྣ་	NOUN
གཉིས་	གཉིས་	NUM
མེད་	མེད་	VERB
སྣང་བ་	སྣང་བ་	VERB
ར་	ལ་	PART
རྟོགས་པ་	རྟོགས་པ་	VERB
འམ་	གམ་	PART
ཤེས་པ་	ཤེས་པ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
བ་	བ་	X
གླུ་	གླུ་	NOUN
ཡི་	ཡི་	ADP
བདེ་	བདེ་	VERB
ཐོབ་པ་	ཐོབ་པ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
ཀྱང་	ཀྱང་	PART
།		PUNCT
བ་	བ་	X
བཟང་	བཟང་	VERB
། །		PUNCT
སྣོམ་པ་	སྣོམ་པ་	NO_POS
ས་	གིས་	PART
དྲི་	དྲི་	NOUN
ཡི་	ཡི་	ADP
བདེ་བ་	བདེ་བ་	VERB
ཆེ་	ཆེ་	VERB
། །		PUNCT
སྐྱེ་གནས་	སྐྱེ་གནས་	NOUN
རེག་པ་	རེག་པ་	VERB
འི་	གི་	PART
བདེ་ཆེན་	བདེ་ཆེན་	NOUN
དང་	དང་	NO_POS
། །		PUNCT
རོ་	རོ་	NOUN
ཡི་	ཡི་	ADP
བཏུང་བ་	བཏུང་བ་	VERB
འི་	གི་	PART
སྦྱོར་བ་	སྦྱོར་བ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
། །		PUNCT
གང་	གང་	NO_POS
གིས་	གིས་	PART
བདེ་བ་	བདེ་བ་	VERB
ར་	ལ་	PART
ཤ་	ཤ་	VERB
།		PUNCT
བ་	བ་	X
དེ་	དེ་	DET
ལུས་	ལུས་	NOUN
		
སུ་	སུ་	ADP
ས་	གིས་	PART
		
འགོག་པ་	འགོག་པ་	VERB
ར་	ལ་	PART
བྱེད་	བྱེད་	VERB
། །		PUNCT
བདེ་བ་	བདེ་བ་	VERB
ཆེན་པོ་	ཆེན་པོ་	ADJ
ས་	གིས་	PART
འགྲོ་བ་	འགྲོ་བ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་	ལ་	ADP
།		PUNCT
ཁྱབ་	ཁྱབ་	VERB
། །		PUNCT
ཟག་མེད་	ཟག་མེད་	ADJ
།		PUNCT
བདེ་བ་	བདེ་བ་	VERB
ཆེན་པོ་	ཆེན་པོ་	ADJ
།		PUNCT
མ་གཏོགས་	མ་གཏོགས་	NO_POS
མི་པ་	མི་པ་	PART
ར་	ལ་	PART
ལོགས་	ལོགས་	NOUN
ན་	ན་	ADP
བདེ་བ་	བདེ་བ་	VERB
ཡོད་པ་	ཡོད་པ་	VERB
ར་	ལ་	PART
།		PUNCT
ཤེ་	ཤེ་	VERB
སོ་	སོ་	PART
། །		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
བྱང་	བྱང་	NOUN
ཆུབ༷་		NON_WORD
སེམས་དཔའ་	སེམས་དཔའ་	NOUN
ཡང་	ཀྱང་	PART
། །		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
མ་	མ་	PART
དང་	དང་	NO_POS
བཙུན་མོ་	བཙུན་མོ་	NOUN
བཟང་	བཟང་	VERB
། །		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ལྔ་	ལྔ་	NUM
དང་	དང་	NO_POS
དུ་མ་	དུ་མ་	ADJ
ནི་	ནི་	NO_POS
། །		PUNCT
བདེ་བ་	བདེ་བ་	VERB
ར་	ལ་	PART
དེ་	དེ་	DET
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཟག་མེད་	ཟག་མེད་	ADJ
།		PUNCT
ཕྱིན་	ཕྱིན་	VERB
ཅིང་	ཅིང་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
སད་	སད་	VERB
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
སེམས་དཔའ་	སེམས་དཔའ་	NOUN
སེམས་དཔའ་	སེམས་དཔའ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
ཕྱག་	ཕྱག་	NOUN
ན་	ན་	ADP
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ས་	གིས་	PART
བཅོམ་ལྡན་འདས་	བཅོམ་ལྡན་འདས་	NOUN
ཀྱི་	གི་	PART
བདེ་བ་	བདེ་བ་	VERB
ཆེན་པོ་	ཆེན་པོ་	ADJ
ཡི་	གིས་	PART
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་	ལ་	ADP
ཁྱབ་པ་	ཁྱབ་པ་	VERB
འི་	གི་	PART
ཚིག་	ཚིག་	NOUN
ཐོ་	ཐོ་	VERB
ན་	ནས་	PART
འདི་དག་	འདི་དག་	NO_POS
སྨྲས་པ་	སྨྲས་པ་	VERB
།		PUNCT
དཀར་པོ་	དཀར་པོ་	ADJ
རྣམ་	རྣམ་	NOUN
གསུམ་	གསུམ་	NUM
དང་	དང་	NO_POS
འཕགས་པ་	འཕགས་པ་	VERB
འི་	གི་	PART
གསུང་རབ་	གསུང་རབ་	NOUN
ཁ་སྐོང་	ཁ་སྐོང་	NOUN
པོད་	པོད་	NOUN
གཉིས་པ་	གཉིས་པ་	NUM
།		PUNCT
མེས་པོ་	མེས་པོ་	NOUN
འི་	གི་	PART
ཤུལ་	ཤུལ་	NOUN
བཞག་	བཞག་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
ས་སྐྱ་	ས་སྐྱ་	PROPN
བཀའ་འབུམ་	བཀའ་འབུམ་	NOUN
།		PUNCT
		
